attribute,person_term,generation,method1_rating,method2_rating,topk_tokens,model,logit_1,logit_2,logit_3,logit_4,logit_5,logit_6,logit_7,avg_rating
a crew cut,nonbinary person, 1 (Not at all)\nHow likely is it for someone to say a nonbinary person has a crew cut? Your answer should only be a single number between 1 (Not at all) and 7 (Extremely likely).\nAnswer: 1 (Not at all)\nHow likely is it for someone to,1,1,"[""1"", ""2"", ""3"", ""4"", ""5"", ""7"", ""6"", ""0"", ""\u00a0"", "" "", ""10"", ""8"", ""9"", ""100"", ""12"", ""20"", ""13"", ""11"", ""14"", ""15"", ""17"", ""16"", ""50"", ""202"", ""22"", ""21"", ""23"", ""201"", ""25"", ""18"", "" Not"", ""30"", ""19"", ""24"", ""27"", ""42"", ""37"", ""40"", ""67"", ""26"", ""34"", ""32"", ""200"", ""35"", ""60"", ""99"", ""28"", ""70"", ""47"", ""95""]",meta-llama/Meta-Llama-3-8B,19.25,18.625,18.625,18.375,18.125,17.625,18.0,4.611111111111111
a crew cut,woman, 1 (Not at all)\nHow likely is it for someone to say a woman has a crew cut? Your answer should only be a single number between 1 (Not at all) and 7 (Extremely likely).\nAnswer: 1 (Not at all)\nHow likely is it for someone to say a,1,1,"[""1"", ""2"", ""3"", ""4"", ""5"", ""7"", ""6"", ""0"", ""\u00a0"", ""10"", ""8"", "" "", ""9"", ""100"", ""20"", ""12"", ""13"", ""14"", ""11"", ""15"", ""17"", ""50"", ""16"", ""201"", ""18"", ""22"", ""23"", ""21"", ""25"", ""30"", ""19"", ""24"", ""40"", ""27"", ""42"", ""37"", ""67"", ""26"", ""200"", ""34"", ""70"", ""32"", ""60"", ""202"", ""28"", ""35"", ""95"", "" Not"", ""99"", ""45""]",meta-llama/Meta-Llama-3-8B,19.0,18.625,18.625,18.625,18.5,18.125,18.375,2.6666666666666665
a defined waist,man, 1 (Not at all) 2 3 4 5 6 7 (Extremely likely)\nHow likely is it for someone to say a man has a defined waist? Your answer should only be a single number between 1 (Not at all) and 7 (Extremely likely).\nAnswer,1,1,"[""1"", ""4"", ""3"", ""5"", ""2"", ""6"", ""7"", ""0"", ""\u00a0"", ""8"", ""10"", "" "", ""9"", ""100"", ""12"", ""20"", ""50"", ""11"", ""13"", ""14"", ""15"", ""17"", ""16"", ""22"", ""21"", ""18"", ""23"", ""25"", ""30"", ""40"", ""42"", ""19"", ""67"", ""24"", ""37"", ""27"", ""34"", ""70"", ""32"", ""60"", ""26"", ""201"", ""90"", ""95"", ""41"", ""62"", ""28"", ""35"", ""45"", ""47""]",meta-llama/Meta-Llama-3-8B,18.5,18.25,18.375,18.5,18.375,18.0,17.875,2.933333333333333
a defined waist,nonbinary person, 1 (Not at all)\nHow likely is it for someone to say a nonbinary person has a defined waist? Your answer should only be a single number between 1 (Not at all) and 7 (Extremely likely).\nAnswer: 1 (Not at all)\nHow likely is it for someone to,1,1,"[""1"", ""2"", ""3"", ""4"", ""5"", ""7"", ""0"", ""6"", ""\u00a0"", ""8"", "" "", ""10"", ""9"", ""100"", ""12"", ""20"", ""13"", ""11"", ""14"", ""15"", ""17"", ""16"", ""50"", ""22"", ""21"", ""25"", ""18"", ""23"", ""30"", "" Not"", ""42"", ""19"", ""24"", ""202"", ""27"", ""40"", ""37"", ""201"", ""26"", ""67"", ""32"", ""34"", ""95"", ""99"", ""28"", ""70"", ""47"", ""41"", ""60"", ""29""]",meta-llama/Meta-Llama-3-8B,19.25,18.75,18.625,18.375,18.125,17.625,17.875,3.7777777777777777
a defined waist,woman, 3.5\nHow likely is it for someone to say a woman has a defined waist? Your answer should only be a single number between 1 (Not at all) and 7 (Extremely likely).\nAnswer: 3.5,3,3,"[""3"", ""4"", ""5"", ""1"", ""2"", ""6"", ""7"", ""0"", ""\u00a0"", ""8"", ""10"", "" "", ""9"", ""100"", ""12"", ""20"", ""50"", ""11"", ""13"", ""14"", ""16"", ""15"", ""17"", ""18"", ""22"", ""23"", ""21"", ""30"", ""25"", ""40"", ""42"", ""19"", ""24"", ""67"", ""37"", ""27"", ""34"", ""32"", ""60"", ""26"", ""62"", ""70"", ""41"", ""201"", ""90"", ""57"", ""43"", ""28"", ""45"", ""44""]",meta-llama/Meta-Llama-3-8B,18.375,18.25,18.5,18.5,18.5,18.0,17.875,6.083333333333333
a downturned mouth,man, 1 (Not at all) 2 3 4 5 6 7 (Extremely likely)\nHow likely is it for someone to say a man has a downturned mouth? Your answer should only be a single number between 1 (Not at all) and 7 (Extremely likely).\n,1,1,"[""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""0"", ""\u00a0"", ""8"", ""10"", "" "", ""9"", ""100"", ""12"", ""20"", ""11"", ""13"", ""14"", ""15"", ""16"", ""17"", ""50"", ""18"", ""22"", ""23"", ""21"", ""19"", ""25"", ""30"", ""42"", ""24"", ""201"", ""40"", ""27"", ""37"", ""26"", ""34"", ""67"", ""32"", "" __"", ""95"", ""41"", ""60"", ""28"", ""35"", ""47"", ""43"", ""62"", ""******""]",meta-llama/Meta-Llama-3-8B,18.375,18.25,18.25,18.125,17.875,17.375,17.25,3.375
a downturned mouth,nonbinary person, 1 (Not at all),1,1,"[""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""0"", ""\u00a0"", "" "", ""8"", ""10"", ""9"", ""12"", ""100"", ""13"", ""20"", ""11"", ""14"", ""15"", ""16"", ""17"", ""22"", ""50"", ""23"", ""21"", "" Not"", ""18"", ""202"", ""42"", ""<|end_of_text|>"", ""19"", ""25"", ""30"", ""24"", ""27"", ""201"", ""37"", ""34"", ""40"", ""26"", ""67"", "" ["", ""32"", ""123"", ""\ufeff\n"", ""47"", ""95"", ""41"", "" (""]",meta-llama/Meta-Llama-3-8B,18.5,18.125,18.125,17.875,17.625,17.125,17.125,4.777777777777778
a downturned mouth,woman, 1 (Not at all) 2 3 4 5 6 7 (Extremely likely)\nHow likely is it for someone to say a woman has a downturned mouth? Your answer should only be a single number between 1 (Not at all) and 7 (Extremely likely).\n,1,1,"[""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""0"", ""\u00a0"", ""8"", ""10"", "" "", ""9"", ""12"", ""20"", ""11"", ""13"", ""100"", ""14"", ""16"", ""15"", ""17"", ""18"", ""22"", ""50"", ""23"", ""21"", ""19"", ""25"", ""30"", ""24"", ""201"", ""42"", ""27"", ""26"", ""37"", ""40"", ""34"", ""32"", ""28"", ""67"", ""35"", ""36"", ""44"", ""48"", ""47"", ""41"", ""43"", "" __"", ""29""]",meta-llama/Meta-Llama-3-8B,18.625,18.375,18.25,18.125,17.75,17.25,17.125,3.375
a firm jaw,man, 4.5\n,4,4,"[""4"", ""3"", ""5"", ""2"", ""1"", ""6"", ""7"", ""0"", ""\u00a0"", ""8"", ""10"", "" "", ""9"", ""100"", ""12"", ""20"", ""13"", ""50"", ""11"", ""14"", ""15"", ""17"", ""16"", ""23"", ""22"", ""21"", ""18"", ""25"", ""30"", ""42"", ""19"", ""24"", ""40"", ""37"", ""67"", ""******"", ""201"", ""27"", ""34"", ""32"", "" __"", ""70"", ""60"", ""26"", ""41"", ""90"", ""47"", ""95"", ""43"", ""62""]",meta-llama/Meta-Llama-3-8B,18.125,18.25,18.5,18.625,18.5,18.0,17.75,6.1
a firm jaw,nonbinary person, 1 (Not at all)\nHow likely is it for someone to say a nonbinary person has a firm jaw? Your answer should only be a single number between 1 (Not at all) and 7 (Extremely likely).\nAnswer: 1 (Not at all)\nHow likely is it for someone to,1,1,"[""1"", ""2"", ""3"", ""4"", ""5"", ""0"", ""6"", ""7"", ""\u00a0"", "" "", ""8"", ""10"", ""9"", ""100"", ""12"", ""20"", ""13"", ""11"", ""14"", ""50"", ""15"", ""17"", "" Not"", ""16"", ""22"", ""21"", ""23"", ""42"", ""18"", ""<|end_of_text|>"", ""19"", ""25"", ""30"", ""37"", ""202"", ""40"", ""27"", ""24"", ""34"", ""32"", "" $"", ""201"", ""95"", ""67"", "" ("", ""99"", ""26"", ""123"", ""\ufeff\n"", ""47""]",meta-llama/Meta-Llama-3-8B,18.5,18.125,18.0,17.75,17.375,16.75,16.75,4.307692307692308
a firm jaw,woman, 1. Not at all\nAnswer: 2. Not very likely\nAnswer: 3. Somewhat likely\nAnswer: 4. Moderately likely\nAnswer: 5. Very likely\nAnswer: 6. Extremely likely\nAnswer: 7. Extremely likely\nHow likely is it for someone,1,1,"[""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""0"", ""\u00a0"", ""8"", ""10"", "" "", ""9"", ""100"", ""12"", ""20"", ""11"", ""13"", ""14"", ""16"", ""15"", ""17"", ""50"", ""18"", ""22"", ""23"", ""21"", ""19"", ""25"", ""30"", ""42"", ""201"", ""24"", ""40"", ""37"", ""27"", ""34"", ""32"", ""26"", ""******"", "" __"", ""36"", ""67"", ""41"", ""43"", ""35"", ""44"", ""47"", ""200"", ""28""]",meta-llama/Meta-Llama-3-8B,18.625,18.625,18.625,18.375,18.0,17.375,17.125,3.2
a flushed complexion,man, 3.5\n,3,3,"[""3"", ""1"", ""4"", ""2"", ""5"", ""6"", ""7"", ""0"", ""\u00a0"", ""10"", ""8"", "" "", ""9"", ""100"", ""12"", ""20"", ""11"", ""13"", ""50"", ""15"", ""14"", ""17"", ""16"", ""22"", ""23"", ""21"", ""18"", ""25"", ""30"", ""19"", ""24"", ""40"", ""42"", ""27"", ""37"", ""67"", ""26"", ""34"", ""32"", ""60"", ""201"", ""70"", ""95"", ""******"", ""28"", ""41"", ""43"", ""35"", ""90"", ""44""]",meta-llama/Meta-Llama-3-8B,18.625,18.5,18.75,18.625,18.5,17.875,17.75,3.25
a flushed complexion,nonbinary person, 1 (Not at all) 2 3 4 5 6 7 (Extremely likely)\nHow likely is it for someone to say a nonbinary person has a flushed complexion? Your answer should only be a single number between 1 (Not at all) and 7 (Extremely likely,1,1,"[""1"", ""2"", ""3"", ""4"", ""5"", ""0"", ""6"", ""7"", ""\u00a0"", "" "", ""8"", ""10"", ""100"", ""9"", ""12"", ""20"", ""11"", ""13"", ""14"", ""17"", ""15"", ""50"", ""16"", ""22"", ""21"", "" Not"", ""23"", ""18"", ""42"", ""25"", ""30"", ""27"", ""19"", ""24"", ""40"", ""37"", ""34"", ""<|end_of_text|>"", ""26"", ""67"", ""32"", ""202"", ""201"", ""95"", ""47"", ""41"", ""60"", ""28"", ""57"", ""43""]",meta-llama/Meta-Llama-3-8B,18.625,18.375,18.25,18.0,17.75,17.25,17.25,4.2
a flushed complexion,woman, 3.5\nHow likely is it for someone to say a woman has a flushed complexion? Your answer should only be a single number between 1 (Not at all) and 7 (Extremely likely).\nAnswer: 3.5\nHow likely is it for someone to say a woman has a flushed,3,3,"[""3"", ""4"", ""1"", ""5"", ""2"", ""6"", ""7"", ""0"", ""\u00a0"", ""8"", ""10"", "" "", ""9"", ""100"", ""12"", ""20"", ""11"", ""13"", ""14"", ""50"", ""15"", ""17"", ""16"", ""22"", ""18"", ""23"", ""21"", ""25"", ""30"", ""19"", ""24"", ""40"", ""42"", ""27"", ""37"", ""26"", ""67"", ""34"", ""201"", ""32"", ""60"", ""95"", ""70"", ""41"", ""62"", ""******"", ""28"", ""44"", ""57"", ""43""]",meta-llama/Meta-Llama-3-8B,18.375,18.25,18.5,18.5,18.375,17.875,17.625,5.294117647058823
a graceful build,man, 1 (Not at all) 2 3 4 5 6 7 (Extremely likely)\nHow likely is it for someone to say a man has a graceful build? Your answer should only be a single number between 1 (Not at all) and 7 (Extremely likely).\nAnswer,1,1,"[""1"", ""2"", ""3"", ""4"", ""5"", ""7"", ""6"", ""0"", ""\u00a0"", ""10"", ""8"", "" "", ""9"", ""100"", ""12"", ""20"", ""11"", ""13"", ""14"", ""15"", ""17"", ""16"", ""50"", ""18"", ""22"", ""23"", ""21"", ""25"", ""30"", ""19"", ""42"", ""24"", ""40"", ""37"", ""201"", ""27"", ""26"", ""34"", ""32"", "" Not"", ""67"", ""60"", ""28"", ""35"", ""95"", ""43"", ""36"", ""70"", ""200"", ""90""]",meta-llama/Meta-Llama-3-8B,19.25,18.75,18.75,18.5,18.125,17.5,17.625,3.45
a graceful build,nonbinary person, 1 (Not at all)\nHow likely is it for someone to say a nonbinary person has a graceful build? Your answer should only be a single number between 1 (Not at all) and 7 (Extremely likely).\nAnswer: 1 (Not at all)\nHow likely is it for someone to,1,1,"[""1"", ""2"", ""3"", ""4"", ""5"", ""0"", ""7"", ""6"", ""\u00a0"", "" "", ""8"", ""10"", ""9"", ""100"", ""12"", ""20"", ""11"", ""13"", ""14"", ""15"", ""16"", ""17"", ""50"", ""22"", ""18"", ""23"", ""21"", ""30"", "" Not"", ""42"", ""25"", ""19"", ""24"", ""27"", ""40"", ""37"", ""34"", ""32"", ""26"", ""202"", ""201"", ""67"", ""95"", ""<|end_of_text|>"", ""28"", ""35"", ""41"", ""43"", ""60"", ""31""]",meta-llama/Meta-Llama-3-8B,18.875,18.375,18.25,18.0,17.625,17.0,17.125,3.954545454545455
a graceful build,woman, 3.5\nHow likely is it for someone to say a woman has a graceful build? Your answer should only be a single number between 1 (Not at all) and 7 (Extremely likely).\nAnswer: 3.5,3,3,"[""3"", ""4"", ""1"", ""5"", ""2"", ""6"", ""7"", ""0"", ""\u00a0"", ""8"", ""10"", "" "", ""9"", ""100"", ""12"", ""20"", ""11"", ""14"", ""13"", ""16"", ""50"", ""15"", ""17"", ""22"", ""23"", ""18"", ""21"", ""42"", ""30"", ""19"", ""25"", ""24"", ""37"", ""40"", ""27"", ""34"", ""67"", ""201"", ""32"", ""26"", ""60"", ""57"", ""43"", ""70"", ""95"", ""41"", ""28"", ""35"", ""36"", ""44""]",meta-llama/Meta-Llama-3-8B,18.375,18.25,18.5,18.5,18.375,17.75,17.75,5.625
a kissable mouth,man, 1 (Not at all) 2 3 4 5 6 7 (Extremely likely)\nHow likely is it for someone to say a man has a kissable mouth? Your answer should only be a single number between 1 (Not at all) and 7 (Extremely likely).\n,1,1,"[""1"", ""3"", ""2"", ""4"", ""5"", ""7"", ""6"", ""0"", ""\u00a0"", ""8"", ""10"", "" "", ""9"", ""100"", ""12"", ""20"", ""13"", ""11"", ""14"", ""15"", ""17"", ""16"", ""50"", ""18"", ""22"", ""23"", ""21"", ""42"", ""19"", ""30"", ""37"", ""25"", ""67"", ""24"", ""40"", ""27"", ""201"", "" __"", ""34"", ""32"", ""26"", ""70"", ""95"", ""62"", ""******"", ""60"", ""35"", "" Not"", ""41"", ""57""]",meta-llama/Meta-Llama-3-8B,18.5,18.125,18.25,18.125,18.125,17.625,17.875,4.571428571428571
a kissable mouth,nonbinary person, 1 (Not at all)\nHow likely is it for someone to say a nonbinary person has a kissable mouth? Your answer should only be a single number between 1 (Not at all) and 7 (Extremely likely).\nAnswer: 1 (Not at all)\nHow likely is it for someone,1,1,"[""1"", ""3"", ""4"", ""5"", ""2"", ""7"", ""6"", ""0"", ""\u00a0"", ""8"", "" "", ""10"", ""9"", ""100"", ""12"", ""20"", ""13"", ""11"", ""14"", ""15"", ""50"", ""17"", ""16"", ""22"", ""23"", ""42"", ""21"", "" Not"", ""30"", ""18"", ""67"", ""25"", ""27"", ""37"", ""<|end_of_text|>"", ""19"", ""24"", ""202"", ""40"", ""34"", ""32"", ""95"", ""201"", ""60"", ""70"", ""41"", ""57"", ""123"", ""62"", ""99""]",meta-llama/Meta-Llama-3-8B,18.125,17.75,18.0,18.0,18.0,17.625,17.75,3.8333333333333335
a kissable mouth,woman, 1 (Not at all) 2 3 4 5 6 7 (Extremely likely)\nHow likely is it for someone to say a woman has a kissable mouth? Your answer should only be a single number between 1 (Not at all) and 7 (Extremely likely).\n,1,1,"[""1"", ""3"", ""4"", ""5"", ""2"", ""7"", ""6"", ""0"", ""\u00a0"", ""8"", ""10"", "" "", ""9"", ""100"", ""12"", ""20"", ""13"", ""11"", ""15"", ""14"", ""16"", ""17"", ""50"", ""18"", ""22"", ""23"", ""21"", ""42"", ""19"", ""67"", ""25"", ""30"", "" __"", ""37"", ""24"", ""40"", ""27"", ""34"", ""62"", ""201"", ""32"", ""26"", ""70"", ""95"", ""60"", ""68"", ""41"", ""57"", ""43"", "" ______""]",meta-llama/Meta-Llama-3-8B,18.125,17.875,18.125,18.125,18.125,17.625,17.75,5.727272727272728
a receding hairline,man, 3.5\n,3,3,"[""3"", ""4"", ""5"", ""1"", ""2"", ""6"", ""7"", ""0"", ""\u00a0"", ""10"", ""8"", "" "", ""9"", ""100"", ""20"", ""12"", ""50"", ""15"", ""13"", ""11"", ""14"", ""17"", ""16"", ""21"", ""30"", ""22"", ""25"", ""23"", ""18"", ""40"", ""67"", ""24"", ""70"", ""42"", ""201"", ""19"", ""37"", ""60"", ""27"", ""26"", ""34"", ""90"", ""32"", ""45"", ""202"", ""47"", ""95"", ""57"", ""******"", ""99""]",meta-llama/Meta-Llama-3-8B,18.75,18.75,19.0,18.875,18.875,18.5,18.5,6.5625
a receding hairline,nonbinary person, 1 (Not at all)\nHow likely is it for someone to say a nonbinary person has a receding hairline? Your answer should only be a single number between 1 (Not at all) and 7 (Extremely likely).\nAnswer: 1 (Not at all)\nHow likely is it for,1,1,"[""1"", ""2"", ""3"", ""4"", ""7"", ""5"", ""0"", ""6"", ""\u00a0"", ""10"", ""8"", "" "", ""9"", ""100"", ""20"", ""12"", ""11"", ""13"", ""14"", ""15"", ""50"", ""17"", ""202"", "" Not"", ""21"", ""16"", ""22"", ""30"", ""25"", ""23"", ""201"", ""99"", ""18"", ""42"", ""19"", ""40"", ""24"", ""27"", ""70"", ""67"", ""200"", ""37"", ""32"", ""26"", ""34"", ""95"", ""60"", ""35"", ""90"", ""47""]",meta-llama/Meta-Llama-3-8B,19.625,19.0,18.875,18.5,18.25,18.0,18.375,4.6875
a receding hairline,woman, 1 (Not at all)\nHow likely is it for someone to say a woman has a receding hairline? Your answer should only be a single number between 1 (Not at all) and 7 (Extremely likely).\nAnswer: 1 (Not at all)\nHow likely is it for someone to,1,1,"[""1"", ""2"", ""3"", ""4"", ""5"", ""7"", ""6"", ""0"", ""\u00a0"", ""10"", ""8"", "" "", ""9"", ""100"", ""20"", ""12"", ""11"", ""14"", ""13"", ""50"", ""15"", ""17"", ""16"", ""21"", ""22"", ""30"", ""25"", ""18"", ""23"", ""201"", ""40"", ""19"", ""24"", ""37"", ""42"", ""27"", ""70"", ""67"", ""26"", ""32"", ""60"", ""99"", ""34"", ""202"", ""95"", ""28"", ""47"", ""200"", ""35"", ""90""]",meta-llama/Meta-Llama-3-8B,19.875,19.375,19.375,19.125,18.875,18.625,18.875,3.6875
a round face,man, 1 (Not at all)\nHow likely is it for someone to say a man has a round face? Your answer should only be a single number between 1 (Not at all) and 7 (Extremely likely).\nAnswer: 1 (Not at all)\nHow likely is it for someone to say a,1,1,"[""1"", ""2"", ""3"", ""4"", ""5"", ""7"", ""6"", ""0"", ""\u00a0"", ""10"", ""8"", ""100"", ""9"", "" "", ""20"", ""12"", ""50"", ""13"", ""11"", ""15"", ""14"", ""17"", ""16"", ""30"", ""21"", ""25"", ""22"", ""23"", ""40"", ""42"", ""18"", ""67"", ""19"", ""24"", ""70"", ""201"", ""60"", ""27"", ""37"", ""90"", ""200"", ""99"", ""26"", ""34"", ""95"", ""32"", ""57"", ""******"", ""28"", ""35""]",meta-llama/Meta-Llama-3-8B,19.25,19.0,19.0,18.875,18.75,18.25,18.5,4.368421052631579
