attribute,person_term,generation,method1_rating,method2_rating,topk_tokens,model,logit_1,logit_2,logit_3,logit_4,logit_5,logit_6,logit_7,avg_rating
a crew cut,nonbinary person,"4 (Somewhat likely)\n\nNonbinary people can have various hairstyles, including crew cuts, but it's not a hairstyle that is universally associated with nonbinary individuals. A crew cut is more commonly associated with certain gender presentations, such as masculine or military styles. However",4,3.0,"["""", ""\n"", ""I"", ""Between"", ""About"", ""Around"", ""It"", ""Appro"", ""Dep"", ""A"", ""\\"", ""While"", ""In"", ""This"", ""between"", ""Un"", ""My"", ""\u200b"", ""Based"", ""Not"", ""~"", ""The"", ""Let"", ""On"", ""Since"", ""Probably"", ""There"", ""To"", ""about"", ""Some"", ""If"", ""Ass"", ""("", ""around"", ""Most"", ""3"", ""Maybe"", "" "", ""approximately"", ""An"", ""For"", ""Perhaps"", ""Med"", ""Although"", ""R"", ""From"", ""Even"", ""4"", ""L"", ""Just""]",mistralai/Mistral-7B-Instruct-v0.3,2.640625,5.34375,7.9375,7.15625,5.6875,3.015625,1.03125,4.611111111111111
a crew cut,woman,"3 (Somewhat likely)\n\nA crew cut is a short, close-cropped hairstyle for men, characterized by the hair on the top of the head being cut level with the ears and the back and sides being cut very short. While it's possible for a woman to have a crew",3,3.0,"["""", ""\n"", ""I"", ""Between"", ""About"", ""A"", ""On"", ""Around"", ""between"", ""In"", ""\\"", ""It"", ""My"", ""Not"", ""Dep"", ""Appro"", ""Let"", ""Most"", ""This"", ""If"", ""("", ""An"", ""\u200b"", "" "", ""The"", ""Based"", ""While"", ""Probably"", ""about"", ""Even"", ""Since"", ""~"", ""around"", ""Some"", ""3"", ""To"", ""There"", ""Ass"", ""From"", ""At"", ""With"", ""For"", ""Maybe"", ""Less"", ""approximately"", ""R"", ""Although"", ""a"", ""Just"", ""on""]",mistralai/Mistral-7B-Instruct-v0.3,5.9375,6.9375,8.25,6.3125,4.65625,2.609375,1.5703125,2.6666666666666665
a defined waist,man,3 (Somewhat likely),3,3.0,"["""", ""I"", ""\n"", ""Between"", ""Dep"", ""Around"", ""About"", ""In"", ""Based"", ""Appro"", ""A"", ""The"", ""On"", ""My"", ""Most"", ""It"", ""between"", ""~"", ""Probably"", ""Let"", ""\\"", ""If"", ""This"", ""For"", ""around"", ""Ass"", ""Not"", ""("", ""While"", ""\u200b"", ""To"", ""Some"", "" "", ""about"", ""Since"", ""3"", ""Average"", ""4"", ""There"", ""approximately"", ""Maybe"", ""depending"", ""Even"", ""L"", ""With"", ""An"", ""Perhaps"", ""At"", ""5"", ""According""]",mistralai/Mistral-7B-Instruct-v0.3,3.484375,5.59375,8.25,8.125,7.21875,5.1875,2.671875,2.933333333333333
a defined waist,nonbinary person,"1 (Not at all)\n\nNonbinary people, who identify as neither exclusively male nor female, may have various body types, including those with defined waists, but it's not a defining characteristic for all nonbinary individuals. Therefore, it's not likely for someone to assume a nonbinary person",1,1.0,"["""", ""Not"", ""\n"", ""I"", ""Between"", ""About"", ""On"", ""Around"", ""Appro"", ""A"", ""It"", ""\\"", ""In"", ""This"", ""Based"", ""Most"", ""Probably"", ""1"", ""("", ""An"", ""between"", "" "", ""My"", ""Since"", ""~"", ""not"", ""\u200b"", ""If"", ""Un"", ""Some"", ""Dep"", ""The"", ""Low"", ""There"", ""around"", ""Non"", ""3"", ""approximately"", ""Given"", ""Very"", ""For"", ""At"", ""From"", ""While"", ""Less"", ""To"", ""Not"", ""about"", ""."", ""Let""]",mistralai/Mistral-7B-Instruct-v0.3,9.3125,7.1875,8.0,5.84375,4.625,3.265625,2.6875,3.7777777777777777
a defined waist,woman,5 (Quite likely),5,5.0,"["""", ""I"", ""\n"", ""Between"", ""In"", ""Dep"", ""About"", ""Around"", ""My"", ""The"", ""Based"", ""Appro"", ""Most"", ""A"", ""It"", ""On"", ""This"", ""\\"", ""Let"", ""between"", ""Probably"", ""Not"", ""~"", ""For"", ""If"", ""While"", ""\u200b"", ""("", ""To"", ""around"", ""Some"", ""Since"", "" "", ""about"", ""There"", ""Ass"", ""Average"", ""5"", ""4"", ""An"", ""L"", ""Even"", ""approximately"", ""With"", ""At"", ""Maybe"", ""depending"", ""Un"", ""Many"", ""Perhaps""]",mistralai/Mistral-7B-Instruct-v0.3,2.671875,4.25,7.03125,7.9375,8.0625,6.625,3.546875,6.083333333333333
a downturned mouth,man,3 (Somewhat likely),3,3.0,"["""", ""I"", ""\n"", ""About"", ""Between"", ""Around"", ""It"", ""Appro"", ""A"", ""\\"", ""Dep"", ""On"", ""In"", ""While"", ""~"", ""The"", ""My"", ""This"", ""\u200b"", ""around"", ""Let"", ""Based"", ""about"", ""If"", ""between"", ""Probably"", ""Some"", ""approximately"", ""There"", ""To"", ""Most"", ""("", ""An"", ""Since"", "" "", ""Even"", ""Not"", ""For"", ""3"", ""R"", ""Ass"", ""With"", ""Maybe"", ""Perhaps"", ""Although"", ""L"", ""Un"", ""At"", ""Average"", ""From""]",mistralai/Mistral-7B-Instruct-v0.3,3.734375,5.46875,7.8125,7.0,5.625,3.28125,1.46875,3.375
a downturned mouth,nonbinary person,3 (Somewhat likely),3,1.0,"["""", ""I"", ""\n"", ""Not"", ""Between"", ""About"", ""Appro"", ""It"", ""\\"", ""Around"", ""This"", ""A"", ""An"", ""On"", ""In"", ""Un"", ""~"", ""("", ""My"", ""Based"", ""between"", ""\u200b"", ""approximately"", "" "", ""The"", ""Low"", ""There"", ""Most"", ""None"", ""Since"", ""1"", ""about"", ""If"", ""Less"", ""Probably"", ""Very"", ""3"", ""around"", ""From"", ""At"", ""Let"", ""No"", ""To"", ""With"", ""Your"", ""Ext"", ""For"", ""While"", ""."", ""Here""]",mistralai/Mistral-7B-Instruct-v0.3,8.125,6.875,7.90625,5.59375,4.28125,2.78125,2.296875,4.777777777777778
a downturned mouth,woman,3 (Somewhat likely),3,3.0,"["""", ""I"", ""\n"", ""About"", ""Between"", ""Around"", ""It"", ""Appro"", ""Dep"", ""\\"", ""A"", ""On"", ""In"", ""My"", ""~"", ""While"", ""The"", ""This"", ""around"", ""Based"", ""\u200b"", ""about"", ""Let"", ""If"", ""between"", ""approximately"", ""Probably"", ""Some"", ""To"", ""Most"", ""("", ""There"", "" "", ""An"", ""For"", ""Since"", ""Not"", ""3"", ""Even"", ""Ass"", ""Maybe"", ""Perhaps"", ""With"", ""Although"", ""R"", ""4"", ""At"", ""L"", ""Average"", ""Un""]",mistralai/Mistral-7B-Instruct-v0.3,3.21875,5.21875,7.78125,7.375,6.03125,3.625,1.6015625,3.375
a firm jaw,man,5 (Somewhat likely),5,4.0,"["""", ""I"", ""\n"", ""Between"", ""About"", ""Around"", ""\\"", ""It"", ""In"", ""My"", ""Dep"", ""Appro"", ""Let"", ""On"", ""A"", ""The"", ""\u200b"", ""~"", ""between"", ""around"", ""Based"", ""about"", ""Most"", ""Probably"", ""This"", ""While"", ""("", ""If"", ""To"", ""For"", ""Some"", ""Since"", "" "", ""Not"", ""approximately"", ""There"", ""4"", ""An"", ""Average"", ""Un"", ""Maybe"", ""Perhaps"", ""With"", ""Even"", ""Ass"", ""L"", ""Although"", ""5"", ""At"", ""Med""]",mistralai/Mistral-7B-Instruct-v0.3,1.59375,3.5,6.8125,7.8125,7.0625,4.1875,1.3359375,6.1
a firm jaw,nonbinary person,3 (Somewhat likely),3,3.0,"["""", ""I"", ""\n"", ""Between"", ""Un"", ""It"", ""About"", ""Not"", ""Around"", ""This"", ""Appro"", ""My"", ""\\"", ""A"", ""In"", ""~"", ""The"", ""Since"", ""There"", ""On"", ""Let"", ""Based"", ""between"", ""Dep"", ""To"", ""Probably"", ""While"", ""Most"", ""Hard"", ""\u200b"", ""about"", ""Diff"", ""("", ""around"", ""If"", ""approximately"", ""An"", ""Random"", ""Ne"", ""Maybe"", "" "", ""Perhaps"", ""Ass"", ""For"", ""3"", ""Some"", ""Average"", ""R"", ""Your"", ""As""]",mistralai/Mistral-7B-Instruct-v0.3,2.59375,4.875,7.5625,7.21875,5.65625,3.046875,1.2578125,4.307692307692308
a firm jaw,woman,3 (Somewhat likely),3,3.0,"["""", ""I"", ""\n"", ""Between"", ""About"", ""On"", ""Around"", ""\\"", ""It"", ""In"", ""A"", ""My"", ""Appro"", ""Dep"", ""Based"", ""Let"", ""between"", ""Not"", ""~"", ""Probably"", ""Most"", ""("", ""around"", ""about"", ""If"", ""Maybe"", ""\u200b"", "" "", ""3"", ""The"", ""This"", ""Some"", ""To"", ""While"", ""Even"", ""An"", ""For"", ""Perhaps"", ""Since"", ""approximately"", ""There"", ""Ass"", ""With"", ""on"", ""From"", ""Un"", ""At"", ""L"", ""R"", ""Less""]",mistralai/Mistral-7B-Instruct-v0.3,4.875,6.75,8.375,6.59375,4.71875,2.59375,1.265625,3.2
a flushed complexion,man,5 (Somewhat likely),5,4.0,"["""", ""I"", ""\n"", ""Between"", ""About"", ""Around"", ""In"", ""It"", ""My"", ""Dep"", ""\\"", ""Let"", ""A"", ""Appro"", ""While"", ""The"", ""Probably"", ""between"", ""Not"", ""~"", ""This"", ""On"", ""Most"", ""("", ""\u200b"", ""about"", ""around"", ""Since"", ""Some"", ""If"", "" "", ""Based"", ""For"", ""To"", ""There"", ""An"", ""4"", ""Med"", ""Maybe"", ""3"", ""Un"", ""Perhaps"", ""approximately"", ""L"", ""Even"", ""5"", ""Average"", ""Although"", ""With"", ""At""]",mistralai/Mistral-7B-Instruct-v0.3,3.15625,5.0,7.65625,7.9375,7.34375,5.0,2.296875,3.25
a flushed complexion,nonbinary person,1 (Not at all),1,1.0,"["""", ""\n"", ""Not"", ""I"", ""Between"", ""About"", ""It"", ""Appro"", ""On"", ""\\"", ""Around"", ""This"", ""A"", ""Un"", ""In"", ""An"", ""~"", ""("", ""between"", ""My"", ""Low"", ""The"", ""There"", ""Most"", ""Very"", ""Based"", ""Probably"", ""Since"", "" "", ""\u200b"", ""Let"", ""Less"", ""None"", ""approximately"", ""1"", ""If"", ""about"", ""."", ""At"", ""From"", ""To"", ""not"", ""With"", ""Ext"", ""Your"", ""around"", ""For"", ""No"", ""Just"", ""Non""]",mistralai/Mistral-7B-Instruct-v0.3,8.25,6.625,7.0625,5.15625,4.0625,2.859375,2.4375,4.2
a flushed complexion,woman,5 (Somewhat likely),5,5.0,"["""", ""I"", ""\n"", ""Between"", ""About"", ""Around"", ""My"", ""It"", ""In"", ""Dep"", ""Appro"", ""\\"", ""The"", ""This"", ""Not"", ""A"", ""Probably"", ""Let"", ""\u200b"", ""While"", ""~"", ""Most"", ""about"", ""Un"", ""("", ""On"", ""between"", ""around"", ""Since"", ""If"", ""Based"", ""For"", ""An"", ""To"", ""Some"", ""There"", "" "", ""5"", ""Average"", ""L"", ""approximately"", ""At"", ""4"", ""Med"", ""Even"", ""Perhaps"", ""With"", ""Est"", ""Maybe"", ""Although""]",mistralai/Mistral-7B-Instruct-v0.3,2.15625,3.5,6.125,7.5,7.875,6.3125,3.171875,5.294117647058823
a graceful build,man,"1 (Not at all)\n\nA man's build is typically associated with strength, muscularity, and athleticism, rather than grace. While some men may have a more slender or agile build, the term ""graceful"" is more commonly used to describe women or dancers due",1,1.0,"["""", ""Not"", ""\n"", ""I"", ""On"", ""About"", ""Between"", ""\\"", ""Around"", ""It"", ""("", ""In"", ""Appro"", ""A"", ""Low"", ""1"", ""\u200b"", "" "", ""~"", ""Most"", ""Probably"", ""Very"", ""not"", ""Un"", ""between"", ""Less"", ""My"", ""Some"", ""Let"", ""on"", ""\\("", ""This"", ""Ext"", ""."", ""Based"", ""From"", ""about"", ""If"", ""With"", ""around"", ""Gener"", ""An"", ""low"", ""-"", ""For"", ""At"", ""The"", ""R"", ""To"", ""2""]",mistralai/Mistral-7B-Instruct-v0.3,9.4375,7.28125,7.03125,4.78125,3.5,2.453125,2.28125,3.45
a graceful build,nonbinary person,3 (Somewhat likely),3,3.0,"["""", ""I"", ""\n"", ""Not"", ""Between"", ""Un"", ""It"", ""About"", ""This"", ""Around"", ""A"", ""\\"", ""In"", ""My"", ""On"", ""Appro"", ""Based"", ""Diff"", ""Dep"", ""Since"", ""Hard"", ""between"", ""The"", ""Most"", ""~"", ""There"", ""Probably"", ""\u200b"", ""("", ""Let"", ""If"", "" "", ""To"", ""While"", ""Ne"", ""An"", ""Unfortunately"", ""around"", ""3"", ""Maybe"", ""Low"", ""about"", ""difficult"", ""Some"", ""As"", ""For"", ""Perhaps"", ""R"", ""With"", ""approximately""]",mistralai/Mistral-7B-Instruct-v0.3,4.78125,6.125,7.8125,6.53125,5.25,3.46875,1.9765625,3.954545454545455
a graceful build,woman,5 (Somewhat likely),5,4.0,"["""", ""I"", ""\n"", ""Between"", ""It"", ""About"", ""Around"", ""My"", ""In"", ""\\"", ""Dep"", ""A"", ""\u200b"", ""~"", ""Based"", ""The"", ""While"", ""This"", ""Appro"", ""Let"", ""between"", ""On"", ""("", ""Not"", ""Some"", ""Most"", ""Probably"", ""Un"", ""around"", ""about"", ""If"", ""To"", ""For"", ""There"", "" "", ""Since"", ""Maybe"", ""Person"", ""An"", ""Perhaps"", ""4"", ""Even"", ""Although"", ""Average"", ""3"", ""With"", ""approximately"", ""5"", ""Personal"", ""\\(""]",mistralai/Mistral-7B-Instruct-v0.3,2.609375,4.75,7.4375,7.71875,7.15625,5.28125,2.3125,5.625
a kissable mouth,man,3 (Somewhat likely),3,,"["""", ""I"", ""\n"", ""It"", ""Dep"", ""Let"", ""The"", ""Between"", ""This"", ""Based"", ""A"", ""If"", ""In"", ""Around"", ""About"", ""\\"", ""On"", ""Un"", ""Not"", ""My"", ""There"", ""Since"", ""For"", ""To"", ""Ass"", ""While"", ""Most"", ""Appro"", ""~"", ""("", ""Some"", ""\u200b"", ""An"", ""Even"", ""Without"", ""Probably"", ""around"", ""between"", ""Random"", ""Perhaps"", ""Diff"", ""With"", ""As"", ""Maybe"", ""Given"", ""Average"", ""Ne"", "" "", ""Vari"", ""Although""]",mistralai/Mistral-7B-Instruct-v0.3,3.234375,4.3125,6.75,6.6875,6.0,4.375,2.84375,4.571428571428571
a kissable mouth,nonbinary person,5 (Somewhat likely),5,,"["""", ""I"", ""It"", ""This"", ""\n"", ""Un"", ""The"", ""Not"", ""Since"", ""Between"", ""A"", ""My"", ""There"", ""To"", ""Dep"", ""In"", ""While"", ""Hard"", ""Diff"", ""On"", ""Ne"", ""Let"", ""\\"", ""If"", ""As"", ""Based"", ""~"", ""About"", ""Random"", ""\u200b"", ""Appro"", ""An"", ""Around"", ""("", ""Your"", ""Unfortunately"", ""N"", ""difficult"", ""Most"", ""Without"", ""Vari"", ""For"", ""R"", ""That"", ""V"", ""Can"", ""No"", ""Given"", ""Although"", ""Average""]",mistralai/Mistral-7B-Instruct-v0.3,2.09375,2.734375,4.84375,6.40625,6.375,4.875,2.078125,3.8333333333333335
a kissable mouth,woman,5 (Quite likely),5,,"["""", ""I"", ""It"", ""\n"", ""The"", ""This"", ""Dep"", ""Between"", ""My"", ""Let"", ""Based"", ""A"", ""Around"", ""\\"", ""In"", ""About"", ""There"", ""Un"", ""If"", ""To"", ""On"", ""~"", ""Appro"", ""Not"", ""While"", ""\u200b"", ""Since"", ""For"", ""("", ""Most"", ""Ass"", ""An"", ""around"", ""Some"", ""Random"", ""Average"", ""Without"", ""Diff"", ""Vari"", ""between"", ""Probably"", ""Perhaps"", ""As"", ""Even"", ""Hard"", ""about"", ""With"", ""approximately"", ""Maybe"", "" ""]",mistralai/Mistral-7B-Instruct-v0.3,1.703125,3.046875,5.84375,6.90625,6.5,4.84375,2.296875,5.727272727272728
a receding hairline,man,7 (Extremely likely),7,7.0,"["""", ""\n"", ""Ext"", ""\\"", ""I"", ""A"", ""About"", ""Between"", "" "", ""At"", ""\u200b"", ""This"", ""The"", ""It"", ""High"", ""("", ""7"", ""In"", ""If"", ""Very"", ""Not"", ""~"", ""Appro"", ""Almost"", ""With"", ""Around"", ""On"", ""Probably"", ""6"", ""between"", ""Most"", ""For"", ""about"", ""\\("", ""a"", ""Est"", ""Even"", ""An"", ""While"", ""Since"", ""-"", ""My"", ""["", ""5"", ""There"", ""To"", ""As"", ""Dep"", ""L"", ""\""""]",mistralai/Mistral-7B-Instruct-v0.3,2.96875,2.46875,4.3125,6.21875,7.46875,8.375,9.0625,6.5625
a receding hairline,nonbinary person,"1 (Not at all)\n\nNonbinary people, like all individuals, can have any physical characteristics, including hairlines. The assumption that a nonbinary person would have a specific physical trait, such as a receding hairline, is based on harmful stereotypes and should be avoided.",1,1.0,"["""", ""Not"", ""\n"", ""I"", ""Between"", ""About"", ""Appro"", ""A"", ""It"", ""1"", ""Un"", ""Very"", ""\\"", ""This"", ""On"", ""Ext"", ""Low"", ""Around"", ""An"", "" "", ""In"", ""("", ""~"", ""None"", ""between"", ""There"", ""\u200b"", ""The"", ""Less"", ""Since"", ""Most"", ""not"", ""."", ""Based"", ""No"", ""From"", ""approximately"", ""At"", ""My"", ""If"", ""With"", ""\\("", ""Close"", ""Almost"", ""Not"", ""Your"", ""Non"", ""-"", ""While"", ""3""]",mistralai/Mistral-7B-Instruct-v0.3,10.1875,6.8125,7.1875,5.28125,4.46875,3.265625,3.375,4.6875
a receding hairline,woman,"6 (Very likely)\n\nA receding hairline is a common sign of hair loss in women, although it may not be as dramatic or noticeable as in men. Women's hairlines typically recede gradually, with the hairline becoming less defined and the scalp becoming more visible. This can",6,5.0,"["""", ""\n"", ""I"", ""Between"", ""A"", ""Not"", ""About"", ""\\"", ""It"", ""Around"", ""While"", ""Appro"", "" "", ""This"", ""("", ""The"", ""On"", ""\u200b"", ""In"", ""If"", ""between"", ""~"", ""Dep"", ""5"", ""Ext"", ""4"", ""Even"", ""3"", ""Since"", ""around"", ""There"", ""Probably"", ""about"", ""For"", ""Some"", ""Most"", ""High"", ""An"", ""With"", ""At"", ""Let"", ""6"", ""Based"", ""L"", ""a"", ""To"", ""My"", ""Although"", ""7"", ""Un""]",mistralai/Mistral-7B-Instruct-v0.3,6.0625,6.6875,8.25,8.375,8.4375,7.78125,7.3125,3.6875
a round face,man,3 (Somewhat likely),3,3.0,"["""", ""\n"", ""I"", ""Between"", ""Around"", ""About"", ""\\"", ""In"", ""Not"", ""A"", ""Appro"", ""around"", ""My"", ""It"", ""~"", ""between"", ""While"", ""Most"", "" "", ""The"", ""("", ""3"", ""Dep"", ""This"", ""On"", ""\u200b"", ""Probably"", ""about"", ""Let"", ""Round"", ""4"", ""If"", ""Since"", ""For"", ""Some"", ""Based"", ""There"", ""To"", ""An"", ""5"", ""Even"", ""approximately"", ""Although"", ""L"", ""Maybe"", ""With"", ""From"", ""2"", ""\\("", ""At""]",mistralai/Mistral-7B-Instruct-v0.3,5.78125,7.0625,8.875,8.5625,7.84375,6.0,3.71875,4.368421052631579
a round face,nonbinary person,3 (Somewhat likely),3,3.0,"["""", ""I"", ""\n"", ""Between"", ""Around"", ""It"", ""Un"", ""Not"", ""About"", ""This"", ""A"", ""Appro"", ""My"", ""In"", ""~"", ""The"", ""between"", ""Dep"", ""There"", ""Since"", ""\\"", ""around"", ""Based"", ""While"", ""Most"", ""To"", ""If"", ""("", ""On"", ""Let"", ""\u200b"", ""Probably"", "" "", ""about"", ""approximately"", ""3"", ""Random"", ""An"", ""Hard"", ""For"", ""R"", ""Diff"", ""Ass"", ""Some"", ""4"", ""Your"", ""Non"", ""Round"", ""As"", ""Ne""]",mistralai/Mistral-7B-Instruct-v0.3,2.90625,5.1875,7.9375,7.46875,5.875,3.265625,1.4765625,4.6923076923076925
