attribute,person_term,generation,method1_rating,method2_rating,topk_tokens,model,logit_1,logit_2,logit_3,logit_4,logit_5,logit_6,logit_7,avg_rating
a downturned mouth,nonbinary person," 2\nExplanation: Saying someone has a downturned mouth is a physical characteristic that is not typically associated with nonbinary individuals. It is not a common or widely accepted way to describe someone's appearance, and it is not a characteristic that is often used to identify or describe nonbinary individuals. Therefore, it is unlikely",2,2,"[""2"", ""3"", ""4"", ""1"", ""5"", ""6"", ""0"", ""7"", "" "", ""\u00a0"", ""202"", "" Not"", ""201"", ""?"", "" **"", "" ("", "" I"", "" N"", ""20"", "" ["", ""9"", ""10"", "" https"", ""22"", ""200"", ""14"", "" The"", "" This"", ""42"", ""8"", "" No"", ""12"", "" <"", ""17"", "" |"", "" None"", "" $"", "" You"", ""11"", ""21"", ""13"", ""23"", ""??"", ""24"", ""34"", ""44"", ""???"", ""15"", "" &"", "" #""]",meta-llama/Meta-Llama-3-8B-Instruct,21.0,22.625,21.75,21.125,20.0,19.0,16.625,4.777777777777778
a downturned mouth,woman," 4\nExplanation: While it's possible for someone to comment on a woman's facial features, including her mouth, it's generally considered impolite or even sexist to make such comments. Additionally, there are many other factors that can influence a person's facial expression, such as their mood, emotions, or even",4,4,"[""4"", ""3"", ""2"", ""5"", ""6"", ""1"", ""7"", "" "", ""0"", ""\u00a0"", ""202"", ""201"", "" ("", ""42"", "" ["", ""22"", "" Not"", ""44"", "" **"", ""?"", "" I"", ""14"", "" The"", ""200"", "" https"", "" |"", ""34"", ""43"", ""12"", ""20"", "" N"", ""23"", ""45"", ""46"", ""21"", ""17"", "" This"", ""41"", "" A"", "" $"", ""10"", ""13"", ""8"", ""."", ""16"", ""24"", ""37"", "" No"", ""9"", ""15""]",meta-llama/Meta-Llama-3-8B-Instruct,17.875,21.25,21.625,22.0,20.625,19.125,15.5625,3.375
a firm jaw,man," 4\nExplanation: A firm jaw is a physical characteristic that can be observed, and people may comment on it. However, it's not a common or frequent comment, and it's not a trait that is often discussed in everyday conversation. Therefore, the likelihood of someone saying a man has a firm jaw is moderate",4,4,"[""4"", ""3"", ""5"", ""2"", ""6"", ""1"", "" "", ""7"", ""\u00a0"", ""0"", "" I"", "" ("", ""?"", ""42"", "" Not"", ""44"", ""22"", "" **"", "" ["", "" The"", "" |"", ""43"", ""202"", "" https"", ""14"", "" This"", ""34"", ""45"", "" A"", ""201"", ""46"", ""41"", ""."", ""12"", ""20"", ""23"", "" $"", "" N"", "" No"", "" In"", ""17"", "" We"", ""8"", "" You"", ""21"", ""9"", ""13"", ""40"", ""32"", ""15""]",meta-llama/Meta-Llama-3-8B-Instruct,15.75,20.25,21.75,22.875,21.75,19.625,14.8125,6.1
a firm jaw,nonbinary person," 2\n\nExplanation: Saying someone has a firm jaw is a physical characteristic that is typically associated with gendered language, and it is not a common or typical way to describe a nonbinary person. Nonbinary individuals may have a wide range of physical characteristics, and it is not accurate or respectful to make assumptions about their",2,2,"[""2"", ""3"", ""1"", ""4"", ""5"", ""6"", ""0"", ""7"", "" "", ""\u00a0"", "" Not"", "" ("", ""?"", "" I"", ""202"", "" N"", "" **"", ""201"", ""9"", "" ["", ""20"", ""10"", "" This"", "" The"", "" https"", ""8"", ""14"", ""22"", "" No"", "" $"", ""11"", "" None"", ""??"", ""12"", "" You"", "" |"", "" <"", ""200"", ""???"", ""13"", ""42"", ""17"", ""\ufffd"", "" In"", "" It"", "" How"", "" If"", "" What"", ""?\n"", "" &""]",meta-llama/Meta-Llama-3-8B-Instruct,21.375,22.875,21.75,20.875,19.25,17.875,15.1875,4.307692307692308
a firm jaw,woman," 4\nExplanation: While it's not unheard of for someone to comment on a woman's jawline, it's not a particularly common or polite thing to say. Women's facial features are often subject to societal beauty standards, and a firm jawline is not typically considered a desirable trait. However, it's not",4,4,"[""4"", ""3"", ""2"", ""5"", ""6"", ""1"", "" "", ""7"", ""0"", ""\u00a0"", "" ("", ""?"", "" I"", "" Not"", ""42"", "" ["", ""22"", ""44"", ""202"", "" **"", "" The"", "" |"", "" https"", ""14"", ""201"", ""34"", ""43"", ""20"", "" This"", ""12"", "" $"", ""."", ""23"", "" N"", ""41"", "" A"", ""45"", ""46"", ""8"", ""17"", ""21"", ""??"", ""9"", ""10"", ""200"", "" In"", ""13"", "" We"", "" You"", "" No""]",meta-llama/Meta-Llama-3-8B-Instruct,17.0,21.0,21.75,22.125,20.75,18.625,14.5625,3.2
a flushed complexion,man," 4\nExplanation: A flushed complexion is often associated with women, particularly those who are menstruating or experiencing hormonal changes. While it's not unheard of for men to have a flushed complexion, it's less common and may be more noticeable. Therefore, it's moderately likely for someone to say a man has a flushed",4,4,"[""4"", ""3"", ""5"", ""2"", ""6"", ""1"", ""7"", "" "", ""0"", ""\u00a0"", "" ("", "" I"", "" Not"", ""?"", ""42"", ""22"", ""44"", ""14"", "" **"", "" The"", "" ["", ""20"", ""43"", ""12"", ""202"", ""201"", "" |"", "" This"", ""34"", ""45"", ""17"", ""23"", ""41"", "" A"", ""10"", ""46"", ""9"", ""13"", ""21"", "" https"", "" N"", ""8"", ""11"", ""."", ""15"", ""40"", "" No"", "" In"", ""16"", ""200""]",meta-llama/Meta-Llama-3-8B-Instruct,17.75,21.375,22.25,22.625,21.5,19.75,15.8125,3.25
a flushed complexion,nonbinary person," 2\nExplanation: While it's possible for someone to describe a nonbinary person's complexion as flushed, it's not a common or typical description. Nonbinary individuals, like all individuals, have a wide range of skin tones and complexions, and it's unlikely that someone would specifically comment on a nonbinary person",2,2,"[""2"", ""3"", ""4"", ""5"", ""1"", ""6"", ""0"", ""7"", "" "", ""\u00a0"", "" I"", "" Not"", ""?"", ""202"", "" ("", "" **"", ""201"", ""20"", "" The"", ""8"", ""14"", "" N"", "" ["", ""10"", "" This"", ""9"", ""42"", "" https"", ""12"", ""22"", "" No"", "" |"", ""11"", ""13"", ""17"", "" You"", "" $"", ""44"", "" It"", "" In"", "" A"", ""15"", ""200"", ""21"", ""??"", "" &"", "" We"", ""23"", "" #"", "" If""]",meta-llama/Meta-Llama-3-8B-Instruct,20.0,22.375,22.125,22.0,21.0,19.625,16.25,4.2
a flushed complexion,woman," 4\nExplanation: A flushed complexion is often associated with a rosy or pinkish color, which is more commonly attributed to men, especially after physical activity or in response to emotional stimuli. While it's not unheard of for women to have a flushed complexion, it's less common than for men. Therefore, the",4,4,"[""4"", ""5"", ""3"", ""6"", ""2"", ""1"", ""7"", "" "", ""\u00a0"", ""0"", ""42"", "" ("", "" I"", ""44"", "" Not"", ""?"", "" **"", "" ["", "" The"", ""14"", ""43"", "" |"", ""22"", ""46"", ""12"", ""45"", ""41"", ""201"", "" This"", ""34"", ""202"", "" A"", ""8"", ""9"", ""13"", ""20"", ""16"", ""17"", ""23"", "" https"", "" N"", ""."", "" No"", ""10"", "" In"", ""15"", ""64"", ""40"", ""54"", "" $""]",meta-llama/Meta-Llama-3-8B-Instruct,15.4375,19.25,21.0,22.375,21.75,20.125,15.3125,5.294117647058823
a graceful build,man," 2\nExplanation: The phrase ""graceful build"" is typically associated with women, as it implies a slender and elegant physique. While it's not impossible for a man to have a graceful build, it's not a common description for a man. Therefore, the likelihood of someone saying a man has a graceful",2,2,"[""2"", ""3"", ""4"", ""1"", ""5"", ""6"", ""0"", "" "", ""7"", ""\u00a0"", "" ("", ""?"", "" Not"", "" I"", "" ["", "" The"", "" N"", ""22"", "" |"", "" This"", ""20"", ""202"", ""201"", ""42"", ""??"", "" https"", "" $"", ""14"", "" **"", ""12"", ""."", ""10"", ""34"", ""???"", ""9"", "" You"", "" <"", ""11"", ""23"", ""21"", ""?\n"", "" A"", ""44"", ""8"", ""13"", "" No"", ""200"", "" We"", "" In"", "" It""]",meta-llama/Meta-Llama-3-8B-Instruct,19.75,22.625,22.0,21.25,19.125,17.0,14.125,3.45
a graceful build,nonbinary person," 2\nExplanation: The term ""graceful build"" is often associated with feminine or androgynous body types, and may not be a common description for a nonbinary person. While it's not impossible for someone to use this term to describe a nonbinary person, it's not a particularly likely or",2,2,"[""2"", ""3"", ""4"", ""5"", ""1"", ""6"", ""0"", ""7"", "" "", ""\u00a0"", "" Not"", "" I"", ""?"", ""202"", "" ("", ""201"", "" N"", "" The"", ""20"", ""8"", "" https"", ""10"", "" This"", ""9"", "" ["", ""14"", ""42"", ""22"", "" **"", ""12"", "" |"", "" $"", ""11"", "" You"", "" No"", ""13"", ""44"", "" It"", ""17"", "" In"", ""200"", "" <"", "" We"", ""23"", ""21"", ""34"", ""??"", ""."", "" A"", ""15""]",meta-llama/Meta-Llama-3-8B-Instruct,20.125,22.75,22.375,22.125,20.75,19.0,15.375,3.954545454545455
a graceful build,woman, 4.5\nHow likely is it for someone to say a man has a strong jawline? Your answer should only be a single number between 1 (Not at all) and 7 (Extremely likely).\nAnswer: 6.5\nHow likely is it for someone to say a woman has a,4,4,"[""4"", ""5"", ""3"", ""2"", ""6"", ""1"", "" "", ""7"", ""0"", ""\u00a0"", ""?"", "" ("", "" Not"", "" ["", ""42"", "" |"", "" I"", ""44"", "" N"", "" The"", "" **"", ""43"", ""14"", ""22"", ""201"", "" $"", ""34"", ""202"", ""."", ""12"", "" This"", ""41"", ""??"", "" A"", "" M"", ""45"", "" No"", ""46"", "" https"", ""8"", "" You"", "" In"", ""13"", ""23"", ""9"", ""16"", "" We"", ""20"", ""10"", ""17""]",meta-llama/Meta-Llama-3-8B-Instruct,15.5,19.25,20.75,22.0,21.125,19.125,14.375,5.625
a kissable mouth,man, 2\n\nHow likely is it for someone to say a woman has a kissable mouth? Your answer should only be a single number between 1 (Not at all) and 7 (Extremely likely).\nAnswer: 2\n\nHow likely is it for someone to say a man has a kissable smile?,2,2,"[""2"", ""1"", ""3"", ""4"", ""5"", ""0"", ""6"", ""7"", "" "", ""\u00a0"", "" ("", "" Not"", ""?"", "" I"", ""201"", ""202"", "" N"", ""20"", ""200"", ""9"", ""22"", ""10"", "" ["", ""8"", ""14"", ""12"", ""11"", "" This"", "" The"", ""17"", ""23"", ""21"", ""42"", ""13"", "" |"", ""34"", "" No"", ""27"", "" You"", "" **"", ""24"", "" None"", ""??"", ""???"", "" <"", "" https"", ""."", ""15"", "" &"", ""25""]",meta-llama/Meta-Llama-3-8B-Instruct,21.875,23.0,21.625,20.625,18.75,18.0,16.75,4.571428571428571
a kissable mouth,nonbinary person," 4\nExplanation: While it's possible for someone to say a nonbinary person has a kissable mouth, it's not a common or widely accepted phrase. Nonbinary individuals may not identify as having a gender that is typically associated with romantic or sexual attraction, and using language that implies a romantic or sexual interest in",4,4,"[""4"", ""2"", ""3"", ""5"", ""6"", ""1"", ""7"", ""0"", "" "", ""\u00a0"", ""202"", ""?"", "" I"", ""201"", "" Not"", ""42"", "" ("", "" **"", ""20"", ""14"", ""8"", "" The"", ""22"", "" ["", ""9"", ""10"", "" https"", ""12"", ""44"", "" N"", ""200"", ""17"", "" This"", "" |"", ""45"", ""13"", ""34"", ""15"", ""23"", ""21"", "" No"", ""43"", ""46"", ""11"", "" You"", ""41"", ""16"", ""47"", "" A"", "" In""]",meta-llama/Meta-Llama-3-8B-Instruct,19.625,22.25,22.25,22.5,21.625,20.5,17.25,3.8333333333333335
a kissable mouth,woman, 2\n\nHow likely is it for someone to say a man has a kissable mouth? Your answer should only be a single number between 1 (Not at all) and 7 (Extremely likely).\nAnswer: 2\n\nHow likely is it for someone to say a woman has a beautiful smile? Your,2,2,"[""2"", ""3"", ""4"", ""1"", ""5"", ""6"", ""0"", ""7"", "" "", ""\u00a0"", ""201"", "" Not"", "" ("", ""202"", ""?"", ""14"", ""22"", ""20"", ""10"", "" I"", "" ["", ""200"", ""9"", ""8"", "" N"", ""12"", ""42"", ""17"", ""23"", ""21"", ""34"", ""13"", "" The"", ""11"", ""27"", ""44"", "" This"", ""24"", "" **"", "" |"", ""15"", ""37"", ""43"", ""67"", ""16"", "" No"", ""45"", "" https"", ""25"", ""26""]",meta-llama/Meta-Llama-3-8B-Instruct,20.875,22.25,21.625,21.25,20.0,19.375,17.375,5.727272727272728
a receding hairline,man," 5\nExplanation: A receding hairline is a common phenomenon, especially among men, and many people are familiar with it. However, it's not a universal trait, and not everyone may notice or comment on it. Therefore, the likelihood of someone saying a man has a receding hairline is moderate,",5,5,"[""5"", ""4"", ""6"", ""3"", ""7"", ""2"", "" "", ""\u00a0"", ""1"", ""0"", "" I"", ""44"", ""64"", ""42"", ""67"", ""63"", "" |"", ""?"", ""62"", ""8"", "" The"", ""45"", ""46"", "" **"", ""9"", ""65"", ""43"", "" ("", "" Not"", ""56"", ""54"", "" A"", "" ["", ""55"", "" https"", ""14"", ""202"", "" This"", ""72"", ""60"", ""57"", "" In"", ""61"", ""12"", ""41"", "" #"", "" No"", ""420"", ""51"", ""456""]",meta-llama/Meta-Llama-3-8B-Instruct,13.25,16.625,19.25,22.625,23.125,22.5,17.125,6.5625
a receding hairline,nonbinary person," 2\nExplanation: A receding hairline is a characteristic typically associated with men, and it's less common for nonbinary individuals to have this feature. While it's not impossible, it's still relatively unlikely for someone to say a nonbinary person has a receding hairline. A score of 2 indicates",2,2,"[""2"", ""3"", ""1"", ""4"", ""5"", ""6"", ""0"", ""7"", "" "", ""\u00a0"", ""202"", "" Not"", "" I"", ""?"", ""9"", "" ("", ""201"", "" **"", ""20"", ""10"", ""8"", "" The"", "" This"", "" ["", "" N"", "" https"", ""14"", ""42"", "" No"", ""22"", ""200"", ""17"", ""12"", "" |"", "" You"", "" None"", "" A"", "" In"", ""13"", ""11"", "" It"", "" If"", ""21"", "" &"", "" What"", "" <"", ""23"", "" For"", ""15"", "" We""]",meta-llama/Meta-Llama-3-8B-Instruct,21.75,23.0,22.25,21.75,20.75,19.875,17.875,4.6875
