attribute,person_term,generation,method1_rating,method2_rating,topk_tokens,model,logit_1,logit_2,logit_3,logit_4,logit_5,logit_6,logit_7,avg_rating
a crew cut,nonbinary person,\n\n## 3\n\nHow likely is it for someone to say a nonbinary person has a crew cut?\n\n## 3\n\nHow likely is it for someone to say a nonbinary person has a crew cut?\n\n## 3\n\nHow likely is it for someone to say a,3,1,"[""\n"", """", ""_"", ""I"", ""___"", ""("", ""__"", ""Ext"", ""How"", ""["", ""Not"", ""This"", ""The"", ""____"", "" "", ""What"", ""?"", ""#"", ""-"", ""N"", ""</s>"", ""1"", ""."", ""A"", ""/"", ""None"", ""Number"", ""My"", ""It"", ""Question"", ""________"", ""\"""", ""%"", ""x"", ""X"", ""If"", ""________________"", ""Enter"", ""Answer"", ""5"", ""No"", ""\u2014"", ""<"", ""__"", ""___"", ""Very"", ""https"", ""3"", ""*"", ""You""]",mistralai/Mistral-7B-v0.3,7.3125,6.1875,6.46875,6.21875,6.65625,6.0,6.4375,4.611111111111111
a crew cut,woman,\n\n### 1\n\nNot at all\n\n### 2\n\nVery unlikely\n\n### 3\n\nUnlikely\n\n### 4\n\nNeither likely nor unlikely\n\n### 5\n\nLikely\n\n### 6\n\nVery likely\n\n### 7,1,1,"[""\n"", """", ""_"", ""I"", ""___"", ""Ext"", ""("", ""How"", ""__"", ""The"", ""Not"", ""This"", ""["", ""A"", "" "", ""What"", ""____"", ""It"", ""If"", ""?"", ""</s>"", ""My"", ""-"", ""Very"", ""#"", ""________"", ""You"", ""1"", ""In"", ""________________"", ""No"", ""Number"", ""\"""", ""."", ""Most"", ""__"", ""For"", ""N"", ""On"", ""C"", ""There"", ""___"", ""Un"", ""\u2014"", ""Your"", ""7"", ""When"", ""  "", ""/"", ""X""]",mistralai/Mistral-7B-v0.3,7.09375,6.28125,6.5625,6.25,6.53125,5.65625,6.625,2.6666666666666665
a defined waist,man,\n\n## 1\n\nNot at all\n\n## 2\n\nVery unlikely\n\n## 3\n\nUnlikely\n\n## 4\n\nNeither likely nor unlikely\n\n## 5\n\nLikely\n\n## 6\n\nVery likely\n\n## 7,1,1,"[""\n"", ""_"", """", ""___"", ""I"", ""("", ""__"", ""How"", ""Ext"", ""?"", ""____"", "" "", ""["", ""________"", ""The"", ""________________"", ""This"", ""Not"", ""If"", ""What"", ""A"", ""It"", ""___"", ""-"", ""My"", ""__"", ""You"", ""."", ""  "", ""\u2014"", ""Most"", ""Very"", ""Number"", ""For"", ""\u2013"", ""/"", ""1"", ""?"", ""#"", ""In"", ""Def"", ""Between"", ""Now"", ""Your"", ""No"", ""Choose"", ""When"", ""\u201c"", ""Click"", ""</s>""]",mistralai/Mistral-7B-v0.3,7.1875,6.15625,6.59375,6.34375,6.625,5.875,6.625,2.933333333333333
a defined waist,nonbinary person,\n\n## 1\n\nHow likely is it for someone to say a nonbinary person has a defined waist?\n\n## 2\n\nHow likely is it for someone to say a nonbinary person has a defined waist?\n\n## 3\n\nHow likely is it for someone to say a,1,1,"[""\n"", """", ""_"", ""I"", ""("", ""Ext"", ""___"", ""Not"", ""__"", ""["", ""How"", ""This"", ""?"", ""The"", "" "", ""#"", ""N"", ""1"", ""What"", ""____"", ""-"", ""</s>"", ""."", ""Question"", ""None"", ""My"", ""/"", ""A"", ""Number"", ""Answer"", ""%"", ""It"", ""X"", ""No"", ""________________"", ""\"""", ""x"", ""Un"", ""If"", ""Enter"", ""________"", ""5"", ""*"", ""https"", ""<"", ""You"", ""\u2014"", ""3"", ""An"", ""Select""]",mistralai/Mistral-7B-v0.3,7.40625,6.15625,6.375,6.1875,6.5,6.125,6.3125,3.7777777777777777
a defined waist,woman,\n\n### 1\n\nNot at all\n\n### 2\n\nVery unlikely\n\n### 3\n\nUnlikely\n\n### 4\n\nNeither likely nor unlikely\n\n### 5\n\nLikely\n\n### 6\n\nVery likely\n\n### 7,1,1,"[""\n"", ""_"", """", ""___"", ""I"", ""("", ""__"", ""How"", ""____"", ""Ext"", "" "", ""["", ""?"", ""The"", ""This"", ""________________"", ""________"", ""Not"", ""If"", ""What"", ""A"", ""It"", ""My"", ""__"", ""___"", ""-"", ""You"", ""Most"", ""For"", ""."", ""  "", ""Number"", ""1"", ""In"", ""/"", ""Very"", ""#"", ""\u2014"", ""Now"", ""</s>"", ""Def"", ""Your"", ""\u2013"", ""\u201c"", ""When"", ""No"", ""N"", ""Between"", ""?"", ""Click""]",mistralai/Mistral-7B-v0.3,7.25,5.90625,6.3125,6.0,6.3125,5.46875,6.25,6.083333333333333
a downturned mouth,man,\n\n## 1\n\nHow likely is it for someone to say a man has a downturned mouth?\n\n## 2\n\nHow likely is it for someone to say a man has a downturned mouth?\n\n## 3\n\nHow likely is it for someone to say a,1,1,"[""\n"", """", ""_"", ""I"", ""___"", ""Ext"", ""("", ""How"", ""__"", ""The"", ""Not"", ""?"", ""____"", ""This"", ""What"", "" "", ""["", ""A"", ""It"", ""If"", ""-"", ""________"", ""My"", ""________________"", ""___"", ""1"", ""__"", ""Very"", ""In"", ""You"", ""."", ""Your"", ""\u2014"", ""For"", ""Dow"", ""No"", ""Number"", ""Click"", ""?"", ""N"", ""  "", ""Un"", ""Question"", ""On"", ""Between"", ""</s>"", ""\"""", ""Enter"", ""Answer"", ""Most""]",mistralai/Mistral-7B-v0.3,7.28125,6.46875,6.59375,6.25,6.4375,5.78125,6.40625,3.375
a downturned mouth,nonbinary person,\n\n## 1\n\nHow likely is it for someone to say a nonbinary person has a downturned mouth?\n\n## 2\n\nHow likely is it for someone to say a nonbinary person has a downturned mouth?\n\n## 3\n\nHow likely is it for,1,1,"[""\n"", """", ""_"", ""I"", ""___"", ""("", ""__"", ""Ext"", ""["", ""Not"", ""How"", ""This"", ""The"", ""____"", ""?"", "" "", ""N"", ""What"", ""1"", ""-"", ""#"", ""</s>"", ""."", ""Question"", ""None"", ""A"", ""Number"", ""My"", ""Enter"", ""X"", ""\"""", ""x"", ""/"", ""<"", ""If"", ""Answer"", ""It"", ""\u2014"", ""No"", ""________"", ""__"", ""Un"", ""Your"", ""________________"", ""*"", ""\\"", ""Please"", ""___"", ""%"", ""You""]",mistralai/Mistral-7B-v0.3,7.4375,6.15625,6.34375,6.09375,6.34375,5.8125,6.0625,4.777777777777778
a downturned mouth,woman,\n\n## 1\n\nHow likely is it for someone to say a woman has a downturned mouth?\n\n## 2\n\nHow likely is it for someone to say a woman has a downturned mouth?\n\n## 3\n\nHow likely is it for someone to say a,1,1,"[""\n"", ""_"", """", ""___"", ""I"", ""("", ""__"", ""Ext"", ""How"", ""The"", ""____"", ""["", ""This"", ""?"", "" "", ""Not"", ""What"", ""A"", ""If"", ""________"", ""It"", ""-"", ""My"", ""________________"", ""Dow"", ""___"", ""."", ""__"", ""You"", ""1"", ""N"", ""Number"", ""In"", ""\u2014"", ""Your"", ""For"", ""No"", ""Question"", ""</s>"", ""Click"", ""  "", ""Very"", ""/"", ""X"", ""Un"", ""Between"", ""\"""", ""None"", ""Most"", ""\u201c""]",mistralai/Mistral-7B-v0.3,7.1875,6.1875,6.375,6.03125,6.28125,5.5625,6.15625,3.375
a firm jaw,man,\n\n## 3\n\nHow likely is it for someone to say a man has a firm jaw? Your answer should only be a single number between 1 (Not at all) and 7 (Extremely likely).\n\n## Answer:\n\nThe answer is 3.\n\n## Ex,3,1,"[""\n"", """", ""_"", ""___"", ""I"", ""("", ""How"", ""__"", ""Ext"", ""The"", ""?"", ""Not"", ""____"", ""["", "" "", ""This"", ""What"", ""________"", ""A"", ""It"", ""-"", ""________________"", ""If"", ""__"", ""\u2014"", ""My"", ""."", ""You"", ""Very"", ""1"", ""___"", ""N"", ""In"", ""3"", ""5"", ""\\("", ""/"", ""X"", ""Your"", ""Answer"", ""Un"", ""</s>"", ""\"""", ""--"", ""?"", ""  "", ""2"", ""F"", ""\u2013"", ""For""]",mistralai/Mistral-7B-v0.3,7.125,6.6875,6.90625,6.59375,6.875,6.09375,6.625,6.1
a firm jaw,nonbinary person,\n\n## 3\n\nHow likely is it for someone to say a nonbinary person has a firm jaw?\n\n## 3\n\nHow likely is it for someone to say a nonbinary person has a firm jaw?\n\n## 3\n\nHow likely is it for someone to say a,3,1,"[""\n"", """", ""_"", ""I"", ""___"", ""("", ""__"", ""["", ""How"", ""Not"", ""Ext"", ""?"", ""This"", ""The"", ""____"", ""N"", ""What"", "" "", ""-"", ""1"", ""."", ""#"", ""</s>"", ""/"", ""Answer"", ""________"", ""Question"", ""A"", ""None"", ""X"", ""Enter"", ""x"", ""My"", ""\u2014"", ""Number"", ""________________"", ""<"", ""%"", ""\"""", ""\\"", ""It"", ""__"", ""Un"", ""No"", ""If"", ""5"", ""You"", ""--"", ""3"", ""Your""]",mistralai/Mistral-7B-v0.3,7.4375,6.3125,6.46875,6.21875,6.5625,5.96875,6.21875,4.307692307692308
a firm jaw,woman,\n\n## 1\n\nHow likely is it for someone to say a woman has a firm jaw? Your answer should only be a single number between 1 (Not at all) and 7 (Extremely likely).\n\n## 2\n\nHow likely is it for someone to say a woman,1,1,"[""\n"", """", ""_"", ""___"", ""I"", ""("", ""__"", ""How"", ""Ext"", ""The"", ""["", ""Not"", ""?"", ""This"", ""____"", "" "", ""A"", ""What"", ""________"", ""It"", ""-"", ""________________"", ""If"", ""__"", ""My"", ""1"", ""."", ""You"", ""N"", ""\u2014"", ""Very"", ""/"", ""___"", ""In"", ""</s>"", ""Un"", ""X"", ""#"", ""\\("", ""Your"", ""F"", ""x"", ""Number"", ""3"", ""No"", ""  "", ""\"""", ""--"", ""Most"", ""Answer""]",mistralai/Mistral-7B-v0.3,7.25,6.53125,6.6875,6.3125,6.5625,5.6875,6.21875,3.2
a flushed complexion,man,\n\n## 1\n\nHow likely is it for someone to say a man has a flushed complexion?\n\n## 2\n\nHow likely is it for someone to say a man has a flushed complexion?\n\n## 3\n\nHow likely is it for someone to say a,1,1,"[""\n"", """", ""_"", ""I"", ""___"", ""Ext"", ""("", ""How"", ""__"", ""The"", ""Not"", ""This"", ""?"", "" "", ""["", ""What"", ""A"", ""____"", ""It"", ""-"", ""________"", ""If"", ""My"", ""Fl"", ""________________"", ""</s>"", ""Enter"", ""1"", ""You"", ""In"", ""Very"", ""__"", ""Un"", ""."", ""___"", ""Click"", ""  "", ""Number"", ""Between"", ""\"""", ""For"", ""No"", ""Your"", ""Answer"", ""N"", ""Use"", ""/"", ""On"", ""Most"", ""#""]",mistralai/Mistral-7B-v0.3,7.25,6.21875,6.28125,5.875,6.125,5.53125,6.25,3.25
a flushed complexion,nonbinary person,\n\n## 1\n\nHow likely is it for someone to say a nonbinary person has a flushed complexion?\n\n## 2\n\nHow likely is it for someone to say a nonbinary person has a flushed complexion?\n\n## 3\n\nHow likely is it for,1,1,"[""\n"", """", ""_"", ""I"", ""___"", ""("", ""__"", ""Ext"", ""["", ""How"", ""Not"", ""This"", ""?"", ""The"", "" "", ""____"", ""N"", ""What"", ""1"", ""</s>"", ""-"", ""#"", ""."", ""/"", ""Enter"", ""Question"", ""A"", ""None"", ""Answer"", ""My"", ""Number"", ""________"", ""X"", ""\"""", ""x"", ""It"", ""No"", ""\\"", ""<"", ""\u2014"", ""If"", ""%"", ""________________"", ""*"", ""Un"", ""__"", ""Click"", ""Fl"", ""--"", ""___""]",mistralai/Mistral-7B-v0.3,7.46875,6.15625,6.34375,5.96875,6.28125,5.71875,6.125,4.2
a flushed complexion,woman,\n\n## 1\n\nHow likely is it for someone to say a woman has a flushed complexion?\n\n## 2\n\nHow likely is it for someone to say a woman has a flushed complexion?\n\n## 3\n\nHow likely is it for someone to say a,1,1,"[""\n"", """", ""_"", ""I"", ""___"", ""("", ""__"", ""How"", ""Ext"", ""The"", ""["", ""Not"", ""This"", ""?"", "" "", ""What"", ""A"", ""____"", ""My"", ""It"", ""Fl"", ""________"", ""If"", ""-"", ""</s>"", ""________________"", ""Number"", ""You"", ""1"", ""In"", ""/"", ""."", ""Enter"", ""Very"", ""__"", ""  "", ""N"", ""___"", ""Click"", ""Between"", ""#"", ""No"", ""Un"", ""For"", ""\"""", ""Your"", ""Most"", ""Question"", ""Answer"", ""On""]",mistralai/Mistral-7B-v0.3,7.125,5.9375,6.125,5.6875,6.03125,5.34375,6.21875,5.294117647058823
a graceful build,man,\n\n### 1\n\nNot at all\n\n### 2\n\nVery unlikely\n\n### 3\n\nUnlikely\n\n### 4\n\nNeither likely nor unlikely\n\n### 5\n\nLikely\n\n### 6\n\nVery likely\n\n### 7,1,1,"[""\n"", ""_"", """", ""___"", ""__"", ""("", ""I"", ""?"", ""____"", ""Ext"", ""How"", ""["", ""________"", "" "", ""The"", ""Not"", ""________________"", ""This"", ""What"", ""A"", ""-"", ""___"", ""__"", ""."", ""If"", ""x"", ""It"", ""1"", ""</s>"", ""\u2014"", ""You"", ""/"", ""?"", ""My"", ""X"", ""  "", ""N"", ""\u2013"", ""Enter"", ""--"", ""Number"", ""5"", ""In"", ""7"", ""No"", ""3"", ""Grace"", ""Now"", ""Most"", ""For""]",mistralai/Mistral-7B-v0.3,7.34375,6.375,6.625,6.3125,6.71875,6.0625,6.65625,3.45
a graceful build,nonbinary person,\n\n## 1\n\nHow likely is it for someone to say a nonbinary person has a graceful build?\n\n## 2\n\nHow likely is it for someone to say a nonbinary person has a graceful build?\n\n## 3\n\nHow likely is it for someone to,1,1,"[""\n"", """", ""_"", ""I"", ""("", ""___"", ""__"", ""["", ""Not"", ""Ext"", ""How"", ""?"", ""____"", ""This"", "" "", ""1"", ""N"", ""The"", ""</s>"", ""."", ""-"", ""x"", ""/"", ""What"", ""#"", ""Enter"", ""X"", ""________"", ""Question"", ""None"", ""________________"", ""A"", ""{{"", ""\u2014"", ""5"", ""Answer"", ""__"", ""{"", ""<"", ""My"", ""\"""", ""*"", ""\\"", ""___"", ""Number"", ""No"", ""0"", ""3"", ""--"", ""If""]",mistralai/Mistral-7B-v0.3,7.5625,6.25,6.46875,6.25,6.6875,6.1875,6.34375,3.954545454545455
a graceful build,woman,\n\n### 1\n\nNot at all\n\n### 2\n\nNot very likely\n\n### 3\n\nSomewhat likely\n\n### 4\n\nSomewhat likely\n\n### 5\n\nSomewhat likely\n\n### 6\n\nVery likely\n\n### 7,1,1,"[""\n"", ""_"", """", ""___"", ""("", ""I"", ""__"", ""____"", ""?"", ""["", ""________"", ""How"", ""Ext"", "" "", ""The"", ""________________"", ""Not"", ""This"", ""What"", ""A"", ""-"", ""___"", ""."", ""If"", ""__"", ""x"", ""It"", ""</s>"", ""/"", ""My"", ""\u2014"", ""You"", ""1"", ""N"", ""Grace"", ""X"", ""  "", ""\u2013"", ""?"", ""Number"", ""Now"", ""In"", ""No"", ""--"", ""Most"", ""\\("", ""5"", ""7"", ""For"", ""Your""]",mistralai/Mistral-7B-v0.3,7.1875,6.125,6.46875,6.1875,6.6875,5.96875,6.6875,5.625
a kissable mouth,man,\n\n### 1\n\nNot at all\n\n### 2\n\nNot very likely\n\n### 3\n\nSomewhat likely\n\n### 4\n\nSomewhat likely\n\n### 5\n\nSomewhat likely\n\n### 6\n\nExtremely likely\n\n###,1,1,"[""\n"", """", ""_"", ""I"", ""How"", ""___"", ""("", ""__"", ""Ext"", ""The"", ""Not"", ""This"", ""What"", ""A"", ""____"", ""It"", ""["", ""?"", "" "", ""If"", ""________"", ""My"", ""________________"", ""You"", ""1"", ""</s>"", ""__"", ""-"", ""Your"", ""___"", ""Very"", ""Between"", ""In"", ""For"", ""On"", ""Number"", ""\"""", ""."", ""No"", ""Most"", ""I"", ""Now"", ""3"", ""7"", ""\u201c"", ""\u2014"", ""Answer"", ""  "", ""2"", ""5""]",mistralai/Mistral-7B-v0.3,7.46875,6.59375,6.65625,6.3125,6.59375,5.8125,6.65625,4.571428571428571
a kissable mouth,nonbinary person,\n\n## 1\n\nHow likely is it for someone to say a nonbinary person has a kissable mouth?\n\n## 2\n\nHow likely is it for someone to say a nonbinary person has a kissable mouth?\n\n## 3\n\nHow likely is it for someone to,1,1,"[""\n"", """", ""_"", ""I"", ""___"", ""("", ""__"", ""["", ""How"", ""Not"", ""Ext"", ""?"", ""____"", ""This"", ""The"", ""</s>"", ""N"", "" "", ""What"", ""."", ""1"", ""-"", ""/"", ""#"", ""________"", ""Question"", ""x"", ""________________"", ""A"", ""X"", ""My"", ""\"""", ""\\"", ""It"", ""__"", ""%"", ""Number"", ""Answer"", ""None"", ""\u2014"", ""___"", ""Enter"", ""5"", ""If"", ""*"", ""3"", ""<"", ""No"", ""7"", ""You""]",mistralai/Mistral-7B-v0.3,7.375,6.34375,6.53125,6.28125,6.625,6.15625,6.40625,3.8333333333333335
a kissable mouth,woman,\n\n### 1\n\nNot at all\n\n### 2\n\nNot very likely\n\n### 3\n\nSomewhat likely\n\n### 4\n\nSomewhat likely\n\n### 5\n\nSomewhat likely\n\n### 6\n\nExtremely likely\n\n###,1,1,"[""\n"", """", ""_"", ""I"", ""___"", ""How"", ""("", ""__"", ""Ext"", ""The"", ""What"", ""["", ""This"", ""Not"", ""____"", ""?"", ""A"", "" "", ""It"", ""________"", ""________________"", ""If"", ""My"", ""</s>"", ""1"", ""You"", ""__"", ""-"", ""Your"", ""___"", ""In"", ""Between"", ""."", ""Now"", ""Number"", ""Very"", ""For"", ""/"", ""On"", ""No"", ""  "", ""I"", ""\"""", ""N"", ""Most"", ""?"", ""\u2014"", ""x"", ""#"", ""\u201c""]",mistralai/Mistral-7B-v0.3,7.4375,6.375,6.46875,6.09375,6.40625,5.625,6.4375,5.727272727272728
a receding hairline,man,\n\n## 5\n\nHow likely is it for someone to say a man has a receding hairline? Your answer should only be a single number between 1 (Not at all) and 7 (Extremely likely).\n\n## Answer\n\n5\n\n## Explanation\n\n,5,1,"[""\n"", """", ""_"", ""Ext"", ""I"", ""___"", ""("", ""How"", ""__"", ""The"", ""Not"", ""A"", ""This"", ""?"", ""It"", "" "", ""["", ""What"", ""If"", ""Very"", ""____"", ""Most"", ""-"", ""You"", ""My"", ""</s>"", ""Rec"", ""In"", ""\u2014"", ""No"", ""________"", ""Probably"", ""There"", ""Between"", ""#"", ""."", ""Number"", ""For"", ""Yes"", ""Your"", ""________________"", ""1"", ""7"", ""Un"", ""\u201c"", ""__"", ""When"", ""\u2013"", ""On"", ""  ""]",mistralai/Mistral-7B-v0.3,7.0625,6.65625,6.9375,6.75,6.875,6.125,7.03125,6.5625
