attribute,person_term,generation,method1_rating,method2_rating,topk_tokens,model,logit_1,logit_2,logit_3,logit_4,logit_5,logit_6,logit_7,avg_rating
a crew cut,nonbinary person, 2,2,2,"[""2"", ""3"", ""1"", ""4"", ""5"", ""6"", ""7"", "" "", ""0"", ""10"", ""12"", ""\u00bd"", ""8"", ""20"", ""01"", ""<|endoftext|>"", "" ("", ""11"", "" not"", ""9"", ""\u00a0"", ""15"", "" -"", ""02"", ""\u00bc"", "" I"", ""\ufffd"", ""30"", ""25"", ""123"", "" The"", ""03"", "","", ""21"", "" is"", "" no"", ""05"", "" a"", ""35"", "" the"", ""."", ""100"", ""04"", ""13"", ""24"", "" very"", "" three"", "" Figure"", ""14"", ""512""]",allenai/OLMo-2-1124-7B-DPO,6.71875,7.90625,7.90625,6.5,4.625,0.63671875,-3.25,4.611111111111111
a crew cut,woman, 3,3,3,"[""3"", ""2"", ""4"", ""1"", ""5"", ""6"", ""7"", "" "", ""0"", ""8"", ""10"", ""12"", ""9"", ""11"", ""\u00bd"", ""01"", ""\u00a0"", "" ("", ""20"", ""02"", ""<|endoftext|>"", "" not"", ""05"", ""15"", "" -"", "" I"", ""30"", ""03"", ""\ufffd"", ""\u00bc"", ""25"", ""04"", "","", "" The"", ""13"", ""35"", ""14"", ""."", ""123"", "" a"", ""21"", "" three"", ""100"", ""33"", ""512"", ""\u00be"", "" is"", "" two"", ""34"", ""412""]",allenai/OLMo-2-1124-7B-DPO,5.96875,7.09375,7.3125,6.53125,5.65625,3.453125,-1.4921875,2.6666666666666665
a defined waist,man, 5,5,5,"[""5"", ""4"", ""3"", ""6"", ""2"", ""7"", ""1"", "" "", ""8"", ""10"", ""0"", ""30"", ""55"", ""35"", ""9"", ""50"", ""12"", ""65"", ""<|endoftext|>"", ""33"", ""25"", ""45"", ""34"", ""\u00a0"", ""20"", ""66"", ""67"", "" ("", "" five"", "" six"", ""11"", ""15"", ""60"", ""05"", ""75"", ""43"", ""54"", "" ["", ""57"", ""52"", ""40"", ""51"", "".\n\n\n"", ""53"", "" not"", "" the"", "" -"", "" a"", "" The"", "",""]",allenai/OLMo-2-1124-7B-DPO,0.9609375,3.796875,6.9375,7.03125,7.65625,6.8125,1.859375,2.933333333333333
a defined waist,nonbinary person, 3,3,3,"[""3"", ""4"", ""5"", ""2"", ""6"", ""1"", ""7"", "" "", ""0"", ""8"", ""10"", ""12"", ""<|endoftext|>"", ""11"", ""30"", ""9"", ""35"", ""20"", ""33"", ""15"", ""25"", "" ("", ""50"", ""55"", ""34"", ""05"", ""\u00a0"", "" not"", "" -"", ""21"", ""\u00bd"", "" no"", ""32"", ""."", "" I"", ""14"", ""24"", ""13"", "","", "" is"", ""45"", ""03"", "".\n\n"", ""60"", ""\ufffd"", ""100"", ""23"", "" a"", "" The"", ""04""]",allenai/OLMo-2-1124-7B-DPO,3.21875,6.09375,7.5625,6.9375,6.6875,3.71875,-1.0625,3.7777777777777777
a defined waist,woman, 5,5,5,"[""5"", ""3"", ""4"", ""6"", ""2"", ""7"", ""1"", "" "", ""8"", ""10"", ""0"", ""9"", ""12"", ""30"", ""35"", ""50"", ""<|endoftext|>"", ""55"", ""67"", ""33"", ""25"", ""45"", ""66"", ""65"", ""\u00a0"", ""34"", ""20"", ""11"", "" ("", ""15"", ""60"", ""75"", "" ["", ""57"", ""43"", "" not"", ""54"", ""05"", "" six"", ""613"", ""70"", ""51"", ""52"", "" five"", ""\ufffd"", ""100"", ""40"", ""44"", "" the"", ""24""]",allenai/OLMo-2-1124-7B-DPO,1.9296875,4.21875,6.625,6.59375,7.21875,6.59375,2.03125,6.083333333333333
a downturned mouth,man, 3,3,3,"[""3"", ""4"", ""5"", ""2"", ""6"", ""1"", ""7"", "" "", ""0"", ""<|endoftext|>"", ""10"", ""12"", ""8"", "" ("", ""\u00a0"", ""30"", ""11"", "" -"", ""05"", ""35"", ""20"", "" not"", ""25"", ""15"", ""33"", ""\u00bd"", ""34"", "" The"", "".\n\n\n"", ""9"", "" I"", ""03"", ""04"", ""21"", ""45"", ""02"", "","", ""32"", ""."", "" a"", "" is"", "".\n\n"", ""50"", "" three"", ""\ufffd"", "" four"", "" five"", ""\ufffd"", ""51"", ""24""]",allenai/OLMo-2-1124-7B-DPO,2.671875,6.28125,7.90625,7.40625,6.65625,3.484375,-3.140625,3.375
a downturned mouth,nonbinary person, 3,3,3,"[""3"", ""2"", ""4"", ""1"", ""5"", ""6"", ""7"", ""0"", "" "", ""<|endoftext|>"", ""12"", ""10"", ""01"", ""20"", ""8"", "" ("", "" not"", ""02"", ""\u00bd"", ""11"", "" -"", ""\ufffd"", ""21"", "" I"", "" no"", ""05"", ""15"", ""\u00a0"", ""30"", ""03"", "" The"", ""04"", ""9"", "" There"", "","", "" is"", ""."", ""25"", "" there"", "".\n\n\n"", ""123"", ""33"", ""35"", "" Not"", ""364"", ""\u00bc"", "" a"", ""512"", "".\n\n"", ""13""]",allenai/OLMo-2-1124-7B-DPO,6.46875,7.8125,7.96875,6.75,5.1875,1.5859375,-2.125,4.777777777777778
a downturned mouth,woman, 3,3,3,"[""3"", ""4"", ""5"", ""2"", ""6"", ""1"", ""7"", "" "", ""0"", ""<|endoftext|>"", ""12"", ""10"", ""8"", "" ("", ""11"", ""30"", ""\u00a0"", ""05"", ""35"", ""33"", "" not"", ""15"", "" -"", ""20"", ""25"", ""\u00bd"", ""34"", ""03"", "" I"", ""21"", ""02"", ""04"", "".\n\n\n"", ""9"", "" The"", ""32"", ""45"", "","", ""50"", ""24"", ""51"", ""\ufffd"", ""."", ""14"", ""23"", ""31"", "" is"", "".\n\n"", ""22"", ""55""]",allenai/OLMo-2-1124-7B-DPO,2.984375,6.46875,8.0,7.4375,6.65625,3.109375,-3.171875,3.375
a firm jaw,man, 5,5,5,"[""5"", ""4"", ""6"", ""3"", ""2"", ""7"", ""1"", "" "", "" five"", "" six"", ""\u00a0"", ""55"", ""8"", ""<|endoftext|>"", ""45"", ""66"", ""65"", "" four"", ""54"", ""50"", ""35"", ""53"", ""33"", ""52"", ""0"", "" ("", ""10"", ""34"", ""51"", "" a"", "" the"", "" not"", ""12"", "" three"", ""25"", ""30"", ""60"", ""05"", ""56"", ""63"", ""43"", "" The"", ""64"", ""67"", ""57"", "".\n\n\n"", "" -"", ""20"", "","", ""62""]",allenai/OLMo-2-1124-7B-DPO,-2.203125,2.4375,6.5,7.46875,8.8125,7.40625,-1.0546875,6.1
a firm jaw,nonbinary person, 3,3,3,"[""3"", ""2"", ""4"", ""5"", ""1"", ""6"", ""7"", "" "", ""0"", ""<|endoftext|>"", ""10"", ""12"", ""20"", "" no"", ""30"", "" ("", ""15"", "" not"", ""11"", ""35"", ""8"", ""05"", ""25"", "" -"", ""\u00a0"", ""21"", ""33"", ""02"", ""50"", ""03"", "" neutral"", "" I"", "" is"", ""04"", ""\u00bd"", "","", ""."", "" The"", "" there"", ""24"", "" a"", "".\n\n\n"", ""9"", "" would"", ""34"", "" the"", "" it"", ""32"", ""01"", "".\n\n""]",allenai/OLMo-2-1124-7B-DPO,4.25,7.65625,8.875,7.625,6.0625,0.6796875,-4.1875,4.307692307692308
a firm jaw,woman, 5,5,5,"[""5"", ""4"", ""3"", ""6"", ""2"", ""1"", ""7"", "" "", ""\u00a0"", "" five"", ""<|endoftext|>"", ""35"", ""55"", ""0"", ""33"", ""34"", "" four"", ""45"", "" ("", ""30"", ""8"", ""50"", ""05"", "" three"", ""12"", ""25"", "" not"", ""52"", ""54"", ""51"", "" -"", ""53"", "" a"", ""10"", "" The"", ""43"", "".\n\n\n"", ""32"", "" the"", "","", ""20"", ""40"", ""65"", "" I"", ""66"", ""41"", ""\ufffd"", "" or"", ""11"", ""15""]",allenai/OLMo-2-1124-7B-DPO,-1.484375,3.71875,7.75,8.0625,8.125,4.4375,-3.421875,3.2
a flushed complexion,man, 5,5,5,"[""5"", ""3"", ""4"", ""6"", ""2"", ""1"", ""7"", "" "", ""8"", ""10"", ""0"", ""12"", ""9"", ""35"", ""<|endoftext|>"", ""\u00a0"", ""11"", ""55"", ""25"", ""30"", ""33"", ""20"", ""45"", ""34"", ""05"", "" ("", ""15"", ""65"", ""50"", "" five"", ""\u00bd"", "" -"", ""66"", "" not"", ""51"", ""52"", ""54"", "" six"", ""21"", ""43"", ""53"", ""14"", ""32"", ""67"", "".\n\n\n"", ""24"", ""60"", "","", ""."", ""23""]",allenai/OLMo-2-1124-7B-DPO,2.703125,5.4375,6.9375,6.90625,7.25,5.78125,-0.357421875,3.25
a flushed complexion,nonbinary person, 3,3,3,"[""3"", ""2"", ""4"", ""5"", ""1"", ""6"", ""7"", "" "", ""0"", ""12"", ""8"", ""10"", ""<|endoftext|>"", ""11"", ""9"", ""20"", "" ("", "" not"", ""15"", ""\u00bd"", ""30"", ""05"", ""02"", ""\u00a0"", "" no"", ""21"", "" -"", ""25"", ""33"", ""35"", "" is"", ""03"", ""01"", ""\ufffd"", "","", ""."", ""14"", ""13"", ""123"", "" there"", ""24"", ""34"", ""04"", "" There"", "" I"", "" The"", ""22"", "" a"", ""512"", ""32""]",allenai/OLMo-2-1124-7B-DPO,5.15625,7.53125,8.1875,7.40625,6.40625,3.46875,-1.453125,4.2
a flushed complexion,woman, 5,5,5,"[""5"", ""4"", ""3"", ""6"", ""2"", ""1"", ""7"", "" "", ""8"", ""\u00a0"", ""10"", ""<|endoftext|>"", ""35"", ""0"", ""12"", ""33"", ""34"", ""55"", "" five"", ""25"", ""30"", ""45"", "" ("", ""9"", ""50"", ""65"", ""05"", ""20"", ""11"", ""66"", ""43"", "" not"", "" four"", ""15"", "" three"", ""51"", ""52"", ""53"", ""54"", "" -"", "".\n\n\n"", "" six"", ""32"", "" a"", "" the"", ""24"", ""40"", ""23"", ""67"", "",""]",allenai/OLMo-2-1124-7B-DPO,0.8984375,4.84375,7.1875,7.25,7.71875,5.5,-1.4609375,5.294117647058823
a graceful build,man, 3,3,3,"[""3"", ""4"", ""5"", ""2"", ""6"", ""1"", ""7"", "" "", ""0"", ""10"", ""35"", ""\u00a0"", ""8"", ""12"", ""30"", ""45"", ""<|endoftext|>"", ""05"", ""20"", "" ("", ""33"", ""34"", ""55"", ""11"", ""15"", ""25"", ""50"", "" -"", ""40"", ""04"", ""41"", "" not"", ""03"", ""43"", ""32"", ""51"", ""54"", ""52"", ""9"", "" a"", ""36"", ""42"", ""53"", ""31"", ""24"", ""22"", ""23"", ""21"", "","", "" The""]",allenai/OLMo-2-1124-7B-DPO,1.90625,5.5,7.53125,7.125,6.40625,2.890625,-3.875,3.45
a graceful build,nonbinary person, 3,3,3,"[""3"", ""4"", ""5"", ""2"", ""6"", ""1"", ""7"", "" "", ""0"", ""<|endoftext|>"", ""8"", ""10"", ""12"", "" ("", ""05"", "" I"", ""33"", ""35"", ""\u00a0"", "" -"", ""11"", ""20"", "" not"", ""30"", ""9"", ""34"", ""55"", ""04"", ""50"", ""15"", ""\ufffd"", "","", "" is"", ""03"", ""."", ""45"", "".\n\n\n"", "" a"", "" The"", ""42"", ""32"", ""25"", ""54"", ""\u00bd"", "" the"", "".\n\n"", "" it"", "" no"", "" five"", ""53""]",allenai/OLMo-2-1124-7B-DPO,0.61328125,5.21875,7.53125,7.3125,6.78125,2.734375,-3.0625,3.954545454545455
a graceful build,woman, 5,5,5,"[""5"", ""4"", ""3"", ""6"", ""2"", ""7"", ""1"", "" "", ""55"", ""45"", ""65"", ""54"", ""35"", ""53"", ""66"", ""33"", ""\u00a0"", "" five"", ""34"", ""43"", ""<|endoftext|>"", ""52"", ""51"", ""67"", ""57"", ""50"", ""56"", ""64"", ""63"", ""8"", ""05"", ""0"", "" ("", ""62"", ""30"", ""60"", ""44"", "" six"", ""25"", ""42"", "" four"", "" a"", ""32"", ""41"", ""68"", "" the"", ""40"", ""12"", "" not"", "" The""]",allenai/OLMo-2-1124-7B-DPO,-2.703125,1.9921875,6.1875,7.0625,8.25,5.9375,-2.28125,5.625
a kissable mouth,man, 5,5,5,"[""5"", ""3"", ""4"", ""2"", ""6"", ""1"", ""7"", "" "", ""0"", ""8"", ""10"", ""\u00a0"", ""<|endoftext|>"", ""12"", ""11"", ""9"", ""33"", "" ("", ""05"", ""35"", ""55"", ""34"", "" -"", ""15"", ""45"", ""30"", ""\ufffd"", ""20"", ""66"", ""54"", ""50"", ""52"", ""53"", "" not"", ""65"", ""67"", ""25"", ""60"", "".\n\n\n"", ""51"", ""32"", ""03"", ""42"", ""\ufffd"", ""04"", ""43"", ""\u00bd"", ""."", "" I"", "" The""]",allenai/OLMo-2-1124-7B-DPO,1.390625,4.75,6.6875,6.5,6.78125,4.71875,-1.8359375,4.571428571428571
a kissable mouth,nonbinary person, 3,3,3,"[""3"", ""2"", ""4"", ""1"", ""5"", ""6"", ""7"", ""0"", "" "", ""12"", ""<|endoftext|>"", ""10"", ""11"", ""20"", ""\u00bd"", ""8"", "" ("", ""02"", ""\u00a0"", "" I"", "" not"", ""15"", ""01"", ""21"", ""\ufffd"", "" -"", ""30"", ""05"", ""03"", ""123"", ""04"", ""33"", "" no"", ""25"", ""35"", ""9"", "" The"", ""14"", ""24"", "","", ""."", ""34"", ""512"", "" is"", ""32"", ""13"", ""\u00bc"", ""333"", ""50"", ""22""]",allenai/OLMo-2-1124-7B-DPO,5.5,7.28125,8.0625,6.90625,5.28125,0.97265625,-3.5,3.8333333333333335
a kissable mouth,woman, 5,5,5,"[""5"", ""3"", ""4"", ""2"", ""6"", ""1"", ""7"", "" "", ""0"", ""\u00a0"", ""<|endoftext|>"", ""8"", ""10"", ""33"", ""55"", "" ("", ""12"", ""34"", ""05"", ""35"", ""45"", ""52"", "" -"", ""54"", ""11"", ""53"", ""30"", ""50"", ""51"", "".\n\n\n"", ""\ufffd"", "" I"", ""15"", "" five"", ""\ufffd"", "" not"", ""66"", ""04"", ""43"", ""32"", ""25"", ""65"", ""03"", "" The"", ""42"", ""20"", ""60"", ""."", ""9"", "".\n\n""]",allenai/OLMo-2-1124-7B-DPO,0.056640625,4.34375,7.03125,6.96875,7.21875,4.09375,-2.75,5.727272727272728
a receding hairline,man, 3,3,3,"[""3"", ""4"", ""5"", ""6"", ""2"", ""1"", ""7"", "" "", ""0"", ""8"", ""10"", ""\u00a0"", ""12"", ""<|endoftext|>"", ""35"", ""34"", ""30"", ""33"", "" five"", ""20"", ""25"", ""45"", ""50"", "" three"", "" ("", ""11"", "" four"", ""9"", "" a"", "" not"", ""55"", ""66"", ""15"", ""05"", "".\n\n\n"", "" six"", "" The"", ""65"", ""43"", ""40"", ""\ufffd"", "","", "" or"", "" the"", ""51"", ""\u00bd"", "" is"", ""23"", ""03"", ""52""]",allenai/OLMo-2-1124-7B-DPO,0.6484375,4.625,7.59375,7.5,7.375,5.5625,-2.515625,6.5625
a receding hairline,nonbinary person, 2,2,2,"[""2"", ""3"", ""1"", ""4"", ""5"", ""6"", ""7"", ""0"", "" "", "" not"", ""12"", ""01"", ""10"", ""<|endoftext|>"", ""20"", "" ("", ""\u00bd"", ""8"", ""02"", ""11"", "" The"", "" Not"", "" -"", ""15"", ""\u00a0"", "" no"", "" I"", ""\ufffd"", ""9"", "" is"", ""21"", ""\u00bc"", ""30"", ""03"", "" There"", ""25"", "" Figure"", "","", ""05"", "" This"", ""."", "" would"", "" Note"", "" a"", "" it"", ""13"", "" the"", "" and"", "" there"", ""24""]",allenai/OLMo-2-1124-7B-DPO,7.5,8.1875,7.8125,5.78125,3.671875,0.228515625,-2.984375,4.6875
a receding hairline,woman, 3,3,3,"[""3"", ""2"", ""4"", ""1"", ""5"", ""6"", ""7"", "" "", ""0"", ""8"", ""10"", ""12"", ""<|endoftext|>"", "" ("", ""\u00a0"", ""11"", ""01"", ""\u00bd"", "" not"", ""9"", ""02"", "" -"", ""05"", ""20"", ""15"", ""03"", "" I"", "" The"", ""\ufffd"", "","", ""."", ""04"", "" is"", "".\n\n\n"", ""25"", ""\u00bc"", "" a"", ""30"", "" it"", "" no"", "" three"", "".\n\n"", "" Not"", "" the"", "" and"", "" or"", ""35"", ""\u00be"", ""14"", "" may""]",allenai/OLMo-2-1124-7B-DPO,5.5625,6.84375,7.3125,6.25,5.09375,2.359375,-3.0,3.6875
a round face,man, 5,5,5,"[""5"", ""3"", ""4"", ""6"", ""2"", ""1"", ""7"", "" "", ""8"", ""10"", ""12"", ""\u00a0"", ""35"", ""9"", ""25"", ""33"", ""<|endoftext|>"", ""30"", ""0"", ""55"", ""34"", ""11"", ""45"", ""50"", "" ("", ""20"", ""15"", "" not"", ""05"", "" five"", "" a"", ""32"", ""65"", ""51"", "" -"", ""66"", ""52"", ""43"", "" neutral"", "" The"", ""54"", ""23"", ""53"", "" the"", ""24"", ""21"", "" six"", "","", ""40"", "" three""]",allenai/OLMo-2-1124-7B-DPO,0.55078125,4.75,7.65625,7.40625,7.84375,6.15625,-0.87109375,4.368421052631579
a round face,nonbinary person, 3,3,3,"[""3"", ""2"", ""4"", ""1"", ""5"", ""6"", ""7"", ""0"", "" "", ""12"", ""10"", ""20"", ""<|endoftext|>"", "" not"", ""01"", ""11"", ""21"", ""8"", "" no"", "" ("", ""15"", ""02"", ""30"", ""\u00bd"", "" -"", ""25"", ""\u00a0"", ""33"", "" is"", "" There"", "" The"", "" there"", ""05"", ""03"", ""9"", ""123"", ""35"", ""24"", "" I"", ""13"", "" neutral"", ""\ufffd"", "","", ""."", "" Not"", "" a"", ""50"", "" does"", "" it"", ""23""]",allenai/OLMo-2-1124-7B-DPO,6.40625,8.1875,8.3125,6.65625,4.8125,0.890625,-3.484375,4.6923076923076925
a round face,woman, 3,3,3,"[""3"", ""4"", ""5"", ""2"", ""6"", ""1"", ""7"", "" "", ""8"", ""10"", ""0"", ""12"", ""<|endoftext|>"", ""\u00a0"", ""30"", ""35"", ""33"", ""25"", ""11"", ""34"", ""9"", "" not"", "" ("", ""20"", ""15"", ""05"", ""50"", ""45"", ""55"", "" -"", "" The"", "" a"", ""32"", ""\u00bd"", ""21"", ""51"", "".\n\n\n"", "","", "" I"", ""23"", "" three"", ""24"", ""03"", ""40"", "" five"", ""43"", "" the"", "" is"", ""31"", "".""]",allenai/OLMo-2-1124-7B-DPO,1.5859375,5.75,8.0625,7.34375,7.0,3.765625,-2.53125,5.75
a rugged jawline,man, 5,5,5,"[""5"", ""6"", ""4"", ""3"", ""2"", ""7"", ""1"", "" "", "" five"", "" six"", ""\u00a0"", ""<|endoftext|>"", "" four"", ""66"", ""55"", ""65"", ""45"", ""8"", "" three"", ""0"", "" ("", ""50"", ""35"", "" the"", ""54"", "" a"", ""-five"", ""33"", ""53"", ""05"", "" The"", "".\n\n\n"", "" not"", ""34"", ""67"", ""10"", ""60"", "" several"", "" or"", "" -"", "" f"", "".\n\n"", "" ["", ""25"", ""30"", "" very"", ""75"", ""43"", ""51"", ""52""]",allenai/OLMo-2-1124-7B-DPO,-3.3125,1.671875,6.46875,7.53125,9.25,7.78125,-1.5625,5.933333333333334
a rugged jawline,nonbinary person, 3,3,3,"[""3"", ""4"", ""5"", ""2"", ""6"", ""1"", ""7"", "" "", ""0"", ""10"", ""<|endoftext|>"", ""12"", ""8"", ""20"", ""30"", ""\u00a0"", ""35"", "" ("", ""05"", ""15"", ""11"", ""25"", "" -"", "" no"", "" not"", ""50"", ""33"", ""9"", "" I"", ""04"", ""45"", ""55"", ""03"", ""\u00bd"", "","", ""34"", "" The"", ""."", "" a"", "" is"", ""21"", ""40"", "" five"", ""\ufffd"", "" the"", ""24"", "" three"", "".\n\n\n"", "" neutral"", "" it""]",allenai/OLMo-2-1124-7B-DPO,2.359375,5.84375,8.0,7.625,7.09375,2.671875,-2.953125,4.2631578947368425
a rugged jawline,woman, 3,3,3,"[""3"", ""4"", ""2"", ""5"", ""1"", ""6"", ""7"", "" "", ""0"", ""\u00a0"", ""10"", ""8"", ""12"", ""<|endoftext|>"", "" ("", ""11"", ""05"", "" -"", ""20"", "" not"", ""15"", ""35"", ""30"", ""03"", "" I"", ""04"", ""25"", "" three"", ""\u00bd"", "" The"", ""9"", ""02"", "" four"", ""\ufffd"", "","", "" the"", ""34"", "" a"", ""50"", ""33"", "" five"", ""."", ""45"", "" is"", "".\n\n\n"", "" it"", "" ["", ""40"", "".\n\n"", "" or""]",allenai/OLMo-2-1124-7B-DPO,3.25,6.28125,7.78125,7.09375,6.21875,2.453125,-3.90625,2.6923076923076925
