model,dataset,person_term,m1_rmse,m1_pearson_r,m1_pearson_r_lo,m1_pearson_r_hi,m1_invalid,m2_rmse,m2_pearson_r,m2_invalid
OLMo-2-1124-7B-SFT,combined_llm,woman,1.2886145099322743,0.5368773845680826,,,0,1.2886145099322743,0.5368773845680826,0
OLMo-2-1124-7B-SFT,combined_llm,man,1.3551447936045795,0.28709268765483414,,,0,1.3551447936045795,0.28709268765483414,0
OLMo-2-1124-7B-SFT,combined_llm,nonbinary person,1.6656804616741065,0.14005664146093172,,,0,1.6656804616741065,0.14005664146093172,0
OLMo-2-1124-7B-SFT,eval_novel,woman,1.4813443987960981,0.4731610528347959,,,0,1.4813443987960981,0.4731610528347959,0
OLMo-2-1124-7B-SFT,eval_novel,man,1.4853888234449537,0.3459311310697035,,,0,1.4853888234449537,0.3459311310697035,0
OLMo-2-1124-7B-SFT,eval_novel,nonbinary person,1.6750625364380811,0.30643804159452503,,,0,1.6750625364380811,0.30643804159452503,0
OLMo-2-1124-7B-SFT,eval_human,woman,1.4064423177528675,0.5806496220034079,,,0,1.4064423177528675,0.5806496220034079,0
OLMo-2-1124-7B-SFT,eval_human,man,1.3239464262048297,0.39414625504129025,,,0,1.3239464262048297,0.39414625504129025,0
OLMo-2-1124-7B-SFT,eval_human,nonbinary person,1.6476493697543773,0.25466231426427,,,0,1.6476493697543773,0.25466231426427,0
OLMo-2-1124-7B-SFT,all,woman,1.420418627328693,0.5257690803391157,,,0,1.420418627328693,0.5257690803391157,0
OLMo-2-1124-7B-SFT,all,man,1.4153108712641878,0.34616992639699823,,,0,1.4153108712641878,0.34616992639699823,0
OLMo-2-1124-7B-SFT,all,nonbinary person,1.665715253043103,0.284955200706833,,,0,1.665715253043103,0.284955200706833,0
Qwen2.5-14B,combined_llm,woman,1.0361554057703786,0.7216579467254356,,,0,1.0361554057703786,0.7216579467254356,0
Qwen2.5-14B,combined_llm,man,1.4401266662208538,0.5985556055028852,,,0,1.4401266662208538,0.5985556055028852,0
Qwen2.5-14B,combined_llm,nonbinary person,1.518478562920376,0.4123225218049731,,,0,1.518478562920376,0.4123225218049731,0
Qwen2.5-14B,eval_novel,woman,1.2160077269719207,0.746992833272147,,,0,1.2160077269719207,0.746992833272147,0
Qwen2.5-14B,eval_novel,man,1.5960360055877647,0.5938024069369664,,,0,1.5960360055877647,0.5938024069369664,0
Qwen2.5-14B,eval_novel,nonbinary person,1.6400790113068702,0.5970983215663037,,,0,1.6400790113068702,0.5970983215663037,0
Qwen2.5-14B,eval_human,woman,1.1940701773081366,0.8235734893023414,,,0,1.1940701773081366,0.8235734893023414,0
Qwen2.5-14B,eval_human,man,1.3199357025980027,0.8005967617062117,,,0,1.3199357025980027,0.8005967617062117,0
Qwen2.5-14B,eval_human,nonbinary person,1.3751374260615186,0.5134898211872161,,,0,1.3751374260615186,0.5134898211872161,0
Qwen2.5-14B,all,woman,1.172229455472757,0.7582726358886597,,,0,1.172229455472757,0.7582726358886597,0
Qwen2.5-14B,all,man,1.492466551459371,0.6324595524416878,,,0,1.492466551459371,0.6324595524416878,0
Qwen2.5-14B,all,nonbinary person,1.546477237110573,0.5642805263121744,,,0,1.546477237110573,0.5642805263121744,0
Qwen2.5-14B-Instruct,combined_llm,woman,0.9924412376113584,0.6788830799921594,,,3,1.0041541297100218,0.6795276733620796,5
Qwen2.5-14B-Instruct,combined_llm,man,1.0259421562201918,0.5325816592650092,,,0,1.013775482471725,0.558808887018228,2
Qwen2.5-14B-Instruct,combined_llm,nonbinary person,0.6400194372012245,0.2594398590846985,,,0,0.6400194372012245,0.2594398590846985,0
Qwen2.5-14B-Instruct,eval_novel,woman,1.1721423018114219,0.7163538396835,,,4,1.170741895888611,0.7181451033401324,6
Qwen2.5-14B-Instruct,eval_novel,man,1.3077219559053703,0.5746747277190859,,,2,1.245388864212376,0.5952860755524715,5
Qwen2.5-14B-Instruct,eval_novel,nonbinary person,0.8650549971722613,0.6070729029652762,,,0,0.8650549971722613,0.6070729029652762,0
Qwen2.5-14B-Instruct,eval_human,woman,0.9217623125579765,0.7811381033425563,,,3,0.9106440161219699,0.7778549176334842,5
Qwen2.5-14B-Instruct,eval_human,man,0.8883383821026032,0.698513964345251,,,1,0.885862444348219,0.7051953233527857,2
Qwen2.5-14B-Instruct,eval_human,nonbinary person,0.6672510898188252,0.40405501358089563,,,0,0.6672510898188252,0.40405501358089563,0
Qwen2.5-14B-Instruct,all,woman,1.0725020953291842,0.7195014769788283,,,10,1.0728754031978296,0.7172212456450349,16
Qwen2.5-14B-Instruct,all,man,1.1475670315907258,0.5725765405562637,,,3,1.1084191259789409,0.5941655424533008,9
Qwen2.5-14B-Instruct,all,nonbinary person,0.7694436371591552,0.5625834473724467,,,0,0.7694436371591552,0.5625834473724467,0
Qwen2.5-32B,combined_llm,woman,0.9219561094721114,0.7533978144499596,,,0,0.9219561094721114,0.7533978144499596,0
Qwen2.5-32B,combined_llm,man,1.1406701980623526,0.30949123057366446,,,0,1.1406701980623526,0.30949123057366446,0
Qwen2.5-32B,combined_llm,nonbinary person,0.8252473411171168,0.11211234487786581,,,0,0.8252473411171168,0.11211234487786581,0
Qwen2.5-32B,eval_novel,woman,1.3536738519215115,0.7168487481968651,,,0,1.3536738519215115,0.7168487481968651,0
Qwen2.5-32B,eval_novel,man,1.570867949432165,0.6178641477576772,,,0,1.570867949432165,0.6178641477576772,0
Qwen2.5-32B,eval_novel,nonbinary person,0.9837457557700108,0.4685698157090904,,,0,0.9837457557700108,0.4685698157090904,0
Qwen2.5-32B,eval_human,woman,1.1036543041431714,0.7000088827262966,,,0,1.1036543041431714,0.7000088827262966,0
Qwen2.5-32B,eval_human,man,1.2252108286802499,0.6337581304651366,,,0,1.2252108286802499,0.6337581304651366,0
Qwen2.5-32B,eval_human,nonbinary person,0.8024043451884697,0.35805428399504874,,,0,0.8024043451884697,0.35805428399504874,0
Qwen2.5-32B,all,woman,1.2039746413267693,0.7002065436261259,,,0,1.2039746413267693,0.7002065436261259,0
Qwen2.5-32B,all,man,1.3964174960284015,0.5665510472227795,,,0,1.3964174960284015,0.5665510472227795,0
Qwen2.5-32B,all,nonbinary person,0.9041881815506752,0.41977172723984196,,,0,0.9041881815506752,0.41977172723984196,0
Qwen2.5-32B-Instruct,combined_llm,woman,1.1005415634960578,0.6655689721187295,,,0,1.1005415634960578,0.6655689721187295,0
Qwen2.5-32B-Instruct,combined_llm,man,1.240834386727464,0.2615259821307447,,,0,1.240834386727464,0.2615259821307447,0
Qwen2.5-32B-Instruct,combined_llm,nonbinary person,0.7703863282457314,0.35210106211979464,,,0,0.7703863282457314,0.35210106211979464,0
Qwen2.5-32B-Instruct,eval_novel,woman,1.4256200373740056,0.6882413820443869,,,0,1.4256200373740056,0.6882413820443869,0
Qwen2.5-32B-Instruct,eval_novel,man,1.534300248238422,0.5834470748520978,,,0,1.534300248238422,0.5834470748520978,0
Qwen2.5-32B-Instruct,eval_novel,nonbinary person,0.9586870593437888,0.5093459431004124,,,0,0.9586870593437888,0.5093459431004124,0
Qwen2.5-32B-Instruct,eval_human,woman,1.2046039949395573,0.7428235198202955,,,0,1.2046039949395573,0.7428235198202955,0
Qwen2.5-32B-Instruct,eval_human,man,1.0048506044019319,0.6968863751764588,,,0,1.0048506044019319,0.6968863751764588,0
Qwen2.5-32B-Instruct,eval_human,nonbinary person,0.969262494267877,0.33718131842186244,,,0,0.969262494267877,0.33718131842186244,0
Qwen2.5-32B-Instruct,all,woman,1.301662748320869,0.6983564277678886,,,0,1.301662748320869,0.6983564277678886,0
Qwen2.5-32B-Instruct,all,man,1.3470689062675971,0.54326739344485,,,0,1.3470689062675971,0.54326739344485,0
Qwen2.5-32B-Instruct,all,nonbinary person,0.9229118102432128,0.46312665492298044,,,0,0.9229118102432128,0.46312665492298044,0
Qwen2.5-3B,combined_llm,woman,1.6065240139834258,0.41545740509442497,,,0,1.6065240139834258,0.41545740509442497,0
Qwen2.5-3B,combined_llm,man,1.672089259378015,0.015040416170760023,,,0,1.672089259378015,0.015040416170760023,0
Qwen2.5-3B,combined_llm,nonbinary person,2.325263534141122,0.14637129345844827,,,0,2.325263534141122,0.14637129345844827,0
Qwen2.5-3B,eval_novel,woman,1.827255732719408,0.5554597021340641,,,0,1.827255732719408,0.5554597021340641,0
Qwen2.5-3B,eval_novel,man,1.745310707088805,0.24097753903030134,,,0,1.745310707088805,0.24097753903030134,0
Qwen2.5-3B,eval_novel,nonbinary person,2.3406526541615498,0.1346405034693265,,,0,2.3406526541615498,0.1346405034693265,0
Qwen2.5-3B,eval_human,woman,1.9903832258341703,0.4354331181197275,,,0,1.9903832258341703,0.4354331181197275,0
Qwen2.5-3B,eval_human,man,1.565841744281276,0.40340387259735266,,,0,1.565841744281276,0.40340387259735266,0
Qwen2.5-3B,eval_human,nonbinary person,2.4126601384191484,0.18602290791187073,,,0,2.4126601384191484,0.18602290791187073,0
Qwen2.5-3B,all,woman,1.8262430648854004,0.5034271637789658,,,0,1.8262430648854004,0.5034271637789658,0
Qwen2.5-3B,all,man,1.6829030635621411,0.25543552583388296,,,0,1.6829030635621411,0.25543552583388296,0
Qwen2.5-3B,all,nonbinary person,2.356617023634889,0.1605251693171208,,,0,2.356617023634889,0.1605251693171208,0
Qwen2.5-3B-Instruct,combined_llm,woman,1.7428410434231998,0.5783019845560116,,,0,1.7428410434231998,0.5783019845560116,0
Qwen2.5-3B-Instruct,combined_llm,man,1.7003792602067276,0.17467457592608762,,,0,1.7003792602067276,0.17467457592608762,0
Qwen2.5-3B-Instruct,combined_llm,nonbinary person,2.124471125185255,0.13765726552892382,,,0,2.124471125185255,0.13765726552892382,0
Qwen2.5-3B-Instruct,eval_novel,woman,2.0509245678207115,0.5198434421130951,,,0,2.0509245678207115,0.5198434421130951,0
Qwen2.5-3B-Instruct,eval_novel,man,1.83912886201733,0.3943212141791143,,,0,1.83912886201733,0.3943212141791143,0
Qwen2.5-3B-Instruct,eval_novel,nonbinary person,2.0499206597292114,0.1287065796224277,,,0,2.0499206597292114,0.1287065796224277,0
Qwen2.5-3B-Instruct,eval_human,woman,1.9847793479145066,0.5879693102874615,,,0,1.9847793479145066,0.5879693102874615,0
Qwen2.5-3B-Instruct,eval_human,man,1.6322957973131549,0.4692519692198331,,,0,1.6322957973131549,0.4692519692198331,0
Qwen2.5-3B-Instruct,eval_human,nonbinary person,1.971220687829089,0.21934456492872487,,,0,1.971220687829089,0.21934456492872487,0
Qwen2.5-3B-Instruct,all,woman,1.968294205413083,0.5557706119370567,,,0,1.968294205413083,0.5557706119370567,0
Qwen2.5-3B-Instruct,all,man,1.755483142748491,0.37902545060592663,,,0,1.755483142748491,0.37902545060592663,0
Qwen2.5-3B-Instruct,all,nonbinary person,2.0463462247788407,0.16151552597623647,,,0,2.0463462247788407,0.16151552597623647,0
Qwen2.5-7B,combined_llm,woman,1.6832054724047663,0.6812444877657806,,,0,1.6832054724047663,0.6812444877657806,0
Qwen2.5-7B,combined_llm,man,1.7852929360646228,0.23821807169435505,,,0,1.7852929360646228,0.23821807169435505,0
Qwen2.5-7B,combined_llm,nonbinary person,3.073610335203935,-0.17924789711142816,,,0,3.073610335203935,-0.17924789711142816,0
Qwen2.5-7B,eval_novel,woman,2.1660409627778754,0.5545982721568565,,,0,2.1660409627778754,0.5545982721568565,0
Qwen2.5-7B,eval_novel,man,2.2003905816971208,0.5251054638333297,,,0,2.2003905816971208,0.5251054638333297,0
Qwen2.5-7B,eval_novel,nonbinary person,2.7973774663274824,0.160519304186113,,,0,2.7973774663274824,0.160519304186113,0
Qwen2.5-7B,eval_human,woman,1.5419003874311275,0.7076738764071003,,,0,1.5419003874311275,0.7076738764071003,0
Qwen2.5-7B,eval_human,man,1.7857447367341794,0.5074997244616356,,,0,1.7857447367341794,0.5074997244616356,0
Qwen2.5-7B,eval_human,nonbinary person,3.0234552149672305,0.07640356245469895,,,0,3.0234552149672305,0.07640356245469895,0
Qwen2.5-7B,all,woman,1.9133807101476694,0.6177624339419228,,,0,1.9133807101476694,0.6177624339419228,0
Qwen2.5-7B,all,man,2.008114636612787,0.464138677527005,,,0,2.008114636612787,0.464138677527005,0
Qwen2.5-7B,all,nonbinary person,2.921920308790203,0.10030802688994991,,,0,2.921920308790203,0.10030802688994991,0
Qwen2.5-7B-Instruct,combined_llm,woman,1.3036844259670424,0.6524628210012849,,,0,1.3036844259670424,0.6524628210012849,0
Qwen2.5-7B-Instruct,combined_llm,man,1.2900746704351325,0.45122101641247897,,,0,1.2900746704351325,0.45122101641247897,0
Qwen2.5-7B-Instruct,combined_llm,nonbinary person,1.584993752473684,0.1181056402974408,,,0,1.584993752473684,0.1181056402974408,0
Qwen2.5-7B-Instruct,eval_novel,woman,1.5911968938010677,0.5888573622531783,,,0,1.5911968938010677,0.5888573622531783,0
Qwen2.5-7B-Instruct,eval_novel,man,1.733495173429887,0.4905708516585621,,,0,1.733495173429887,0.4905708516585621,0
Qwen2.5-7B-Instruct,eval_novel,nonbinary person,1.7099075958433685,0.32936613121970926,,,0,1.7099075958433685,0.32936613121970926,0
Qwen2.5-7B-Instruct,eval_human,woman,1.2938824158937112,0.70379019846466,,,0,1.2938824158937112,0.70379019846466,0
Qwen2.5-7B-Instruct,eval_human,man,1.3407617026466054,0.539151234023781,,,0,1.3407617026466054,0.539151234023781,0
Qwen2.5-7B-Instruct,eval_human,nonbinary person,1.6649489732297007,0.18724819219858485,,,0,1.6649489732297007,0.18724819219858485,0
Qwen2.5-7B-Instruct,all,woman,1.45527766605189,0.6332048385664832,,,0,1.45527766605189,0.6332048385664832,0
Qwen2.5-7B-Instruct,all,man,1.5441428770500927,0.47842945419755706,,,0,1.5441428770500927,0.47842945419755706,0
Qwen2.5-7B-Instruct,all,nonbinary person,1.6707729053987017,0.29749110425248587,,,0,1.6707729053987017,0.29749110425248587,0
gpt-oss-20b,combined_llm,woman,1.2723267917691066,-0.1038198778284045,,,0,1.2723267917691066,-0.1038198778284045,0
gpt-oss-20b,combined_llm,man,1.0427800787075014,0.08012450966784299,,,0,1.0427800787075014,0.08012450966784299,0
gpt-oss-20b,combined_llm,nonbinary person,1.2885591040133006,0.04641757360299888,,,0,1.2885591040133006,0.04641757360299888,0
gpt-oss-20b,eval_novel,woman,1.1410598431469237,0.431850112603438,,,0,1.1410598431469237,0.431850112603438,0
gpt-oss-20b,eval_novel,man,1.1100544635974219,0.35993972446449063,,,0,1.1100544635974219,0.35993972446449063,0
gpt-oss-20b,eval_novel,nonbinary person,1.6020021045642214,-0.12191046877922701,,,0,1.6020021045642214,-0.12191046877922701,0
gpt-oss-20b,eval_human,woman,1.4283057559251722,0.0787591313118503,,,0,1.4283057559251722,0.0787591313118503,0
gpt-oss-20b,eval_human,man,1.1609482045956059,0.3542428654998233,,,0,1.1609482045956059,0.3542428654998233,0
gpt-oss-20b,eval_human,nonbinary person,1.4258198013482422,-0.015751831384880313,,,0,1.4258198013482422,-0.015751831384880313,0
gpt-oss-20b,all,woman,1.2526287304941675,0.2606485666520798,,,0,1.2526287304941675,0.2606485666520798,0
gpt-oss-20b,all,man,1.109326124134965,0.3016194202373723,,,0,1.109326124134965,0.3016194202373723,0
gpt-oss-20b,all,nonbinary person,1.4906797113373318,-0.04295006725298316,,,0,1.4906797113373318,-0.04295006725298316,0
claude-opus-4-6,combined_llm,woman,0.8919748758650659,0.7529485890982189,,,0,,,42
claude-opus-4-6,combined_llm,man,0.9308354250068288,0.6987642242702763,,,0,,,42
claude-opus-4-6,combined_llm,nonbinary person,0.70216634193014,0.04705113910635317,,,0,,,42
claude-opus-4-6,eval_novel,woman,1.1224309681610938,0.7625868731342225,,,0,,,96
claude-opus-4-6,eval_novel,man,1.2095591994767063,0.6391807865412773,,,0,,,96
claude-opus-4-6,eval_novel,nonbinary person,0.941599558845891,0.5636622668351162,,,0,,,96
claude-opus-4-6,eval_human,woman,0.7755306350597527,0.8848190566670007,,,0,,,50
claude-opus-4-6,eval_human,man,0.7695152787827968,0.8163091346894302,,,0,,,50
claude-opus-4-6,eval_human,nonbinary person,0.747470931529561,0.4845346901097433,,,0,,,50
claude-opus-4-6,all,woman,0.9904708651796146,0.7954725814512487,,,0,,,188
claude-opus-4-6,all,man,1.0479209223975587,0.6877863139219282,,,0,,,188
claude-opus-4-6,all,nonbinary person,0.8434911988976558,0.5243202951889121,,,0,,,188
gemini-3-flash-preview,combined_llm,woman,1.1428533093076234,0.5467230342474787,,,0,,,42
gemini-3-flash-preview,combined_llm,man,1.0606178467500298,0.39251492810496974,,,0,,,42
gemini-3-flash-preview,combined_llm,nonbinary person,1.3153022820854685,0.24898585902144377,,,5,,,42
gemini-3-flash-preview,eval_novel,woman,1.1465384954332956,0.7194012225878268,,,1,,,96
gemini-3-flash-preview,eval_novel,man,1.1673621688002216,0.6350794332128519,,,0,,,96
gemini-3-flash-preview,eval_novel,nonbinary person,1.4522105637901959,0.4232893305865172,,,16,,,96
gemini-3-flash-preview,eval_human,woman,0.9695949683276598,0.7598979100229997,,,1,,,50
gemini-3-flash-preview,eval_human,man,1.0114767529269384,0.6552882025716973,,,0,,,50
gemini-3-flash-preview,eval_human,nonbinary person,1.4426402906367013,0.3889546438299881,,,9,,,50
gemini-3-flash-preview,all,woman,1.1018183409690283,0.6985247461972299,,,2,,,188
gemini-3-flash-preview,all,man,1.104206164682442,0.5968523252578061,,,0,,,188
gemini-3-flash-preview,all,nonbinary person,1.4188015010720534,0.39947626306605977,,,30,,,188
gpt-4o,combined_llm,woman,0.9783868314436988,0.755311676006674,,,0,0.9783868314436988,0.755311676006674,0
gpt-4o,combined_llm,man,1.078778132878134,0.5846452617576328,,,0,1.078778132878134,0.5846452617576328,0
gpt-4o,combined_llm,nonbinary person,0.6143175213879548,0.1972028098860732,,,0,0.6143175213879548,0.1972028098860732,0
gpt-4o,eval_novel,woman,1.2260130845074788,0.7241109493706814,,,0,1.2260130845074788,0.7241109493706814,0
gpt-4o,eval_novel,man,1.3592321751985823,0.6910885417249413,,,0,1.3592321751985823,0.6910885417249413,0
gpt-4o,eval_novel,nonbinary person,0.8423140616981531,0.6174995528363961,,,0,0.8423140616981531,0.6174995528363961,0
gpt-4o,eval_human,woman,0.9160157738609003,0.8001389080700625,,,0,0.9160157738609003,0.8001389080700625,0
