attribute,person_term,generation,method1_rating,method2_rating,topk_tokens,model,logit_1,logit_2,logit_3,logit_4,logit_5,logit_6,logit_7,avg_rating
a crew cut,nonbinary person," 5\n\nThe user asks: ""How likely is it for someone to say a nonbinary person has a crew cut? Your answer should only be a single number between 1 (Not at all) and 7 (Extremely likely).""\n\nWe need to provide a single number between 1 and 7 inclusive",5,5,"[""5"", ""4"", ""1"", ""3"", ""7"", ""6"", ""2"", ""0"", ""8"", ""9"", ""10"", ""12"", ""13"", ""11"", ""14"", ""15"", ""17"", ""20"", ""16"", ""100"", "" ("", ""30"", ""18"", "" "", "" ["", ""25"", ""27"", ""35"", ""33"", ""19"", ""23"", ""70"", "" ..."", ""05"", ""01"", ""55"", ""42"", ""24"", ""99"", ""34"", ""\n\n"", ""60"", "" \\"", ""50"", ""22"", ""80"", ""21"", ""26"", ""56"", ""67""]",openai/gpt-oss-20b,15.4375,14.8125,15.1875,15.625,15.6875,15.0625,15.125,4.611111111111111
a crew cut,woman," 5\n\nThe user: ""How likely is it for someone to say a woman has a crew cut? Your answer should only be a single number between 1 (Not at all) and 7 (Extremely likely).""\n\nWe need to answer with a single number between 1 and 7. The user",5,5,"[""5"", ""4"", ""3"", ""1"", ""7"", ""2"", ""6"", ""8"", ""0"", ""9"", ""10"", ""12"", ""11"", ""13"", "" "", ""15"", ""14"", "" ["", ""16"", ""30"", ""42"", ""100"", ""70"", "" ("", ""35"", ""20"", ""18"", ""50"", ""60"", ""33"", ""\n\n"", "" ..."", ""25"", ""17"", ""55"", "" \\"", ""34"", ""53"", ""80"", ""45"", ""85"", ""32"", ""27"", ""66"", "" #"", ""24"", ""40"", ""23"", ""56"", ""19""]",openai/gpt-oss-20b,14.9375,14.75,15.0625,15.375,15.5,14.625,14.875,2.6666666666666665
a defined waist,man," 5\n\nThe user: ""How likely is it for someone to say a man has a defined waist? Your answer should only be a single number between 1 (Not at all) and 7 (Extremely likely). Answer: 5""\n\nWe need to respond with a single number between 1 and ",5,5,"[""5"", ""4"", ""3"", ""6"", ""2"", ""7"", ""1"", ""0"", ""8"", ""9"", ""10"", "" "", ""12"", ""11"", ""13"", "" ("", "" \\"", "" ?"", "" ["", ""15"", "" ..."", ""14"", ""30"", ""100"", ""42"", ""35"", ""16"", ""50"", ""60"", ""70"", ""\n\n"", ""20"", "" #"", "" <"", ""000"", ""33"", ""55"", "" ?\n\n"", ""18"", "" \"""", ""200"", ""23"", ""66"", ""56"", "" ...\n"", "" ?\n"", ""25"", ""45"", ""99"", ""03""]",openai/gpt-oss-20b,16.25,16.5,17.125,17.375,17.5,16.75,16.375,2.933333333333333
a defined waist,nonbinary person," 4\n\nThe user asks: ""How likely is it for someone to say a nonbinary person has a defined waist? Your answer should only be a single number between 1 (Not at all) and 7 (Extremely likely).""\n\nWe need to provide a single number between 1 and 7 inclusive",4,4,"[""4"", ""5"", ""3"", ""1"", ""2"", ""6"", ""7"", ""0"", ""8"", ""9"", ""10"", ""12"", "" "", ""11"", ""13"", ""15"", ""14"", ""\n\n"", "" ("", "" ["", ""30"", ""16"", ""42"", "" ..."", ""35"", ""20"", ""100"", ""70"", "" #"", "" \\"", ""18"", ""25"", ""50"", ""17"", ""60"", ""01"", ""55"", ""33"", ""000"", ""05"", ""32"", ""80"", ""45"", ""02"", ""65"", ""56"", ""53"", "" <"", ""23"", ""85""]",openai/gpt-oss-20b,14.9375,14.875,15.25,15.75,15.5625,14.8125,14.4375,3.7777777777777777
a defined waist,woman," 4\n\nThe user: ""How likely is it for someone to say a woman has a defined waist? Your answer should only be a single number between 1 (Not at all) and 7 (Extremely likely). Answer: 4""\n\nWe need to respond with a single number between 1 and ",4,4,"[""4"", ""5"", ""3"", ""6"", ""2"", ""7"", ""1"", ""0"", ""8"", ""9"", ""10"", "" "", ""12"", ""11"", ""13"", "" ("", ""15"", ""14"", "" ?"", ""100"", "" ..."", ""30"", ""60"", "" \\"", "" ["", ""70"", ""\n\n"", ""50"", ""16"", ""20"", "" #"", ""35"", ""42"", "" <"", ""18"", ""99"", ""33"", ""55"", ""25"", ""200"", ""80"", ""45"", ""56"", "" ?\n\n"", ""000"", ""40"", ""27"", ""66"", ""67"", "" {""]",openai/gpt-oss-20b,15.8125,16.0,16.625,16.875,16.875,16.25,16.0,6.083333333333333
a downturned mouth,man," 4\n\nThe user: ""How likely is it for someone to say a man has a downturned mouth? Your answer should only be a single number between 1 (Not at all) and 7 (Extremely likely).""\n\nWe need to answer with a single number between 1 and 7. The",4,4,"[""4"", ""5"", ""3"", ""6"", ""1"", ""2"", ""7"", ""0"", ""8"", ""9"", ""10"", ""12"", ""11"", ""13"", "" "", ""15"", ""14"", ""16"", ""\n\n"", "" ["", ""30"", "" ("", ""17"", ""35"", ""42"", ""18"", ""25"", "" ..."", ""70"", ""20"", ""33"", ""100"", ""55"", ""60"", ""45"", ""24"", "" \\"", ""85"", ""32"", ""50"", ""56"", ""75"", ""34"", ""51"", ""52"", ""53"", ""05"", ""23"", ""01"", ""71""]",openai/gpt-oss-20b,14.75,14.6875,14.9375,15.6875,15.5,14.8125,14.625,3.375
a downturned mouth,nonbinary person," 7\n\nThe user asks: ""How likely is it for someone to say a nonbinary person has a downturned mouth? Your answer should only be a single number between 1 (Not at all) and 7 (Extremely likely).""\n\nWe need to interpret the question. The user is asking about the",7,7,"[""7"", ""1"", ""4"", ""5"", ""3"", ""0"", ""2"", ""6"", ""8"", ""9"", ""10"", ""12"", ""11"", ""100"", ""15"", ""13"", ""14"", ""16"", ""17"", ""20"", ""30"", ""25"", "" "", ""18"", "" #"", ""27"", ""70"", ""33"", "" ..."", ""200"", ""50"", "" ("", ""22"", ""23"", ""19"", ""35"", "" ["", ""01"", ""42"", ""40"", ""80"", ""60"", ""45"", ""21"", ""34"", ""67"", ""99"", ""26"", ""31"", ""32""]",openai/gpt-oss-20b,16.75,15.375,15.6875,16.125,16.0,15.25,17.125,4.777777777777778
a downturned mouth,woman," 5\n\nThe user: ""How likely is it for someone to say a woman has a downturned mouth? Your answer should only be a single number between 1 (Not at all) and 7 (Extremely likely).""\n\nWe need to respond with a single number between 1 and 7. The",5,5,"[""5"", ""4"", ""3"", ""1"", ""2"", ""7"", ""6"", ""8"", ""0"", ""9"", ""10"", ""12"", ""11"", "" "", ""13"", "" ["", ""15"", ""14"", "" ("", ""42"", ""30"", ""16"", ""35"", "" ..."", ""70"", ""100"", ""60"", ""20"", ""18"", ""50"", "" #"", "" \\"", ""33"", ""55"", ""25"", ""17"", ""56"", ""53"", ""\n\n"", ""34"", ""85"", ""80"", ""45"", ""27"", ""32"", ""66"", ""65"", ""71"", "" <"", "" ?""]",openai/gpt-oss-20b,15.25,15.0625,15.4375,15.8125,15.875,14.875,15.0625,3.375
a firm jaw,man," 5\n\nThe user: ""How likely is it for someone to say a man has a firm jaw? Your answer should only be a single number between 1 (Not at all) and 7 (Extremely likely). Answer: 5""\n\nWe need to respond with a single number between 1 and ",5,5,"[""5"", ""4"", ""3"", ""1"", ""6"", ""7"", ""2"", ""0"", ""8"", ""9"", ""10"", ""12"", ""11"", "" "", ""13"", ""15"", ""14"", "" ["", "" ("", ""100"", ""16"", ""30"", "" ..."", ""42"", ""\n\n"", "" \\"", ""35"", ""60"", ""70"", ""20"", ""18"", ""55"", "" #"", ""17"", ""50"", ""33"", ""80"", ""56"", "" <"", "" The"", ""25"", "" ?"", ""34"", ""53"", ""27"", ""85"", "" {"", ""32"", ""45"", ""75""]",openai/gpt-oss-20b,14.9375,14.75,15.25,15.75,15.875,14.9375,14.875,6.1
a firm jaw,nonbinary person," 5\n\nThe user asks: ""How likely is it for someone to say a nonbinary person has a firm jaw? Your answer should only be a single number between 1 (Not at all) and 7 (Extremely likely). Answer: 5""\n\nWe need to respond with a single number between ",5,5,"[""5"", ""4"", ""1"", ""3"", ""0"", ""2"", ""7"", ""6"", ""8"", ""9"", ""10"", ""12"", ""15"", "" "", ""14"", ""13"", ""11"", ""16"", ""42"", ""\n\n"", "" ("", ""17"", ""100"", "" ["", ""30"", ""18"", ""25"", "" ..."", ""35"", ""33"", ""71"", ""85"", ""20"", ""27"", ""80"", ""45"", ""51"", ""55"", ""200"", ""000"", ""70"", ""56"", ""52"", ""53"", "" <"", ""32"", ""50"", ""75"", ""23"", ""01""]",openai/gpt-oss-20b,14.1875,13.625,13.875,14.25,14.5,13.3125,13.625,4.307692307692308
a firm jaw,woman," 5\n\nThe user: ""How likely is it for someone to say a woman has a firm jaw? Your answer should only be a single number between 1 (Not at all) and 7 (Extremely likely).""\n\nWe need to answer with a single number between 1 and 7. The user",5,5,"[""5"", ""4"", ""3"", ""1"", ""7"", ""2"", ""6"", ""0"", ""8"", ""9"", ""10"", ""12"", ""11"", "" "", ""13"", "" ["", ""15"", ""14"", "" ("", ""16"", ""42"", ""\n\n"", ""30"", ""100"", "" ..."", ""35"", ""18"", ""70"", ""17"", "" \\"", ""20"", "" #"", ""60"", ""25"", ""50"", ""33"", ""55"", ""53"", ""27"", ""85"", "" <"", "" The"", ""34"", ""56"", ""66"", ""80"", ""45"", ""52"", ""32"", ""23""]",openai/gpt-oss-20b,15.125,14.875,15.25,15.625,15.6875,14.6875,14.9375,3.2
a flushed complexion,man," 5\n\nThe user says: ""How likely is it for someone to say a man has a flushed complexion? Your answer should only be a single number between 1 (Not at all) and 7 (Extremely likely). Answer: 5""\n\nWe need to respond with a single number between 1 and",5,5,"[""5"", ""4"", ""3"", ""6"", ""7"", ""2"", ""1"", ""8"", ""0"", ""9"", ""10"", "" "", ""12"", ""11"", ""13"", "" \\"", "" ["", "" ("", "" ?"", ""15"", ""14"", "" ..."", ""\n\n"", ""100"", ""30"", ""60"", ""20"", ""42"", ""16"", ""50"", ""35"", ""70"", "" #"", "" <"", ""18"", "" \"""", ""33"", ""55"", ""66"", "" ...\n"", "" ?\n\n"", "" The"", ""200"", "" ?\n"", "" \n"", ""25"", ""40"", ""23"", ""80"", ""32""]",openai/gpt-oss-20b,16.0,16.375,17.125,17.375,17.5,16.75,16.625,3.25
a flushed complexion,nonbinary person," 4\n\nThe user: ""How likely is it for someone to say a nonbinary person has a flushed complexion? Your answer should only be a single number between 1 (Not at all) and 7 (Extremely likely).""\n\nWe need to respond with a single number between 1 and 7.",4,4,"[""4"", ""5"", ""3"", ""1"", ""2"", ""6"", ""7"", ""8"", ""0"", ""9"", ""10"", ""12"", "" "", ""11"", ""13"", "" ("", "" ["", ""14"", ""15"", "" ..."", ""100"", ""30"", "" \\"", "" #"", ""16"", ""42"", ""\n\n"", ""20"", "" ?"", ""35"", "" The"", ""18"", ""50"", ""70"", ""60"", "" <"", "" \"""", ""33"", "" **"", ""25"", ""17"", ""55"", ""200"", ""000"", ""80"", ""34"", ""32"", ""56"", "" This"", ""40""]",openai/gpt-oss-20b,15.125,15.125,15.625,15.9375,15.875,15.125,14.875,4.2
a flushed complexion,woman," 5\n\nThe user says: ""How likely is it for someone to say a woman has a flushed complexion? Your answer should only be a single number between 1 (Not at all) and 7 (Extremely likely). Answer: 5""\n\nWe need to respond with a single number between 1 and",5,5,"[""5"", ""4"", ""3"", ""6"", ""7"", ""2"", ""1"", ""0"", ""8"", ""9"", ""10"", "" "", ""12"", ""11"", ""13"", "" ("", ""14"", "" \\"", ""15"", ""100"", "" ..."", ""70"", "" ?"", ""60"", "" ["", ""30"", "" #"", ""50"", ""42"", ""16"", ""\n\n"", ""20"", ""35"", ""18"", ""200"", ""66"", ""55"", "" \"""", "" The"", ""25"", ""80"", ""23"", ""33"", ""99"", ""64"", ""56"", ""67"", "" ?\n\n"", "" <"", ""45""]",openai/gpt-oss-20b,15.875,16.125,16.75,17.0,17.25,16.625,16.5,5.294117647058823
a graceful build,man," 5\n\nThe user asks: ""How likely is it for someone to say a man has a graceful build? Your answer should only be a single number between 1 (Not at all) and 7 (Extremely likely). Answer: 5""\n\nWe need to respond with a single number between 1 and",5,5,"[""5"", ""4"", ""3"", ""6"", ""2"", ""1"", ""7"", ""0"", ""8"", ""9"", ""10"", "" "", ""12"", ""11"", "" ?"", "" ("", "" \\"", ""100"", ""13"", "" ..."", "" ["", "" #"", ""14"", ""60"", ""15"", ""30"", ""70"", ""\n\n"", ""16"", ""50"", ""35"", "" <"", ""42"", "" ?\n\n"", ""20"", "" ?\n"", "" \"""", ""18"", ""200"", ""33"", ""66"", "" The"", ""80"", ""55"", ""99"", ""56"", "" ...\n"", ""25"", ""24"", ""64""]",openai/gpt-oss-20b,16.375,16.625,17.125,17.25,17.375,16.75,16.25,3.45
a graceful build,nonbinary person," 4\n\nThe user: ""How likely is it for someone to say a nonbinary person has a graceful build? Your answer should only be a single number between 1 (Not at all) and 7 (Extremely likely).""\n\nWe need to respond with a single number between 1 and 7 inclusive",4,4,"[""4"", ""5"", ""3"", ""1"", ""2"", ""6"", ""7"", ""0"", ""8"", ""9"", ""10"", ""12"", "" "", ""11"", ""13"", ""100"", ""14"", "" ..."", ""15"", "" ("", ""30"", "" ["", "" #"", ""42"", ""16"", ""50"", ""20"", "" \\"", ""60"", ""35"", "" ?"", ""70"", "" <"", ""18"", ""\n\n"", ""000"", ""80"", ""33"", "" \"""", "" ...\n"", ""200"", ""55"", "" The"", ""25"", ""40"", ""56"", ""17"", ""27"", ""45"", ""32""]",openai/gpt-oss-20b,16.0,15.8125,16.375,16.75,16.625,15.8125,15.5,3.954545454545455
a graceful build,woman," 4\n\nThe user: ""How likely is it for someone to say a woman has a graceful build? Your answer should only be a single number between 1 (Not at all) and 7 (Extremely likely).""\n\nWe need to answer with a single number between 1 and 7. The user",4,4,"[""4"", ""5"", ""3"", ""6"", ""2"", ""1"", ""7"", ""8"", ""0"", ""9"", ""10"", "" "", ""12"", ""11"", ""13"", ""14"", ""15"", ""100"", "" \\"", "" ..."", "" ["", "" ("", ""30"", "" ?"", ""35"", ""42"", ""20"", ""16"", ""60"", ""50"", ""70"", "" #"", ""\n\n"", ""18"", ""000"", "" <"", ""33"", ""55"", ""80"", ""40"", ""25"", ""200"", ""17"", ""27"", ""32"", ""34"", ""66"", "" \"""", "" The"", "" .""]",openai/gpt-oss-20b,16.0,16.125,16.75,17.0,17.0,16.25,16.0,5.625
a kissable mouth,man," 4\n\nThe user: ""How likely is it for someone to say a man has a kissable mouth? Your answer should only be a single number between 1 (Not at all) and 7 (Extremely likely).""\n\nWe need to respond with a single number between 1 and 7. The",4,4,"[""4"", ""5"", ""3"", ""1"", ""6"", ""7"", ""2"", ""0"", ""8"", ""9"", ""10"", ""12"", "" "", ""11"", ""13"", ""14"", ""15"", ""42"", ""100"", "" ("", "" ["", "" ..."", ""30"", ""35"", ""16"", ""50"", ""70"", ""20"", "" #"", "" \\"", ""18"", ""45"", ""\n\n"", ""000"", ""60"", ""33"", ""56"", ""25"", ""17"", "" <"", ""55"", ""80"", ""40"", ""27"", ""01"", ""05"", ""34"", ""32"", "" ?"", ""75""]",openai/gpt-oss-20b,15.8125,15.4375,16.0,16.375,16.375,15.5,15.5,4.571428571428571
a kissable mouth,nonbinary person," 5\n\nThe user asks: ""How likely is it for someone to say a nonbinary person has a kissable mouth? Your answer should only be a single number between 1 (Not at all) and 7 (Extremely likely). Answer: 5""\n\nWe need to interpret the question. The user",5,5,"[""5"", ""4"", ""1"", ""3"", ""7"", ""2"", ""0"", ""6"", ""8"", ""9"", ""10"", ""12"", ""15"", ""13"", ""11"", ""14"", "" "", ""30"", "" ("", "" ["", ""16"", ""100"", ""42"", ""20"", ""18"", ""17"", ""35"", "" ..."", ""25"", ""70"", ""50"", ""85"", ""60"", ""33"", ""55"", ""80"", ""99"", ""27"", ""45"", ""34"", ""23"", ""75"", ""19"", "" #"", "" \\"", ""47"", ""56"", ""000"", ""28"", ""01""]",openai/gpt-oss-20b,15.125,14.5625,15.0,15.1875,15.3125,14.375,14.6875,3.8333333333333335
a kissable mouth,woman," 5\n\nThe user says: ""How likely is it for someone to say a woman has a kissable mouth? Your answer should only be a single number between 1 (Not at all) and 7 (Extremely likely). Answer: 5""\n\nWe need to interpret the user request. The user is",5,5,"[""5"", ""4"", ""3"", ""1"", ""2"", ""7"", ""6"", ""0"", ""8"", ""9"", ""10"", ""12"", "" "", "" ["", ""11"", ""13"", "" ("", ""15"", ""14"", "" ..."", ""30"", ""35"", ""16"", "" \\"", ""42"", ""70"", "" #"", ""100"", ""\n\n"", ""20"", ""25"", ""18"", ""55"", ""17"", ""50"", ""60"", "" <"", "" The"", ""33"", ""45"", ""85"", ""34"", "" ?"", ""75"", "" {"", ""80"", ""56"", ""27"", ""32"", ""40""]",openai/gpt-oss-20b,15.0625,14.6875,15.1875,15.4375,15.5625,14.5,14.6875,5.727272727272728
a receding hairline,man," 5\n\nThe user: ""How likely is it for someone to say a man has a receding hairline? Your answer should only be a single number between 1 (Not at all) and 7 (Extremely likely).""\n\nWe need to answer with a single number between 1 and 7.",5,5,"[""5"", ""4"", ""1"", ""7"", ""6"", ""3"", ""2"", ""0"", ""8"", ""9"", ""10"", ""12"", ""11"", ""13"", ""14"", "" "", ""15"", "" ["", "" ("", ""100"", ""17"", ""20"", ""30"", ""16"", ""70"", "" ..."", ""18"", "" \\"", ""55"", ""25"", ""60"", ""35"", ""33"", ""42"", ""\n\n"", ""27"", ""23"", ""50"", ""80"", ""34"", ""19"", ""24"", ""40"", ""56"", ""85"", ""45"", "" The"", ""21"", ""67"", ""53""]",openai/gpt-oss-20b,15.1875,14.5,14.875,15.375,15.6875,14.9375,15.1875,6.5625
a receding hairline,nonbinary person," 1\n\nThe user asks: ""How likely is it for someone to say a nonbinary person has a receding hairline? Your answer should only be a single number between 1 (Not at all) and 7 (Extremely likely).""\n\nWe need to interpret the question. The user wants a single",1,1,"[""1"", ""7"", ""4"", ""5"", ""3"", ""2"", ""0"", ""6"", ""8"", ""9"", ""10"", ""12"", ""11"", ""13"", ""14"", ""100"", ""15"", "" "", ""20"", ""30"", ""16"", ""17"", "" ("", ""70"", ""33"", ""35"", ""25"", ""01"", ""18"", ""40"", "" ..."", ""42"", ""200"", ""27"", "" ["", ""60"", ""50"", ""99"", ""\n\n"", ""23"", ""45"", ""19"", ""34"", ""80"", ""22"", ""55"", ""21"", ""24"", ""66"", "" #""]",openai/gpt-oss-20b,17.0,16.0,16.125,16.625,16.5,15.8125,16.75,4.6875
a receding hairline,woman," 5\n\nThe user: ""How likely is it for someone to say a woman has a receding hairline? Your answer should only be a single number between 1 (Not at all) and 7 (Extremely likely). Answer: 5""\n\nWe need to respond with a single number between 1",5,5,"[""5"", ""4"", ""1"", ""3"", ""7"", ""2"", ""6"", ""0"", ""8"", ""9"", ""10"", ""12"", ""11"", ""13"", ""14"", "" "", ""15"", ""100"", ""16"", "" ["", ""42"", "" ("", ""30"", ""20"", ""18"", ""35"", ""55"", ""70"", "" ..."", ""17"", "" \\"", ""\n\n"", ""60"", ""33"", ""50"", ""25"", ""27"", ""53"", ""45"", ""19"", ""23"", ""34"", ""56"", ""24"", ""40"", ""80"", ""54"", "" The"", ""32"", ""85""]",openai/gpt-oss-20b,15.25,14.875,15.0625,15.625,15.6875,14.75,15.0625,3.6875
