attribute,person_term,generation,method1_rating,method2_rating,topk_tokens,model,logit_1,logit_2,logit_3,logit_4,logit_5,logit_6,logit_7,avg_rating
a crew cut,nonbinary person, 4,4,4,"[""4"", ""3"", ""5"", ""6"", ""1"", ""2"", ""7"", ""8"", ""0"", ""9"", "" "", "" I"", "" The"", "" To"", "" It"", "" This"", "" Not"", "" In"", "" Question"", "" Answer"", "" ("", "" A"", "" #"", "" As"", "" **"", "" What"", "" Here"", "" If"", "" On"", "" There"", "" Based"", "" ["", ""\u00a0"", "" How"", "" After"", "" Since"", "" Given"", "" For"", "" Would"", "" Let"", ""\u00bd"", "" From"", "" You"", "" When"", "" We"", "" No"", "" My"", "" Using"", "" Note"", ""\u00b3""]",Qwen/Qwen2.5-32B,24.125,24.125,25.25,25.5,25.25,24.25,24.125,4.611111111111111
a crew cut,woman, 3,3,3,"[""3"", ""4"", ""5"", ""2"", ""1"", ""6"", ""7"", ""8"", ""0"", ""9"", "" "", "" I"", "" The"", "" To"", "" It"", "" This"", "" Answer"", "" A"", "" In"", "" ("", "" Not"", "" Question"", "" **"", "" Based"", "" If"", "" What"", "" Here"", "" As"", ""\u00a0"", ""\u00bd"", "" On"", "" How"", "" There"", "" After"", "" For"", "" Would"", "" ["", "" Given"", "" #"", "" You"", "" Let"", "" From"", "" Using"", "" -"", "" When"", "" Since"", "" An"", "" My"", ""\u00b3"", "" We""]",Qwen/Qwen2.5-32B,24.5,24.75,25.5,25.5,25.375,24.375,24.375,2.6666666666666665
a defined waist,man, 5,5,5,"[""5"", ""4"", ""6"", ""7"", ""3"", ""1"", ""2"", ""8"", ""0"", ""9"", "" "", "" The"", "" It"", "" I"", "" To"", "" This"", "" Answer"", "" In"", "" Not"", "" ("", "" Question"", "" A"", "" Based"", "" There"", "" As"", "" If"", "" **"", ""\u00a0"", "" On"", "" What"", "" #"", ""\u00bd"", "" How"", "" Here"", "" Since"", "" Given"", "" ["", "" No"", "" You"", "" For"", "" After"", "" From"", "" -"", "" When"", ""\t"", "" We"", ""\u00b3"", "" An"", "" None"", "" Using""]",Qwen/Qwen2.5-32B,23.875,23.875,25.125,25.625,25.75,25.25,25.25,2.933333333333333
a defined waist,nonbinary person, 3,3,3,"[""3"", ""4"", ""1"", ""5"", ""2"", ""7"", ""6"", ""8"", ""0"", ""9"", "" "", "" The"", "" I"", "" It"", "" To"", "" This"", "" Not"", "" ("", "" Answer"", "" In"", "" Question"", "" As"", "" **"", ""\u00bd"", "" Based"", "" On"", "" A"", "" If"", "" There"", "" What"", ""\u00a0"", "" Here"", "" Since"", "" ["", "" #"", ""\u00b3"", "" Given"", "" After"", "" Would"", "" For"", "" How"", ""\ufffd"", "" :"", "" From"", "" -"", "" When"", "" Let"", ""\ufffd"", "" You"", "" \ufffd""]",Qwen/Qwen2.5-32B,25.125,24.75,25.5,25.375,24.875,23.75,24.25,3.7777777777777777
a defined waist,woman, 5,5,5,"[""5"", ""4"", ""3"", ""6"", ""7"", ""1"", ""2"", ""8"", ""0"", ""9"", "" "", "" The"", "" It"", "" I"", "" This"", "" To"", "" Answer"", "" In"", "" Not"", "" ("", "" Question"", "" A"", "" There"", "" As"", "" Based"", "" **"", "" If"", "" #"", ""\u00a0"", "" On"", "" How"", "" What"", "" No"", "" Here"", ""\u00bd"", "" ["", "" You"", "" For"", "" Given"", "" After"", "" Since"", "" From"", ""\t"", "" When"", "" -"", "" Would"", ""\u00b3"", "" :"", "" We"", "" None""]",Qwen/Qwen2.5-32B,23.625,23.625,25.125,25.625,25.75,25.125,25.0,6.083333333333333
a downturned mouth,man, 4,4,4,"[""4"", ""3"", ""5"", ""1"", ""7"", ""2"", ""6"", ""8"", ""0"", ""9"", "" "", "" The"", "" I"", "" It"", "" To"", "" This"", "" Question"", "" A"", "" In"", "" Not"", "" Answer"", "" ("", "" If"", "" **"", "" As"", "" There"", "" Based"", "" What"", ""\u00a0"", "" After"", "" Here"", "" ["", "" You"", "" For"", "" On"", "" Since"", "" How"", "" Given"", "" Would"", ""\u00bd"", "" When"", "" #"", "" From"", "" Using"", "" No"", "" Let"", "" We"", "" An"", ""\t"", "" -""]",Qwen/Qwen2.5-32B,24.875,24.625,25.5,25.75,25.25,24.25,24.75,3.375
a downturned mouth,nonbinary person, 4,4,4,"[""4"", ""3"", ""5"", ""1"", ""2"", ""7"", ""6"", ""8"", ""0"", ""9"", "" "", "" I"", "" It"", "" The"", "" This"", "" To"", "" Question"", "" In"", "" Answer"", "" Not"", "" As"", "" ("", "" A"", "" There"", "" What"", "" Since"", "" #"", "" If"", "" **"", "" Based"", "" On"", "" Here"", "" ["", ""\u00a0"", "" Given"", "" For"", "" How"", "" Would"", "" After"", "" You"", ""\u00bd"", "" :"", "" We"", "" When"", "" Let"", "" No"", "" From"", "" Without"", "" Note"", "" \ufffd""]",Qwen/Qwen2.5-32B,24.75,24.25,25.375,25.75,24.875,23.625,24.25,4.777777777777778
a downturned mouth,woman, 4,4,4,"[""4"", ""3"", ""5"", ""1"", ""2"", ""7"", ""6"", ""8"", ""0"", ""9"", "" "", "" The"", "" I"", "" It"", "" To"", "" This"", "" Question"", "" In"", "" Not"", "" Answer"", "" A"", "" ("", "" As"", "" There"", "" Based"", "" If"", "" **"", "" What"", ""\u00a0"", "" ["", "" Here"", "" You"", "" On"", "" How"", "" After"", "" For"", "" Since"", "" Would"", "" #"", "" Given"", ""\u00bd"", "" Without"", "" No"", "" When"", "" From"", "" :"", "" We"", "" Using"", "" Let"", "" An""]",Qwen/Qwen2.5-32B,24.5,24.5,25.5,25.75,25.25,24.125,24.5,3.375
a firm jaw,man, 5,5,5,"[""5"", ""4"", ""3"", ""6"", ""7"", ""2"", ""1"", ""8"", ""0"", ""9"", "" "", "" The"", "" I"", "" It"", "" To"", "" This"", "" Answer"", "" In"", "" ("", "" A"", "" Not"", "" **"", "" Question"", "" Based"", "" As"", ""\u00a0"", "" If"", "" There"", "" What"", "" After"", "" Here"", "" On"", "" How"", "" #"", "" ["", "" For"", ""\u00bd"", "" You"", "" Given"", "" From"", "" When"", "" Using"", "" We"", "" An"", "" No"", "" Let"", "" Since"", "" Step"", ""\u00b3"", "" -""]",Qwen/Qwen2.5-32B,23.875,24.125,25.25,25.5,25.625,25.0,25.0,6.1
a firm jaw,nonbinary person, 3,3,3,"[""3"", ""4"", ""5"", ""1"", ""2"", ""7"", ""6"", ""0"", ""8"", ""9"", "" "", "" I"", "" The"", "" It"", "" To"", "" This"", "" Question"", "" ("", "" Not"", "" In"", "" Answer"", "" As"", "" A"", "" On"", "" **"", "" Based"", ""\u00bd"", "" There"", "" ["", "" #"", "" If"", "" What"", "" Here"", ""\u00a0"", "" Since"", "" Would"", ""\u00b3"", "" After"", "" For"", "" Given"", "" How"", "" From"", "" :"", "" -"", "" Let"", "" \ufffd"", ""\ufffd"", "" You"", "" When"", ""\ufe0f""]",Qwen/Qwen2.5-32B,24.875,24.875,25.75,25.5,25.0,23.75,24.125,4.307692307692308
a firm jaw,woman, 4,4,4,"[""4"", ""3"", ""5"", ""2"", ""7"", ""6"", ""1"", ""8"", ""0"", ""9"", "" "", "" The"", "" I"", "" To"", "" It"", "" This"", "" In"", "" Answer"", "" ("", "" A"", "" Not"", "" Question"", "" **"", "" As"", "" Based"", "" If"", "" What"", "" On"", "" There"", ""\u00a0"", "" Here"", "" How"", "" #"", "" After"", ""\u00bd"", "" For"", "" ["", "" You"", "" Would"", "" When"", "" From"", "" Given"", "" Since"", "" Using"", ""\u00b3"", "" -"", "" We"", "" Let"", "" :"", "" An""]",Qwen/Qwen2.5-32B,24.125,24.625,25.5,25.625,25.375,24.25,24.375,3.2
a flushed complexion,man, 4,4,4,"[""4"", ""5"", ""3"", ""6"", ""7"", ""2"", ""1"", ""8"", ""0"", ""9"", "" "", "" The"", "" I"", "" To"", "" It"", "" This"", "" In"", "" Answer"", "" A"", "" Question"", "" Not"", "" ("", "" If"", "" **"", "" As"", "" There"", "" Based"", "" What"", "" Here"", "" After"", "" #"", "" On"", "" For"", "" How"", ""\u00a0"", "" Since"", "" ["", "" You"", "" No"", "" When"", "" From"", "" Given"", "" Let"", "" An"", "" Using"", ""\u00bd"", "" Would"", ""\t"", "" We"", "" Step""]",Qwen/Qwen2.5-32B,24.125,24.25,25.5,25.75,25.625,24.875,24.875,3.25
a flushed complexion,nonbinary person, 4,4,4,"[""4"", ""3"", ""5"", ""7"", ""1"", ""6"", ""2"", ""8"", ""0"", ""9"", "" "", "" It"", "" I"", "" The"", "" This"", "" To"", "" Question"", "" Not"", "" In"", "" #"", "" There"", "" As"", "" ("", "" Answer"", "" A"", "" If"", "" Since"", "" **"", "" What"", "" ["", "" For"", "" On"", ""\u00a0"", "" Here"", "" :"", "" No"", "" Given"", "" You"", "" None"", "" How"", "" Based"", "" When"", "" After"", ""\u00bd"", ""\t"", "" We"", "" Would"", "" From"", "" Let"", "" Note""]",Qwen/Qwen2.5-32B,23.875,23.25,24.875,25.5,24.75,23.625,24.375,4.2
a flushed complexion,woman, 4,4,4,"[""4"", ""5"", ""3"", ""6"", ""7"", ""2"", ""1"", ""8"", ""0"", ""9"", "" "", "" The"", "" It"", "" I"", "" To"", "" This"", "" Answer"", "" In"", "" A"", "" Question"", "" Not"", "" ("", "" If"", "" As"", "" **"", "" There"", "" Based"", "" #"", "" What"", "" How"", "" Here"", ""\u00a0"", "" You"", "" For"", "" On"", "" After"", "" ["", "" No"", "" Since"", "" Given"", "" When"", "" From"", ""\t"", "" We"", "" An"", "" Let"", "" Using"", "" Would"", "" Without"", ""\u00bd""]",Qwen/Qwen2.5-32B,23.5,23.75,25.125,25.625,25.625,24.875,24.875,5.294117647058823
a graceful build,man, 4,4,4,"[""4"", ""3"", ""5"", ""6"", ""7"", ""2"", ""1"", ""8"", ""0"", ""9"", "" "", "" The"", "" I"", "" To"", "" It"", "" This"", "" In"", "" Answer"", "" ("", "" A"", "" Not"", "" Question"", "" **"", "" Based"", "" As"", "" There"", "" If"", ""\u00a0"", ""\u00bd"", "" On"", "" What"", "" Here"", "" After"", "" ["", "" For"", "" How"", "" Given"", "" From"", "" Since"", "" When"", ""\u00b3"", "" #"", "" We"", "" No"", "" Using"", "" Let"", "" Would"", "" -"", "" You"", "" An""]",Qwen/Qwen2.5-32B,24.125,24.375,25.375,25.5,25.375,24.75,24.625,3.45
a graceful build,nonbinary person, 4,4,4,"[""4"", ""5"", ""3"", ""7"", ""6"", ""1"", ""2"", ""8"", ""0"", ""9"", "" "", "" I"", "" The"", "" It"", "" To"", "" This"", "" Not"", "" Question"", "" Answer"", "" ("", "" In"", "" #"", "" **"", "" A"", "" As"", "" There"", "" ["", "" If"", ""\u00bd"", "" On"", ""\u00a0"", ""\u00b3"", "" What"", "" Based"", "" Here"", "" Since"", "" Given"", ""\ufe0f"", "" For"", "" How"", "" \ufffd"", "" :"", "" After"", "" ##"", "" No"", "" ###"", "" None"", "" When"", "" From"", "" Would""]",Qwen/Qwen2.5-32B,23.75,23.625,25.0,25.5,25.375,24.5,24.625,3.954545454545455
a graceful build,woman, 5,5,5,"[""5"", ""6"", ""4"", ""7"", ""3"", ""1"", ""2"", ""8"", ""9"", ""0"", "" "", "" The"", "" I"", "" It"", "" To"", "" This"", "" Answer"", "" In"", "" ("", "" Not"", "" A"", "" **"", "" Based"", "" As"", "" Question"", "" There"", "" If"", ""\u00a0"", "" What"", "" How"", "" Here"", "" ["", "" On"", "" Given"", "" #"", "" For"", "" No"", "" After"", ""\u00bd"", "" You"", "" When"", "" From"", "" Since"", "" Step"", ""\t"", ""\u00b3"", "" -"", "" We"", "" An"", "" Title""]",Qwen/Qwen2.5-32B,23.375,23.25,24.75,25.5,25.875,25.625,25.375,5.625
a kissable mouth,man, 5,5,5,"[""5"", ""4"", ""6"", ""3"", ""7"", ""2"", ""1"", ""8"", ""0"", ""9"", "" "", "" I"", "" The"", "" To"", "" It"", "" This"", "" Answer"", "" In"", "" ("", "" A"", "" Not"", "" Question"", "" Based"", "" **"", "" As"", "" ["", "" If"", "" How"", "" What"", "" On"", "" There"", "" Here"", ""\u00a0"", "" After"", ""\u00bd"", "" #"", "" Given"", ""\u00b3"", "" For"", "" From"", "" You"", "" No"", "" Using"", "" Step"", "" Let"", "" Title"", "" My"", "" We"", "" An"", "" Would""]",Qwen/Qwen2.5-32B,23.625,23.875,25.125,25.625,25.875,25.375,24.875,4.571428571428571
a kissable mouth,nonbinary person, 3,3,3,"[""3"", ""4"", ""1"", ""2"", ""5"", ""7"", ""6"", ""0"", ""8"", ""9"", "" "", "" It"", "" I"", "" The"", "" This"", "" To"", "" Not"", "" ("", "" Question"", "" In"", "" As"", "" Answer"", "" On"", "" A"", "" ["", "" There"", "" Based"", "" **"", "" What"", "" If"", ""\u00bd"", "" Since"", "" How"", ""\u00a0"", "" Here"", "" Given"", "" Would"", "" #"", "" You"", "" For"", "" \ufffd"", "" After"", "" Let"", ""\ufffd"", "" :"", "" When"", "" From"", ""\ufe0f"", "" We"", "" Your""]",Qwen/Qwen2.5-32B,25.25,24.75,25.5,25.5,24.625,23.5,24.25,3.8333333333333335
a kissable mouth,woman, 4,4,4,"[""4"", ""5"", ""3"", ""6"", ""7"", ""2"", ""1"", ""8"", ""0"", ""9"", "" "", "" I"", "" The"", "" It"", "" To"", "" This"", "" In"", "" Answer"", "" ("", "" Not"", "" A"", "" Question"", "" Based"", "" As"", "" **"", "" ["", "" If"", "" On"", "" There"", "" What"", "" How"", "" Here"", ""\u00b3"", ""\u00bd"", "" #"", "" You"", ""\u00a0"", "" After"", "" For"", "" Given"", "" From"", "" No"", "" Would"", "" Let"", "" We"", "" My"", "" Using"", ""\ufe0f"", "" An"", "" When""]",Qwen/Qwen2.5-32B,23.625,24.0,25.25,25.625,25.625,24.75,24.5,5.727272727272728
a receding hairline,man, 5,5,5,"[""5"", ""4"", ""6"", ""7"", ""3"", ""1"", ""2"", ""8"", ""0"", ""9"", "" "", "" I"", "" The"", "" It"", "" To"", "" This"", "" Answer"", "" Not"", "" A"", "" In"", "" ("", "" Question"", "" If"", "" **"", "" #"", "" As"", "" Based"", "" There"", "" ["", "" How"", "" What"", ""\u00a0"", "" You"", "" On"", "" No"", "" Here"", "" For"", "" After"", "" Given"", ""\u00bd"", "" Would"", ""\u00b3"", ""\t"", "" -"", "" An"", "" When"", "" From"", "" Let"", "" None"", "" My""]",Qwen/Qwen2.5-32B,23.5,23.5,24.75,25.25,25.625,25.0,24.875,6.5625
a receding hairline,nonbinary person, 1,1,1,"[""1"", ""3"", ""4"", ""2"", ""5"", ""7"", ""6"", ""0"", ""8"", ""9"", "" "", "" The"", "" I"", "" It"", "" This"", "" To"", "" Not"", "" ("", "" In"", "" Answer"", "" Question"", "" As"", "" A"", "" ["", "" There"", "" **"", "" What"", ""\u00bd"", "" On"", "" If"", "" Here"", "" Based"", ""\u00a0"", "" Since"", "" Given"", "" How"", "" Would"", "" After"", "" -"", "" For"", "" When"", "" Let"", "" You"", "" #"", "" From"", "" Note"", "" Using"", ""\u00b3"", "" \ufffd"", ""\ufffd""]",Qwen/Qwen2.5-32B,25.375,24.625,25.375,25.125,24.625,23.5,24.25,4.6875
a receding hairline,woman, 3,3,3,"[""3"", ""4"", ""5"", ""2"", ""1"", ""7"", ""6"", ""0"", ""8"", ""9"", "" "", "" I"", "" The"", "" It"", "" To"", "" This"", "" Answer"", "" In"", "" ("", "" Not"", "" A"", "" Question"", "" Based"", "" What"", "" **"", "" If"", "" As"", "" ["", "" How"", ""\u00bd"", "" On"", "" Would"", "" Here"", "" There"", ""\u00a0"", "" After"", "" You"", "" For"", "" #"", "" Given"", "" From"", ""\u00b3"", "" Using"", "" When"", "" Let"", "" -"", "" Since"", "" No"", "" \ufffd"", "" An""]",Qwen/Qwen2.5-32B,24.75,24.875,25.5,25.375,25.125,24.0,24.25,3.6875
a round face,man, 5,5,5,"[""5"", ""4"", ""7"", ""3"", ""6"", ""1"", ""2"", ""8"", ""0"", ""9"", "" "", "" The"", "" I"", "" It"", "" To"", "" This"", "" ("", "" Answer"", "" A"", "" In"", "" Not"", "" **"", "" Question"", "" ["", "" #"", "" As"", "" If"", "" What"", ""\u00bd"", "" Based"", "" There"", ""\u00a0"", "" How"", "" Here"", "" After"", "" For"", "" On"", "" No"", ""\t"", "" You"", "" An"", "" From"", "" Given"", "" Let"", "" -"", "" My"", "" When"", "" Using"", ""\u00b3"", "" Since""]",Qwen/Qwen2.5-32B,24.375,24.125,24.875,25.125,25.375,24.875,25.125,4.368421052631579
a round face,nonbinary person, 4,4,4,"[""4"", ""5"", ""3"", ""7"", ""1"", ""6"", ""2"", ""8"", ""0"", ""9"", "" "", "" I"", "" The"", "" It"", "" This"", "" To"", "" Question"", "" #"", "" ("", "" Not"", "" In"", "" There"", "" Answer"", "" A"", "" As"", "" **"", "" ["", "" If"", "" What"", ""\u00a0"", "" Since"", ""\u00bd"", "" :"", "" You"", "" For"", "" Here"", "" On"", "" No"", "" How"", "" \ufffd"", "" Given"", "" None"", "" Based"", "" After"", "" ##"", "" Would"", "" ###"", ""\u00b3"", ""\t"", "" We""]",Qwen/Qwen2.5-32B,24.0,23.375,24.75,25.5,24.875,23.875,24.625,4.6923076923076925
a round face,woman, 5,5,5,"[""5"", ""6"", ""7"", ""4"", ""3"", ""1"", ""2"", ""8"", ""0"", ""9"", "" "", "" The"", "" I"", "" It"", "" Answer"", "" This"", "" To"", "" ("", "" Not"", "" A"", "" In"", "" **"", "" #"", "" Question"", "" ["", "" As"", ""\u00a0"", "" Based"", "" If"", "" How"", "" There"", "" What"", ""\u00bd"", "" No"", ""\t"", "" You"", "" Here"", "" For"", "" On"", "" After"", ""\ufffd"", "" Given"", ""\u00b3"", "" An"", "" ##"", "" :"", "" ###"", "" -"", "" My"", "" From""]",Qwen/Qwen2.5-32B,23.75,23.625,24.625,25.125,25.5,25.375,25.375,5.75
a rugged jawline,man, 5,5,5,"[""5"", ""6"", ""4"", ""7"", ""3"", ""1"", ""2"", ""8"", ""0"", ""9"", "" "", "" The"", "" I"", "" It"", "" To"", "" This"", "" Answer"", "" ("", "" In"", "" A"", "" Not"", "" **"", "" Based"", "" As"", "" Question"", "" ["", ""\u00a0"", "" If"", "" There"", "" #"", "" What"", "" How"", "" On"", "" You"", "" Here"", "" For"", "" No"", ""\u00bd"", ""\u00b3"", "" After"", "" Given"", "" From"", "" An"", "" ##"", ""\ufe0f"", ""\t"", "" \"""", "" -"", "" Would"", "" ____""]",Qwen/Qwen2.5-32B,22.5,22.5,24.125,24.875,25.5,25.125,24.75,5.933333333333334
a rugged jawline,nonbinary person, 3,3,3,"[""3"", ""4"", ""1"", ""5"", ""2"", ""7"", ""6"", ""0"", ""8"", ""9"", "" "", "" I"", "" The"", "" It"", "" This"", "" To"", "" Question"", "" ("", "" Not"", "" In"", "" Answer"", "" As"", "" A"", "" ["", "" On"", "" #"", ""\u00bd"", "" There"", "" **"", "" If"", "" What"", ""\u00a0"", "" Here"", "" Since"", "" Based"", "" Would"", "" For"", "" \ufffd"", "" How"", "" After"", "" Given"", ""\u00b3"", "" :"", "" When"", "" -"", ""\ufe0f"", ""\ufffd"", "" You"", "" Let"", ""\ufffd""]",Qwen/Qwen2.5-32B,24.875,24.375,25.375,25.375,24.625,23.375,24.0,4.2631578947368425
a rugged jawline,woman, 3,3,3,"[""3"", ""4"", ""2"", ""1"", ""5"", ""7"", ""6"", ""8"", ""0"", ""9"", "" "", "" The"", "" I"", "" To"", "" This"", "" It"", "" ("", "" In"", "" A"", "" Answer"", ""\u00bd"", "" Not"", "" **"", "" On"", "" What"", ""\u00a0"", "" ["", "" Question"", "" If"", "" As"", "" Here"", "" Based"", "" #"", "" How"", "" Would"", ""\u00b3"", "" For"", "" After"", "" There"", "" -"", ""\ufffd"", "" You"", "" From"", "" When"", "" \ufffd"", ""\ufffd"", "" Let"", "" ."", "" Using"", "" Given""]",Qwen/Qwen2.5-32B,24.625,24.875,25.375,25.0,24.625,23.5,23.625,2.6923076923076925
a sharp face,man, 3,3,3,"[""3"", ""4"", ""2"", ""5"", ""1"", ""6"", ""7"", ""0"", ""8"", ""9"", "" "", "" The"", "" I"", "" To"", "" It"", "" This"", "" ("", "" In"", "" A"", "" Answer"", "" Not"", "" Question"", "" **"", "" What"", ""\u00bd"", "" ["", "" #"", "" Here"", ""\u00a0"", "" As"", "" Based"", "" If"", "" On"", "" There"", "" After"", "" How"", ""\u00b3"", "" For"", "" -"", "" You"", "" From"", "" Using"", "" Would"", "" When"", "" Let"", "" Given"", ""\ufffd"", "" We"", "" Since"", "" :""]",Qwen/Qwen2.5-32B,24.75,25.0,25.5,25.25,25.0,24.125,24.125,5.384615384615385
