text_id,attribute_text_id,text,attribute,intext_gender,llm_gender,llm_reasoning,gender_match,indomain_strct,llm_response,attribute_original,attribute_normalized
8,4.0,"I ran my hand down his stone chest now, tracing across the flat planes of his stomach, just marveling.",the flat planes of a stomach,male,male,"The text uses the pronoun 'his' to describe the person whose stomach is being referred to, explicitly suggesting the person's gender as male.",True,False,"original_sentence='I ran my hand down his stone chest now, tracing across the flat planes of his stomach, just marveling.' physical_attributes=[PhysicalAttribute(attribute='a stone chest', gender='male', reasoning=""The text uses the pronoun 'his' to refer to the person with the current attribute ('a stone chest'), explicitly suggesting the person's gender as male.""), PhysicalAttribute(attribute='the flat planes of a stomach', gender='male', reasoning=""The text uses the pronoun 'his' to describe the person whose stomach is being referred to, explicitly suggesting the person's gender as male."")]",the flat planes of a stomach,the flat planes of a stomach
9,,"“Wait,” I said, gripping his shoulders and hugging myself close to him.",,male,,,False,False,"original_sentence='“Wait,” I said, gripping his shoulders and hugging myself close to him.' physical_attributes=[]",,
10,5.0,"And then Jasper’s face was peering in my window, his honey hair silver in the weak moonlight that worked through the clouds.",honey hair,male,male,"The text uses the pronoun 'his' to refer to the person with the current attribute ('honey hair'), explicitly suggesting the person's gender as male.",True,False,"original_sentence='And then Jasper’s face was peering in my window, his honey hair silver in the weak moonlight that worked through the clouds.' physical_attributes=[PhysicalAttribute(attribute='honey hair', gender='male', reasoning=""The text uses the pronoun 'his' to refer to the person with the current attribute ('honey hair'), explicitly suggesting the person's gender as male.""), PhysicalAttribute(attribute='a peering face', gender='male', reasoning=""The text uses the name 'Jasper', which is typically a male name, indicating the person's gender."")]",honey hair,honey hair
10,5.0,"And then Jasper’s face was peering in my window, his honey hair silver in the weak moonlight that worked through the clouds.",a peering face,male,male,"The text uses the name 'Jasper', which is typically a male name, indicating the person's gender.",True,False,"original_sentence='And then Jasper’s face was peering in my window, his honey hair silver in the weak moonlight that worked through the clouds.' physical_attributes=[PhysicalAttribute(attribute='honey hair', gender='male', reasoning=""The text uses the pronoun 'his' to refer to the person with the current attribute ('honey hair'), explicitly suggesting the person's gender as male.""), PhysicalAttribute(attribute='a peering face', gender='male', reasoning=""The text uses the name 'Jasper', which is typically a male name, indicating the person's gender."")]",a peering face,a peering face
11,6.0,Light brown curls framed his cherubic face with its round cheeks and full lips.,light brown curls,male,male,"The text uses the pronoun 'his' to refer to the person with the current attribute ('light brown curls'), explicitly suggesting the person's gender as male.",True,False,"original_sentence='Light brown curls framed his cherubic face with its round cheeks and full lips.' physical_attributes=[PhysicalAttribute(attribute='light brown curls', gender='male', reasoning=""The text uses the pronoun 'his' to refer to the person with the current attribute ('light brown curls'), explicitly suggesting the person's gender as male.""), PhysicalAttribute(attribute='a cherubic face', gender='male', reasoning=""The text uses the pronoun 'his' to refer to the person with the current attribute ('a cherubic face'), explicitly suggesting the person's gender as male.""), PhysicalAttribute(attribute='round cheeks', gender='male', reasoning=""The text uses the pronoun 'his' to refer to the person with the current attribute ('round cheeks'), explicitly suggesting the person's gender as male.""), PhysicalAttribute(attribute='full lips', gender='male', reasoning=""The text uses the pronoun 'his' to refer to the person with the current attribute ('full lips'), explicitly suggesting the person's gender as male."")]",light brown curls,light brown curls
11,6.0,Light brown curls framed his cherubic face with its round cheeks and full lips.,a cherubic face,male,male,"The text uses the pronoun 'his' to refer to the person with the current attribute ('a cherubic face'), explicitly suggesting the person's gender as male.",True,True,"original_sentence='Light brown curls framed his cherubic face with its round cheeks and full lips.' physical_attributes=[PhysicalAttribute(attribute='light brown curls', gender='male', reasoning=""The text uses the pronoun 'his' to refer to the person with the current attribute ('light brown curls'), explicitly suggesting the person's gender as male.""), PhysicalAttribute(attribute='a cherubic face', gender='male', reasoning=""The text uses the pronoun 'his' to refer to the person with the current attribute ('a cherubic face'), explicitly suggesting the person's gender as male.""), PhysicalAttribute(attribute='round cheeks', gender='male', reasoning=""The text uses the pronoun 'his' to refer to the person with the current attribute ('round cheeks'), explicitly suggesting the person's gender as male.""), PhysicalAttribute(attribute='full lips', gender='male', reasoning=""The text uses the pronoun 'his' to refer to the person with the current attribute ('full lips'), explicitly suggesting the person's gender as male."")]",a cherubic face,a cherubic face
11,6.0,Light brown curls framed his cherubic face with its round cheeks and full lips.,round cheeks,male,male,"The text uses the pronoun 'his' to refer to the person with the current attribute ('round cheeks'), explicitly suggesting the person's gender as male.",True,False,"original_sentence='Light brown curls framed his cherubic face with its round cheeks and full lips.' physical_attributes=[PhysicalAttribute(attribute='light brown curls', gender='male', reasoning=""The text uses the pronoun 'his' to refer to the person with the current attribute ('light brown curls'), explicitly suggesting the person's gender as male.""), PhysicalAttribute(attribute='a cherubic face', gender='male', reasoning=""The text uses the pronoun 'his' to refer to the person with the current attribute ('a cherubic face'), explicitly suggesting the person's gender as male.""), PhysicalAttribute(attribute='round cheeks', gender='male', reasoning=""The text uses the pronoun 'his' to refer to the person with the current attribute ('round cheeks'), explicitly suggesting the person's gender as male.""), PhysicalAttribute(attribute='full lips', gender='male', reasoning=""The text uses the pronoun 'his' to refer to the person with the current attribute ('full lips'), explicitly suggesting the person's gender as male."")]",round cheeks,round cheeks
11,6.0,Light brown curls framed his cherubic face with its round cheeks and full lips.,full lips,male,male,"The text uses the pronoun 'his' to refer to the person with the current attribute ('full lips'), explicitly suggesting the person's gender as male.",True,True,"original_sentence='Light brown curls framed his cherubic face with its round cheeks and full lips.' physical_attributes=[PhysicalAttribute(attribute='light brown curls', gender='male', reasoning=""The text uses the pronoun 'his' to refer to the person with the current attribute ('light brown curls'), explicitly suggesting the person's gender as male.""), PhysicalAttribute(attribute='a cherubic face', gender='male', reasoning=""The text uses the pronoun 'his' to refer to the person with the current attribute ('a cherubic face'), explicitly suggesting the person's gender as male.""), PhysicalAttribute(attribute='round cheeks', gender='male', reasoning=""The text uses the pronoun 'his' to refer to the person with the current attribute ('round cheeks'), explicitly suggesting the person's gender as male.""), PhysicalAttribute(attribute='full lips', gender='male', reasoning=""The text uses the pronoun 'his' to refer to the person with the current attribute ('full lips'), explicitly suggesting the person's gender as male."")]",full lips,full lips
12,7.0,"Alice’s short black hair was not in its usual spiky do—it was smoothed into sleek pin curls around her pixie face, which wore a contrastingly businesslike expression.",short black hair,female,female,"The text uses the name 'Alice', which is a common female name, and the pronoun 'her' to refer to 'short black hair', explicitly suggesting the person's gender as female.",True,False,"original_sentence='Alice’s short black hair was not in its usual spiky do—it was smoothed into sleek pin curls around her pixie face, which wore a contrastingly businesslike expression.' physical_attributes=[PhysicalAttribute(attribute='short black hair', gender='female', reasoning=""The text uses the name 'Alice', which is a common female name, and the pronoun 'her' to refer to 'short black hair', explicitly suggesting the person's gender as female.""), PhysicalAttribute(attribute='sleek pin curls', gender='female', reasoning=""The text uses the name 'Alice', which is a common female name, and the pronoun 'her' to refer to 'sleek pin curls', explicitly suggesting the person's gender as female.""), PhysicalAttribute(attribute='a pixie face', gender='female', reasoning=""The text uses the name 'Alice', which is a common female name, and the pronoun 'her' to refer to 'a pixie face', explicitly suggesting the person's gender as female."")]",short black hair,short black hair
12,7.0,"Alice’s short black hair was not in its usual spiky do—it was smoothed into sleek pin curls around her pixie face, which wore a contrastingly businesslike expression.",sleek pin curls,female,female,"The text uses the name 'Alice', which is a common female name, and the pronoun 'her' to refer to 'sleek pin curls', explicitly suggesting the person's gender as female.",True,False,"original_sentence='Alice’s short black hair was not in its usual spiky do—it was smoothed into sleek pin curls around her pixie face, which wore a contrastingly businesslike expression.' physical_attributes=[PhysicalAttribute(attribute='short black hair', gender='female', reasoning=""The text uses the name 'Alice', which is a common female name, and the pronoun 'her' to refer to 'short black hair', explicitly suggesting the person's gender as female.""), PhysicalAttribute(attribute='sleek pin curls', gender='female', reasoning=""The text uses the name 'Alice', which is a common female name, and the pronoun 'her' to refer to 'sleek pin curls', explicitly suggesting the person's gender as female.""), PhysicalAttribute(attribute='a pixie face', gender='female', reasoning=""The text uses the name 'Alice', which is a common female name, and the pronoun 'her' to refer to 'a pixie face', explicitly suggesting the person's gender as female."")]",sleek pin curls,sleek pin curls
12,7.0,"Alice’s short black hair was not in its usual spiky do—it was smoothed into sleek pin curls around her pixie face, which wore a contrastingly businesslike expression.",a pixie face,female,female,"The text uses the name 'Alice', which is a common female name, and the pronoun 'her' to refer to 'a pixie face', explicitly suggesting the person's gender as female.",True,False,"original_sentence='Alice’s short black hair was not in its usual spiky do—it was smoothed into sleek pin curls around her pixie face, which wore a contrastingly businesslike expression.' physical_attributes=[PhysicalAttribute(attribute='short black hair', gender='female', reasoning=""The text uses the name 'Alice', which is a common female name, and the pronoun 'her' to refer to 'short black hair', explicitly suggesting the person's gender as female.""), PhysicalAttribute(attribute='sleek pin curls', gender='female', reasoning=""The text uses the name 'Alice', which is a common female name, and the pronoun 'her' to refer to 'sleek pin curls', explicitly suggesting the person's gender as female.""), PhysicalAttribute(attribute='a pixie face', gender='female', reasoning=""The text uses the name 'Alice', which is a common female name, and the pronoun 'her' to refer to 'a pixie face', explicitly suggesting the person's gender as female."")]",a pixie face,a pixie face
13,8.0,It was after lunchtime when Rosalie glided past the bathroom door in a shimmery silver gown with her golden hair piled up in a soft crown on top of her head.,golden hair,female,female,"The text refers to 'Rosalie', a name commonly associated with females, and uses the pronoun 'her' to describe the hair.",True,True,"original_sentence='It was after lunchtime when Rosalie glided past the bathroom door in a shimmery silver gown with her golden hair piled up in a soft crown on top of her head.' physical_attributes=[PhysicalAttribute(attribute='golden hair', gender='female', reasoning=""The text refers to 'Rosalie', a name commonly associated with females, and uses the pronoun 'her' to describe the hair.""), PhysicalAttribute(attribute='a soft crown of hair', gender='female', reasoning=""The text refers to 'Rosalie', a name commonly associated with females, and uses the pronoun 'her' to describe the hair."")]",golden hair,golden hair
13,8.0,It was after lunchtime when Rosalie glided past the bathroom door in a shimmery silver gown with her golden hair piled up in a soft crown on top of her head.,a soft crown of hair,female,female,"The text refers to 'Rosalie', a name commonly associated with females, and uses the pronoun 'her' to describe the hair.",True,False,"original_sentence='It was after lunchtime when Rosalie glided past the bathroom door in a shimmery silver gown with her golden hair piled up in a soft crown on top of her head.' physical_attributes=[PhysicalAttribute(attribute='golden hair', gender='female', reasoning=""The text refers to 'Rosalie', a name commonly associated with females, and uses the pronoun 'her' to describe the hair.""), PhysicalAttribute(attribute='a soft crown of hair', gender='female', reasoning=""The text refers to 'Rosalie', a name commonly associated with females, and uses the pronoun 'her' to describe the hair."")]",a soft crown of hair,a soft crown of hair
14,,My knees shook so badly as she fastened the long line of pearl buttons up my back that the satin quivered in little wavelets down to the floor.,,female,,,False,False,original_sentence='My knees shook so badly as she fastened the long line of pearl buttons up my back that the satin quivered in little wavelets down to the floor.' physical_attributes=[],,
15,,Alice stepped up and quickly slid both combs into my hair under the edge of the thick braids.,,unknown,,,False,False,original_sentence='Alice stepped up and quickly slid both combs into my hair under the edge of the thick braids.' physical_attributes=[],,
16,,"I didn’t lift my eyes until my feet were safely on the flat ground, though I could hear the murmurs and rustling of the audience as I came into view.",,unknown,,,False,False,"original_sentence='I didn’t lift my eyes until my feet were safely on the flat ground, though I could hear the murmurs and rustling of the audience as I came into view.' physical_attributes=[]",,
17,,"For a brief second, I was distracted by the profusion of white blossoms that hung in garlands from everything in the room that wasn’t alive, dripping with long lines of white gossamer ribbons.",,unknown,,,False,False,"original_sentence='For a brief second, I was distracted by the profusion of white blossoms that hung in garlands from everything in the room that wasn’t alive, dripping with long lines of white gossamer ribbons.' physical_attributes=[]",,
18,9.0,"Her face was thin and fierce, an expression that was accented by her short, severe hairstyle; it was as short as her daughter Leah’s—I wondered if she’d cut it the same way in a show of solidarity.",a thin face,female,female,"The text uses the pronoun 'her' to refer to the person with the current attribute ('a thin face'), explicitly suggesting the person's gender as female.",True,True,"original_sentence='Her face was thin and fierce, an expression that was accented by her short, severe hairstyle; it was as short as her daughter Leah’s—I wondered if she’d cut it the same way in a show of solidarity.' physical_attributes=[PhysicalAttribute(attribute='a thin face', gender='female', reasoning=""The text uses the pronoun 'her' to refer to the person with the current attribute ('a thin face'), explicitly suggesting the person's gender as female.""), PhysicalAttribute(attribute='a fierce face', gender='female', reasoning=""The text uses the pronoun 'her' to refer to the person with the current attribute ('a fierce face'), explicitly suggesting the person's gender as female.""), PhysicalAttribute(attribute='a short hairstyle', gender='female', reasoning=""The text uses the pronoun 'her' to describe the person with the current attribute ('a short hairstyle'), explicitly suggesting the person's gender as female.""), PhysicalAttribute(attribute='a severe hairstyle', gender='female', reasoning=""The text uses the pronoun 'her' to describe the person with the current attribute ('a severe hairstyle'), explicitly suggesting the person's gender as female."")]",a thin face,a thin face
18,9.0,"Her face was thin and fierce, an expression that was accented by her short, severe hairstyle; it was as short as her daughter Leah’s—I wondered if she’d cut it the same way in a show of solidarity.",a fierce face,female,female,"The text uses the pronoun 'her' to refer to the person with the current attribute ('a fierce face'), explicitly suggesting the person's gender as female.",True,True,"original_sentence='Her face was thin and fierce, an expression that was accented by her short, severe hairstyle; it was as short as her daughter Leah’s—I wondered if she’d cut it the same way in a show of solidarity.' physical_attributes=[PhysicalAttribute(attribute='a thin face', gender='female', reasoning=""The text uses the pronoun 'her' to refer to the person with the current attribute ('a thin face'), explicitly suggesting the person's gender as female.""), PhysicalAttribute(attribute='a fierce face', gender='female', reasoning=""The text uses the pronoun 'her' to refer to the person with the current attribute ('a fierce face'), explicitly suggesting the person's gender as female.""), PhysicalAttribute(attribute='a short hairstyle', gender='female', reasoning=""The text uses the pronoun 'her' to describe the person with the current attribute ('a short hairstyle'), explicitly suggesting the person's gender as female.""), PhysicalAttribute(attribute='a severe hairstyle', gender='female', reasoning=""The text uses the pronoun 'her' to describe the person with the current attribute ('a severe hairstyle'), explicitly suggesting the person's gender as female."")]",a fierce face,a fierce face
18,9.0,"Her face was thin and fierce, an expression that was accented by her short, severe hairstyle; it was as short as her daughter Leah’s—I wondered if she’d cut it the same way in a show of solidarity.",a short hairstyle,female,female,"The text uses the pronoun 'her' to describe the person with the current attribute ('a short hairstyle'), explicitly suggesting the person's gender as female.",True,True,"original_sentence='Her face was thin and fierce, an expression that was accented by her short, severe hairstyle; it was as short as her daughter Leah’s—I wondered if she’d cut it the same way in a show of solidarity.' physical_attributes=[PhysicalAttribute(attribute='a thin face', gender='female', reasoning=""The text uses the pronoun 'her' to refer to the person with the current attribute ('a thin face'), explicitly suggesting the person's gender as female.""), PhysicalAttribute(attribute='a fierce face', gender='female', reasoning=""The text uses the pronoun 'her' to refer to the person with the current attribute ('a fierce face'), explicitly suggesting the person's gender as female.""), PhysicalAttribute(attribute='a short hairstyle', gender='female', reasoning=""The text uses the pronoun 'her' to describe the person with the current attribute ('a short hairstyle'), explicitly suggesting the person's gender as female.""), PhysicalAttribute(attribute='a severe hairstyle', gender='female', reasoning=""The text uses the pronoun 'her' to describe the person with the current attribute ('a severe hairstyle'), explicitly suggesting the person's gender as female."")]",a short hairstyle,a short hairstyle
18,9.0,"Her face was thin and fierce, an expression that was accented by her short, severe hairstyle; it was as short as her daughter Leah’s—I wondered if she’d cut it the same way in a show of solidarity.",a severe hairstyle,female,female,"The text uses the pronoun 'her' to describe the person with the current attribute ('a severe hairstyle'), explicitly suggesting the person's gender as female.",True,True,"original_sentence='Her face was thin and fierce, an expression that was accented by her short, severe hairstyle; it was as short as her daughter Leah’s—I wondered if she’d cut it the same way in a show of solidarity.' physical_attributes=[PhysicalAttribute(attribute='a thin face', gender='female', reasoning=""The text uses the pronoun 'her' to refer to the person with the current attribute ('a thin face'), explicitly suggesting the person's gender as female.""), PhysicalAttribute(attribute='a fierce face', gender='female', reasoning=""The text uses the pronoun 'her' to refer to the person with the current attribute ('a fierce face'), explicitly suggesting the person's gender as female.""), PhysicalAttribute(attribute='a short hairstyle', gender='female', reasoning=""The text uses the pronoun 'her' to describe the person with the current attribute ('a short hairstyle'), explicitly suggesting the person's gender as female.""), PhysicalAttribute(attribute='a severe hairstyle', gender='female', reasoning=""The text uses the pronoun 'her' to describe the person with the current attribute ('a severe hairstyle'), explicitly suggesting the person's gender as female."")]",a severe hairstyle,a severe hairstyle
19,10.0,There was the old man in the wheelchair with the lined face and the white smile that everyone else saw.,a lined face,unknown,male,"The text describes 'the old man', which clearly indicates the person's gender as male.",False,True,"original_sentence='There was the old man in the wheelchair with the lined face and the white smile that everyone else saw.' physical_attributes=[PhysicalAttribute(attribute='a lined face', gender='male', reasoning=""The text describes 'the old man', which clearly indicates the person's gender as male.""), PhysicalAttribute(attribute='a white smile', gender='male', reasoning=""The text describes 'the old man', which clearly indicates the person's gender as male."")]",a lined face,a lined face
19,10.0,There was the old man in the wheelchair with the lined face and the white smile that everyone else saw.,a white smile,unknown,male,"The text describes 'the old man', which clearly indicates the person's gender as male.",False,True,"original_sentence='There was the old man in the wheelchair with the lined face and the white smile that everyone else saw.' physical_attributes=[PhysicalAttribute(attribute='a lined face', gender='male', reasoning=""The text describes 'the old man', which clearly indicates the person's gender as male.""), PhysicalAttribute(attribute='a white smile', gender='male', reasoning=""The text describes 'the old man', which clearly indicates the person's gender as male."")]",a white smile,a white smile
20,,"And then there was the direct descendant of a long line of powerful, magical chieftains, cloaked in the authority he’d been born with.",,male,,,False,False,"original_sentence='And then there was the direct descendant of a long line of powerful, magical chieftains, cloaked in the authority he’d been born with.' physical_attributes=[]",,
21,,And they were all four so beautiful that it made my stomach hurt.,,unknown,,,False,False,original_sentence='And they were all four so beautiful that it made my stomach hurt.' physical_attributes=[],,
22,11.0,Their eyes were huge as they took in the Denali clan.,huge eyes,unknown,unknown,"The text uses the pronoun 'their' which does not specify any gender, leaving the gender of the person with 'huge eyes' unknown.",True,True,"original_sentence='Their eyes were huge as they took in the Denali clan.' physical_attributes=[PhysicalAttribute(attribute='huge eyes', gender='unknown', reasoning=""The text uses the pronoun 'their' which does not specify any gender, leaving the gender of the person with 'huge eyes' unknown."")]",huge eyes,huge eyes
23,,"I’m already lonely.” I spoke through a tight throat, trying to make a joke of it.",,unknown,,,False,False,"original_sentence='I’m already lonely.” I spoke through a tight throat, trying to make a joke of it.' physical_attributes=[]",,
24,12.0,"Her skin was cream and roses, her eyes were huge with excitement and framed with thick lashes.",cream and roses skin,female,female,"The text uses the pronoun 'her' to refer to the person with the attribute ('cream and roses skin'), explicitly suggesting the person's gender as female.",True,False,"original_sentence='Her skin was cream and roses, her eyes were huge with excitement and framed with thick lashes.' physical_attributes=[PhysicalAttribute(attribute='cream and roses skin', gender='female', reasoning=""The text uses the pronoun 'her' to refer to the person with the attribute ('cream and roses skin'), explicitly suggesting the person's gender as female.""), PhysicalAttribute(attribute='huge eyes', gender='female', reasoning=""The text uses the pronoun 'her' to refer to the person with the attribute ('huge eyes'), explicitly suggesting the person's gender as female.""), PhysicalAttribute(attribute='thick lashes', gender='female', reasoning=""The text uses the pronoun 'her' to refer to the person with the attribute ('thick lashes'), explicitly suggesting the person's gender as female."")]",cream and roses skin,cream and roses skin
24,12.0,"Her skin was cream and roses, her eyes were huge with excitement and framed with thick lashes.",huge eyes,female,female,"The text uses the pronoun 'her' to refer to the person with the attribute ('huge eyes'), explicitly suggesting the person's gender as female.",True,True,"original_sentence='Her skin was cream and roses, her eyes were huge with excitement and framed with thick lashes.' physical_attributes=[PhysicalAttribute(attribute='cream and roses skin', gender='female', reasoning=""The text uses the pronoun 'her' to refer to the person with the attribute ('cream and roses skin'), explicitly suggesting the person's gender as female.""), PhysicalAttribute(attribute='huge eyes', gender='female', reasoning=""The text uses the pronoun 'her' to refer to the person with the attribute ('huge eyes'), explicitly suggesting the person's gender as female.""), PhysicalAttribute(attribute='thick lashes', gender='female', reasoning=""The text uses the pronoun 'her' to refer to the person with the attribute ('thick lashes'), explicitly suggesting the person's gender as female."")]",huge eyes,huge eyes
24,12.0,"Her skin was cream and roses, her eyes were huge with excitement and framed with thick lashes.",thick lashes,female,female,"The text uses the pronoun 'her' to refer to the person with the attribute ('thick lashes'), explicitly suggesting the person's gender as female.",True,False,"original_sentence='Her skin was cream and roses, her eyes were huge with excitement and framed with thick lashes.' physical_attributes=[PhysicalAttribute(attribute='cream and roses skin', gender='female', reasoning=""The text uses the pronoun 'her' to refer to the person with the attribute ('cream and roses skin'), explicitly suggesting the person's gender as female.""), PhysicalAttribute(attribute='huge eyes', gender='female', reasoning=""The text uses the pronoun 'her' to refer to the person with the attribute ('huge eyes'), explicitly suggesting the person's gender as female.""), PhysicalAttribute(attribute='thick lashes', gender='female', reasoning=""The text uses the pronoun 'her' to refer to the person with the attribute ('thick lashes'), explicitly suggesting the person's gender as female."")]",thick lashes,thick lashes
25,13.0,"The narrow sheath of the shimmering white dress flared out subtly at the train almost like an inverted calla lily, cut so skillfully that her body looked elegant and graceful— while it was motionless, at least.",an elegant body,female,female,"The text uses the pronoun 'her' to refer to the person whose body is described as elegant, explicitly suggesting the person's gender as female.",True,True,"original_sentence='The narrow sheath of the shimmering white dress flared out subtly at the train almost like an inverted calla lily, cut so skillfully that her body looked elegant and graceful— while it was motionless, at least.' physical_attributes=[PhysicalAttribute(attribute='an elegant body', gender='female', reasoning=""The text uses the pronoun 'her' to refer to the person whose body is described as elegant, explicitly suggesting the person's gender as female.""), PhysicalAttribute(attribute='a graceful body', gender='female', reasoning=""The text uses the pronoun 'her' to refer to the person whose body is described as graceful, explicitly suggesting the person's gender as female."")]",an elegant body,an elegant body
25,13.0,"The narrow sheath of the shimmering white dress flared out subtly at the train almost like an inverted calla lily, cut so skillfully that her body looked elegant and graceful— while it was motionless, at least.",a graceful body,female,female,"The text uses the pronoun 'her' to refer to the person whose body is described as graceful, explicitly suggesting the person's gender as female.",True,True,"original_sentence='The narrow sheath of the shimmering white dress flared out subtly at the train almost like an inverted calla lily, cut so skillfully that her body looked elegant and graceful— while it was motionless, at least.' physical_attributes=[PhysicalAttribute(attribute='an elegant body', gender='female', reasoning=""The text uses the pronoun 'her' to refer to the person whose body is described as elegant, explicitly suggesting the person's gender as female.""), PhysicalAttribute(attribute='a graceful body', gender='female', reasoning=""The text uses the pronoun 'her' to refer to the person whose body is described as graceful, explicitly suggesting the person's gender as female."")]",a graceful body,a graceful body
26,,Edward kept his grip under my elbow until another set of strong hands caught me in the darkness.,,male,,,False,False,original_sentence='Edward kept his grip under my elbow until another set of strong hands caught me in the darkness.' physical_attributes=[],,
27,14.0,The heat from Jacob’s skin burned right through the thin satin dress as he pulled me close.,thin skin,male,male,"The attribute 'thin skin' describes Jacob's skin, and the name 'Jacob' is a common male name, suggesting the person's gender is male.",True,True,"original_sentence='The heat from Jacob’s skin burned right through the thin satin dress as he pulled me close.' physical_attributes=[PhysicalAttribute(attribute='thin skin', gender='male', reasoning=""The attribute 'thin skin' describes Jacob's skin, and the name 'Jacob' is a common male name, suggesting the person's gender is male."")]",thin skin,thin skin
