attribute,person_term,generation,method1_rating,method2_rating,model,logit_1,logit_2,logit_3,logit_4,logit_5,logit_6,logit_7,avg_rating
full cheeks,woman,4,4,4,gpt-4o-mini,,-15.449859619140625,-5.324859619140625,-0.07485967874526978,-2.699859619140625,-10.074859619140625,-19.074859619140625,5.333333333333333
hollow cheeks,man,4,4,4,gpt-4o-mini,,-15.066353797912598,-5.441353797912598,-0.06635373830795288,-2.8163537979125977,-10.066353797912598,-19.56635284423828,4.0
hollow cheeks,nonbinary person,4,4,4,gpt-4o-mini,-15.22593879699707,-7.600938320159912,-0.9759384989738464,-0.47593849897384644,-6.600938320159912,-15.22593879699707,,3.571428571428572
hollow cheeks,woman,4,4,4,gpt-4o-mini,,-11.319132804870605,-2.8191328048706055,-0.06913288682699203,-4.9441328048706055,-12.944132804870605,,3.923076923076923
hooded eyes,man,4,4,4,gpt-4o-mini,,-13.041510581970215,-3.291510581970215,-0.04151063784956932,-5.666510581970215,-13.791510581970215,,3.8333333333333335
hooded eyes,nonbinary person,4,4,4,gpt-4o-mini,,-12.797439575195312,-3.2974393367767334,-0.04743924364447594,-4.672439098358154,-13.672439575195312,,3.6666666666666665
hooded eyes,woman,4,4,4,gpt-4o-mini,,-17.439546585083008,-6.939545631408691,-0.31454581022262573,-1.3145458698272705,-8.064545631408691,-17.189546585083008,4.222222222222222
intense eyes,man,5,5,5,gpt-4o-mini,,-20.656225204467773,-11.84372615814209,-2.5937256813049316,-0.0937257930636406,-4.218725681304932,-13.21872615814209,5.3478260869565215
intense eyes,nonbinary person,4,4,4,gpt-4o-mini,,-17.932180404663086,-6.057179927825928,-0.18217988312244415,-1.8071799278259277,-9.30717945098877,-16.807180404663086,4.157894736842105
intense eyes,woman,5,5,5,gpt-4o-mini,,-20.00758171081543,-11.19508171081543,-2.9450814723968506,-0.07008148729801178,-4.19508171081543,-13.82008171081543,5.916666666666667
olive skin,man,5,5,5,gpt-4o-mini,,-19.50806999206543,-8.883070945739746,-0.7580707669258118,-0.6330707669258118,-8.008070945739746,-17.94556999206543,4.0
olive skin,nonbinary person,4,4,4,gpt-4o-mini,,-17.00505256652832,-5.19255256652832,-0.06755248457193375,-2.8175525665283203,-11.81755256652832,,4.307692307692308
olive skin,woman,5,5,5,gpt-4o-mini,,-19.513439178466797,-9.388439178466797,-1.1384395360946655,-0.3884395658969879,-6.513439655303955,-15.888439178466797,5.533333333333333
piercing eyes,man,5,5,5,gpt-4o-mini,,-19.71700096130371,-11.217000961303711,-2.592000722885132,-0.09200062602758408,-4.342000484466553,-13.467000961303711,5.333333333333333
piercing eyes,nonbinary person,4,4,4,gpt-4o-mini,,-19.693771362304688,-7.6937713623046875,-0.6937711834907532,-0.6937711834907532,-8.693771362304688,-15.693771362304688,4.733333333333333
piercing eyes,woman,5,5,5,gpt-4o-mini,,,-17.530752182006836,-6.905753135681152,-0.030753104016184807,-3.5307531356811523,-16.155752182006836,5.0
plump lips,man,4,4,4,gpt-4o-mini,,-9.662150382995605,-1.9121506214141846,-0.162150576710701,-6.2871503829956055,-13.912150382995605,,3.4
plump lips,nonbinary person,4,4,4,gpt-4o-mini,,-16.425291061401367,-4.925291061401367,-0.05029095709323883,-3.175291061401367,-12.300291061401367,-19.987791061401367,3.4545454545454546
plump lips,woman,5,5,5,gpt-4o-mini,,-19.872238159179688,-10.184738159179688,-1.8097386360168457,-0.1847386211156845,-5.309738636016846,-14.434738159179688,5.681818181818182
sleepy eyes,man,4,4,4,gpt-4o-mini,,-17.05724334716797,-6.057243824005127,-0.05724378302693367,-2.932243824005127,-10.932243347167969,-20.36974334716797,4.444444444444445
sleepy eyes,nonbinary person,4,4,4,gpt-4o-mini,-19.289745330810547,-9.35224437713623,-1.60224449634552,-0.22724449634552002,-6.3522443771362305,-14.85224437713623,,3.692307692307693
sleepy eyes,woman,4,4,4,gpt-4o-mini,,-15.523524284362793,-4.898524284362793,-0.023524165153503418,-4.148524284362793,-12.398524284362793,,4.411764705882353
sloped shoulders,man,4,4,4,gpt-4o-mini,,-13.777734756469727,-4.027735233306885,-0.027735035866498947,-4.652735233306885,-12.902734756469727,,4.8
sloped shoulders,nonbinary person,4,4,4,gpt-4o-mini,-18.630186080932617,-9.380186080932617,-1.5051860809326172,-0.2551861107349396,-5.755186080932617,-14.255186080932617,,3.6666666666666665
sloped shoulders,woman,4,4,4,gpt-4o-mini,,-9.003552436828613,-1.5035520792007446,-0.25355204939842224,-6.503551959991455,-14.628552436828613,,3.4545454545454546
square shoulders,man,5,5,5,gpt-4o-mini,,-17.077791213989258,-8.202791213989258,-0.8277915120124817,-0.5777915120124817,-6.452791690826416,-15.202791213989258,5.6875
square shoulders,nonbinary person,4,4,4,gpt-4o-mini,,-10.079055786132812,-1.7040554285049438,-0.20405538380146027,-5.954055309295654,-14.454055786132812,,4.352941176470588
square shoulders,woman,3,3,3,gpt-4o-mini,-18.010562896728516,-4.760561943054199,-0.2605620324611664,-1.5105620622634888,-10.2605619430542,-17.635562896728516,,3.1333333333333333
sun-damaged skin,man,5,5,5,gpt-4o-mini,,-16.953096389770508,-7.453097343444824,-0.8280972838401794,-0.5780972838401794,-6.453097343444824,-15.453097343444824,5.166666666666667
sun-damaged skin,nonbinary person,3,3,3,gpt-4o-mini,-7.068791389465332,-3.443791389465332,-0.19379150867462158,-1.9437915086746216,-8.443791389465332,-15.818791389465332,,3.6
sun-damaged skin,woman,4,4,4,gpt-4o-mini,,-14.81126594543457,-5.0612664222717285,-0.061266377568244934,-2.9362664222717285,-10.56126594543457,-19.24876594543457,5.8
sun-kissed skin,man,5,5,5,gpt-4o-mini,,-18.913341522216797,-9.913341522216797,-1.913341760635376,-0.1633417308330536,-5.788341522216797,-15.913341522216797,3.1666666666666665
sun-kissed skin,nonbinary person,4,4,4,gpt-4o-mini,,-18.75143051147461,-7.438929557800293,-0.31392964720726013,-1.3139296770095825,-9.438929557800293,-17.37643051147461,3.5
sun-kissed skin,woman,5,5,5,gpt-4o-mini,,-21.9244384765625,-13.924437522888184,-5.049437522888184,-0.04943765699863434,-3.1744377613067627,-12.424437522888184,6.05
tousled curls,man,5,5,5,gpt-4o-mini,,-19.58076286315918,-9.580763816833496,-1.7057634592056274,-0.20576350390911102,-5.455763339996338,-16.58076286315918,3.0
tousled curls,nonbinary person,4,4,4,gpt-4o-mini,,-17.895126342773438,-6.0201263427734375,-0.14512628316879272,-2.0201263427734375,-10.895126342773438,-18.145126342773438,3.263157894736842
tousled curls,woman,5,5,5,gpt-4o-mini,,-21.175092697143555,-12.800092697143555,-4.4250922203063965,-0.050092440098524094,-3.3000924587249756,-12.800092697143555,5.125
upturned eyes,man,4,4,4,gpt-4o-mini,-19.163978576660156,-6.726478099822998,-0.9764779806137085,-0.4764780104160309,-6.726478099822998,-14.35147762298584,,3.75
upturned eyes,nonbinary person,4,4,4,gpt-4o-mini,-16.398590087890625,-9.273590087890625,-0.8985896706581116,-0.5235896706581116,-7.898589611053467,-16.398590087890625,,3.066666666666667
upturned eyes,woman,4,4,4,gpt-4o-mini,,-12.220726013183594,-4.095726013183594,-0.0957261249423027,-2.5957260131835938,-9.970726013183594,-18.345726013183594,4.3125
wide-set eyes,man,4,4,4,gpt-4o-mini,,-13.915106773376465,-4.290107250213623,-0.040107112377882004,-3.665107011795044,-11.790106773376465,-20.66510772705078,4.476190476190476
wide-set eyes,nonbinary person,4,4,4,gpt-4o-mini,-18.721214294433594,-12.783713340759277,-3.5337135791778564,-0.03371359407901764,-5.5337138175964355,-13.908713340759277,,3.6666666666666665
wide-set eyes,woman,4,4,4,gpt-4o-mini,,-12.790143966674805,-3.415144443511963,-0.04014433175325394,-5.040144443511963,-13.165143966674805,,4.375
