novel_name,attribute,count,frequency
gameofthrones1,flat eyes,1,0.16420361247947454
gameofthrones1,lifeless eyes,1,0.16420361247947454
gameofthrones1,lovely green eyes,1,0.16420361247947454
gameofthrones1,red cheeks,1,0.16420361247947454
gameofthrones1,burning cheeks,1,0.16420361247947454
gameofthrones1,large dark eyes,1,0.16420361247947454
gameofthrones1,fine black hair,1,0.16420361247947454
gameofthrones1,a sweet soft hungry mouth,1,0.16420361247947454
gameofthrones1,slim legs,1,0.16420361247947454
gameofthrones1,supple legs,1,0.16420361247947454
gameofthrones1,short legs,1,0.16420361247947454
gameofthrones1,stunted legs,1,0.16420361247947454
gameofthrones1,stout build,1,0.16420361247947454
gameofthrones1,a big round belly,1,0.16420361247947454
gameofthrones1,a sharp face,1,0.16420361247947454
gameofthrones1,half a foot shorter,1,0.16420361247947454
gameofthrones1,scarecrow thin,1,0.16420361247947454
gameofthrones1,hollow eyes,2,0.3284072249589491
gameofthrones1,bloody feet,1,0.16420361247947454
gameofthrones1,yellow hair,1,0.16420361247947454
gameofthrones1,red face,1,0.16420361247947454
gameofthrones1,squat stature,1,0.16420361247947454
gameofthrones1,thick physique,1,0.16420361247947454
gameofthrones1,huge hands,2,0.3284072249589491
gameofthrones1,red-and-white hair,1,0.16420361247947454
gameofthrones1,a handsome face,1,0.16420361247947454
gameofthrones1,very sharp teeth,1,0.16420361247947454
gameofthrones1,thick black hair,1,0.16420361247947454
gameofthrones1,deep blue eyes,2,0.3284072249589491
gameofthrones1,a broken nose,1,0.16420361247947454
gameofthrones1,burning blue eyes,1,0.16420361247947454
gameofthrones1,cold black hands,1,0.16420361247947454
gameofthrones1,a big gut,1,0.16420361247947454
gameofthrones1,a barrel chest,1,0.16420361247947454
gameofthrones1,a flat nose,2,0.3284072249589491
gameofthrones1,a bristly black jaw,1,0.16420361247947454
gameofthrones1,a weak chin,1,0.16420361247947454
gameofthrones1,a weaker mouth,1,0.16420361247947454
gameofthrones1,a thin scraggle of beard,1,0.16420361247947454
gameofthrones1,a cool look,1,0.16420361247947454
gameofthrones1,a thick auburn mop of hair,1,0.16420361247947454
gameofthrones1,fair hair,1,0.16420361247947454
gameofthrones1,stringy brown locks,1,0.16420361247947454
gameofthrones1,weak chin,1,0.16420361247947454
gameofthrones1,thin face,1,0.16420361247947454
gameofthrones1,a large direwolf,1,0.16420361247947454
gameofthrones1,lean body,1,0.16420361247947454
gameofthrones1,smoke-dark fur,1,0.16420361247947454
gameofthrones1,eyes like molten gold,1,0.16420361247947454
gameofthrones1,a tall figure,1,0.16420361247947454
gameofthrones1,a gaunt figure,1,0.16420361247947454
gameofthrones1,grey hair,2,0.3284072249589491
gameofthrones1,a clean-shaven face,1,0.16420361247947454
gameofthrones1,a lined face,1,0.16420361247947454
gameofthrones1,a windburnt face,1,0.16420361247947454
gameofthrones1,fine white hair,1,0.16420361247947454
gameofthrones1,deep-set eyes,3,0.49261083743842365
gameofthrones1,a prominent brow ridge,1,0.16420361247947454
gameofthrones1,a shock of salt-and-pepper hair,1,0.16420361247947454
gameofthrones1,soft hands,3,0.49261083743842365
gameofthrones1,bald powdered face,1,0.16420361247947454
gameofthrones1,slimy little smile,1,0.16420361247947454
gameofthrones1,small stature,1,0.16420361247947454
gameofthrones1,twisted legs,1,0.16420361247947454
gameofthrones1,a wrinkled face,1,0.16420361247947454
gameofthrones1,thick arms,3,0.49261083743842365
gameofthrones1,bandy legs,2,0.3284072249589491
gameofthrones1,a fat-bellied southron merchanter,1,0.16420361247947454
gameofthrones1,plump lips,2,0.3284072249589491
gameofthrones1,a green face,1,0.16420361247947454
gameofthrones1,a faint smile,1,0.16420361247947454
gameofthrones1,a heavy teat,1,0.16420361247947454
gameofthrones1,a fat brown nipple,1,0.16420361247947454
gameofthrones1,dark red skin,1,0.16420361247947454
gameofthrones1,fierce black eyes,1,0.16420361247947454
gameofthrones1,a beak of a nose,1,0.16420361247947454
gameofthrones1,thin frame,1,0.16420361247947454
gameofthrones1,spare ounce of flesh,1,0.16420361247947454
gameofthrones1,hair and skin,1,0.16420361247947454
gameofthrones1,cloudy blue eyes,1,0.16420361247947454
gameofthrones1,toothless oldster,1,0.16420361247947454
gameofthrones1,gaunt face,1,0.16420361247947454
gameofthrones1,soft golden hair,1,0.16420361247947454
gameofthrones1,brittle hair,1,0.16420361247947454
gameofthrones1,thin as a pike,1,0.16420361247947454
gameofthrones1,grey streaks in hair,1,0.16420361247947454
gameofthrones1,five feet tall,1,0.16420361247947454
gameofthrones1,a bald head,3,0.49261083743842365
gameofthrones1,a scared-looking face,1,0.16420361247947454
gameofthrones1,missing teeth,1,0.16420361247947454
gameofthrones1,a speckly grey beard,1,0.16420361247947454
gameofthrones1,arms as thick as a bull ’ s neck,1,0.16420361247947454
gameofthrones1,a purple beard,1,0.16420361247947454
gameofthrones1,a buxom young wench,1,0.16420361247947454
gameofthrones1,honeyed hair,1,0.16420361247947454
gameofthrones1,smooth and black skin,1,0.16420361247947454
gameofthrones1,wide dark eyes,1,0.16420361247947454
gameofthrones1,small pointed breasts,1,0.16420361247947454
gameofthrones1,long dark hair,1,0.16420361247947454
gameofthrones1,blue eyes,5,0.8210180623973727
gameofthrones1,a scarred face,1,0.16420361247947454
gameofthrones1,a stubble of dark beard,1,0.16420361247947454
gameofthrones1,guileless brown eyes,1,0.16420361247947454
gameofthrones1,seven feet tall,1,0.16420361247947454
gameofthrones1,a bald spot atop the head,1,0.16420361247947454
gameofthrones1,a head that had turned red,1,0.16420361247947454
gameofthrones1,fat fingers,1,0.16420361247947454
gameofthrones1,deep red eyes,1,0.16420361247947454
gameofthrones1,twisted wooden mouth,1,0.16420361247947454
gameofthrones1,pale branches,1,0.16420361247947454
gameofthrones1,a sharp voice,1,0.16420361247947454
gameofthrones1,pale blue eyes,1,0.16420361247947454
gameofthrones1,heavy-lidded eyes,2,0.3284072249589491
gameofthrones1,clear green eyes,1,0.16420361247947454
gameofthrones1,beautiful eyes,1,0.16420361247947454
gameofthrones1,limp brown hair,1,0.16420361247947454
gameofthrones1,blotchy skin,2,0.3284072249589491
gameofthrones1,a web of broken veins,1,0.16420361247947454
gameofthrones1,a heavy hand,1,0.16420361247947454
gameofthrones1,dark flesh of the throat,1,0.16420361247947454
gameofthrones1,angry red welts,1,0.16420361247947454
gameofthrones1,big eyes,2,0.3284072249589491
gameofthrones1,a pale face,1,0.16420361247947454
gameofthrones1,bloody arms,1,0.16420361247947454
gameofthrones1,long scratches,1,0.16420361247947454
gameofthrones1,splotchy green hands,1,0.16420361247947454
gameofthrones1,a soft throat,1,0.16420361247947454
gameofthrones1,soft damp hands,1,0.16420361247947454
gameofthrones1,thin brown hair,1,0.16420361247947454
gameofthrones1,a slim body,1,0.16420361247947454
gameofthrones1,long brown hair,1,0.16420361247947454
gameofthrones1,the barest suggestion of breasts,1,0.16420361247947454
gameofthrones1,one slim hip,1,0.16420361247947454
gameofthrones1,a slight build,1,0.16420361247947454
gameofthrones1,a slender build,1,0.16420361247947454
gameofthrones1,large green eyes,1,0.16420361247947454
gameofthrones1,scarred hands,3,0.49261083743842365
gameofthrones1,long limbs,1,0.16420361247947454
gameofthrones1,coal-black hair,1,0.16420361247947454
gameofthrones1,fine straight hair,1,0.16420361247947454
gameofthrones1,easy smile,1,0.16420361247947454
gameofthrones1,soft eyes,2,0.3284072249589491
gameofthrones1,curling brown hair,1,0.16420361247947454
gameofthrones1,a broken lip,1,0.16420361247947454
gameofthrones1,unfocused eyes,1,0.16420361247947454
gameofthrones1,matted hair,1,0.16420361247947454
gameofthrones1,large blue eyes,1,0.16420361247947454
gameofthrones1,very blue eyes,1,0.16420361247947454
gameofthrones1,broad features,1,0.16420361247947454
gameofthrones1,coarse features,1,0.16420361247947454
gameofthrones1,prominent teeth,1,0.16420361247947454
gameofthrones1,crooked teeth,2,0.3284072249589491
gameofthrones1,too wide mouth,1,0.16420361247947454
gameofthrones1,swollen lips,1,0.16420361247947454
gameofthrones1,a short bristly grey beard,1,0.16420361247947454
gameofthrones1,huge freckled hands,1,0.16420361247947454
gameofthrones1,wide flat face,1,0.16420361247947454
gameofthrones1,the thrust of teeth,1,0.16420361247947454
gameofthrones1,a broad hip,1,0.16420361247947454
gameofthrones1,thick limbs,1,0.16420361247947454
gameofthrones1,hunched muscular shoulders,1,0.16420361247947454
gameofthrones1,no bosom,1,0.16420361247947454
gameofthrones1,lively eyes,1,0.16420361247947454
gameofthrones1,intelligent eyes,1,0.16420361247947454
gameofthrones1,an artless tumble of brown locks,1,0.16420361247947454
gameofthrones1,a drooping mouth,1,0.16420361247947454
gameofthrones1,one of ears,1,0.16420361247947454
gameofthrones1,a mouthful of broken brown teeth,1,0.16420361247947454
gameofthrones1,a long face,2,0.3284072249589491
gameofthrones1,a big mushy head,1,0.16420361247947454
gameofthrones1,a purply-red head,1,0.16420361247947454
gameofthrones1,a gashed face,1,0.16420361247947454
gameofthrones1,a swollen face,1,0.16420361247947454
gameofthrones1,a deep red face,1,0.16420361247947454
gameofthrones1,a lean body,1,0.16420361247947454
gameofthrones1,long legs,1,0.16420361247947454
gameofthrones1,black hair cut short,1,0.16420361247947454
gameofthrones1,wind-chafed skin,1,0.16420361247947454
gameofthrones1,strong sure hands,1,0.16420361247947454
gameofthrones1,a big nose,1,0.16420361247947454
gameofthrones1,faded pink scar on a pretty neck,1,0.16420361247947454
gameofthrones1,pretty neck,1,0.16420361247947454
gameofthrones1,a pretty head,1,0.16420361247947454
gameofthrones1,a huge gap-toothed smile,1,0.16420361247947454
gameofthrones1,thick sandy hair,1,0.16420361247947454
gameofthrones1,green Lannister eyes,1,0.16420361247947454
gameofthrones1,a line of soft blond fuzz on the upper lip,1,0.16420361247947454
gameofthrones1,a tight jaw,1,0.16420361247947454
gameofthrones1,wide white eyes,2,0.3284072249589491
gameofthrones1,a broad dome,1,0.16420361247947454
gameofthrones1,white hair,2,0.3284072249589491
gameofthrones1,wrinkled skin,1,0.16420361247947454
gameofthrones1,a big hand,1,0.16420361247947454
gameofthrones1,the blisters on toes,1,0.16420361247947454
gameofthrones1,big moon eyes,1,0.16420361247947454
gameofthrones1,callus on fingers,1,0.16420361247947454
gameofthrones1,a great beak of a nose,1,0.16420361247947454
gameofthrones1,languid appearance,1,0.16420361247947454
gameofthrones1,elegant demeanor,1,0.16420361247947454
gameofthrones1,bare feet,1,0.16420361247947454
gameofthrones1,pale blue lips,1,0.16420361247947454
gameofthrones1,eyes of molten gold,1,0.16420361247947454
gameofthrones1,huge feet,1,0.16420361247947454
gameofthrones1,a thick neck,2,0.3284072249589491
gameofthrones1,thin flaxen hair,1,0.16420361247947454
gameofthrones1,not so fine features,1,0.16420361247947454
gameofthrones1,sand-colored hair,1,0.16420361247947454
gameofthrones1,a pug-nosed appearance,1,0.16420361247947454
gameofthrones1,a bouncy physique,1,0.16420361247947454
gameofthrones1,a mane of thick red hair,1,0.16420361247947454
gameofthrones1,porcelain skin,1,0.16420361247947454
gameofthrones1,long straight silvery hair,1,0.16420361247947454
gameofthrones1,a harelip,1,0.16420361247947454
gameofthrones1,a lazy eye,1,0.16420361247947454
gameofthrones1,the soft curves of a young body,1,0.16420361247947454
gameofthrones1,a small hard nipple,1,0.16420361247947454
gameofthrones1,a fatherly one,1,0.16420361247947454
gameofthrones1,a sickly one,1,0.16420361247947454
gameofthrones1,long blond hair,1,0.16420361247947454
gameofthrones1,a stick-thin frame,1,0.16420361247947454
gameofthrones1,a very tall frame,1,0.16420361247947454
gameofthrones1,a drawn emaciated face,1,0.16420361247947454
gameofthrones1,a ropy black beard,1,0.16420361247947454
gameofthrones1,a pointed chin,1,0.16420361247947454
gameofthrones1,a bushy mustache,1,0.16420361247947454
gameofthrones1,a fat body,1,0.16420361247947454
gameofthrones1,strong-looking appearance,1,0.16420361247947454
gameofthrones1,stiff golden whiskers,1,0.16420361247947454
gameofthrones1,red and white shiny hair,1,0.16420361247947454
gameofthrones1,a strong hand,1,0.16420361247947454
gameofthrones1,smooth warm stone,1,0.16420361247947454
gameofthrones1,a heavy jaw,1,0.16420361247947454
gameofthrones1,golden roses girded temples,1,0.16420361247947454
gameofthrones1,a jade stag ’ s head rising over forehead,1,0.16420361247947454
gameofthrones1,long black hair,2,0.3284072249589491
gameofthrones1,limp yellow hair,1,0.16420361247947454
gameofthrones1,a broad face,1,0.16420361247947454
gameofthrones1,a homely face,1,0.16420361247947454
gameofthrones1,broken veins,1,0.16420361247947454
gameofthrones1,angry red welts on the backs of legs,1,0.16420361247947454
gameofthrones1,a hard face,1,0.16420361247947454
gameofthrones1,leathery brown skin,1,0.16420361247947454
gameofthrones1,a scrawny neck,1,0.16420361247947454
gameofthrones1,a brutal bulging brow,1,0.16420361247947454
gameofthrones1,a hard black eye,1,0.16420361247947454
gameofthrones1,a shrewd green eye,1,0.16420361247947454
gameofthrones1,a wiry beard,1,0.16420361247947454
gameofthrones1,warm smile,1,0.16420361247947454
gameofthrones1,scarred fingers,1,0.16420361247947454
gameofthrones1,tightness in fingers,1,0.16420361247947454
gameofthrones1,wide eyes,5,0.8210180623973727
gameofthrones1,a pair of red eyes,1,0.16420361247947454
gameofthrones1,baleful eyes,1,0.16420361247947454
gameofthrones1,strange green eyes,1,0.16420361247947454
gameofthrones1,fat moist lips,1,0.16420361247947454
gameofthrones1,long hair,4,0.6568144499178982
gameofthrones1,a neck heavy with muscle and fat,1,0.16420361247947454
gameofthrones1,a shaggy beard,1,0.16420361247947454
gameofthrones1,puckered twisted flesh,1,0.16420361247947454
gameofthrones1,a shiny seam,1,0.16420361247947454
gameofthrones1,twisted lips,1,0.16420361247947454
gameofthrones1,brown splinters of teeth,1,0.16420361247947454
gameofthrones1,copper color mane,1,0.16420361247947454
gameofthrones1,a bare chest,1,0.16420361247947454
gameofthrones1,heavy black hair,1,0.16420361247947454
gameofthrones1,a mouthful of crooked brown teeth,1,0.16420361247947454
gameofthrones1,the hole in a face,1,0.16420361247947454
gameofthrones1,red hair,1,0.16420361247947454
gameofthrones1,a red ruin throat,1,0.16420361247947454
gameofthrones1,gaping sightless eyes,1,0.16420361247947454
gameofthrones1,skeletal fingers,1,0.16420361247947454
gameofthrones1,dark grey eyes,1,0.16420361247947454
gameofthrones1,hard eyes,1,0.16420361247947454
gameofthrones1,a bare shoulder,1,0.16420361247947454
gameofthrones1,the meat of a hand,1,0.16420361247947454
gameofthrones1,long elegant fingers,1,0.16420361247947454
gameofthrones1,broad sweeps of arms,1,0.16420361247947454
gameofthrones1,heavy black brows,1,0.16420361247947454
gameofthrones1,a slim white throat,1,0.16420361247947454
gameofthrones1,a tall palfrey,1,0.16420361247947454
gameofthrones1,golden curls,1,0.16420361247947454
gameofthrones1,thick auburn hair,1,0.16420361247947454
gameofthrones1,skinny arms,1,0.16420361247947454
gameofthrones1,a red pulp head,1,0.16420361247947454
gameofthrones1,mismatched eyes,1,0.16420361247947454
gameofthrones1,a paleness beneath the cowl,1,0.16420361247947454
gameofthrones1,pale red eyes,1,0.16420361247947454
gameofthrones1,swollen breasts,1,0.16420361247947454
gameofthrones1,a heavy chest,1,0.16420361247947454
gameofthrones1,a bulging belly,1,0.16420361247947454
gameofthrones1,heavy beards,1,0.16420361247947454
gameofthrones1,hard lean faces,1,0.16420361247947454
gameofthrones1,hard flat planes of cheeks,1,0.16420361247947454
gameofthrones1,dark hair,2,0.3284072249589491
gameofthrones1,smooth cream of skin,1,0.16420361247947454
gameofthrones1,long fingers,1,0.16420361247947454
gameofthrones1,black fingers,1,0.16420361247947454
gameofthrones1,big bold eyes,1,0.16420361247947454
gameofthrones1,large eyes,1,0.16420361247947454
gameofthrones1,blue and beautiful eyes,1,0.16420361247947454
gameofthrones1,black hair,2,0.3284072249589491
gameofthrones1,bright blue eyes,1,0.16420361247947454
gameofthrones1,the color of plums eyes,1,0.16420361247947454
gameofthrones1,a tiny waist,1,0.16420361247947454
gameofthrones1,big hands,2,0.3284072249589491
gameofthrones1,long thick fingers,1,0.16420361247947454
gameofthrones1,green pools full of sorrow,1,0.16420361247947454
gameofthrones1,teats like empty wineskins,1,0.16420361247947454
gameofthrones1,dry teats,1,0.16420361247947454
gameofthrones1,withered teats,1,0.16420361247947454
gameofthrones1,strong arms,1,0.16420361247947454
gameofthrones1,weak heads,1,0.16420361247947454
gameofthrones1,cracked lips,1,0.16420361247947454
gameofthrones1,huge strong arms,1,0.16420361247947454
gameofthrones1,bloody hands,1,0.16420361247947454
gameofthrones1,a weary arm,1,0.16420361247947454
gameofthrones1,weary legs,1,0.16420361247947454
gameofthrones1,huge pale hands,1,0.16420361247947454
gameofthrones1,long straight hair,1,0.16420361247947454
gameofthrones1,tight black curls,1,0.16420361247947454
gameofthrones1,sharp teeth,1,0.16420361247947454
gameofthrones1,a pinched face,1,0.16420361247947454
gameofthrones1,a pointed face,1,0.16420361247947454
gameofthrones1,a snoutish face,1,0.16420361247947454
gameofthrones1,tiny pink hands,2,0.3284072249589491
gameofthrones1,rattish pointed faces,1,0.16420361247947454
gameofthrones1,a wet red mouth,1,0.16420361247947454
gameofthrones1,a big wrinkled hand,1,0.16420361247947454
gameofthrones1,a soft hand,2,0.3284072249589491
gameofthrones1,dark eyes,1,0.16420361247947454
gameofthrones1,long silver-grey hair,1,0.16420361247947454
gameofthrones1,a tall lord,1,0.16420361247947454
gameofthrones1,copper skin,1,0.16420361247947454
gameofthrones1,silver-gold hair,2,0.3284072249589491
gameofthrones1,blue-eyed king,1,0.16420361247947454
gameofthrones1,the soft skin of the throat,1,0.16420361247947454
gameofthrones1,a cool shoulder,1,0.16420361247947454
gameofthrones1,six feet and six inches,1,0.16420361247947454
gameofthrones1,sinew and muscle,1,0.16420361247947454
gameofthrones1,a hook nose,1,0.16420361247947454
gameofthrones1,bushy eyebrows,1,0.16420361247947454
gameofthrones1,a spade-shaped brown beard,1,0.16420361247947454
gameofthrones1,a fierce aspect,1,0.16420361247947454
gameofthrones1,a wispy white beard,1,0.16420361247947454
gameofthrones1,a wizened face,1,0.16420361247947454
gameofthrones1,bright red hair,1,0.16420361247947454
gameofthrones1,the soft skin of a throat,1,0.16420361247947454
gameofthrones1,a round face,2,0.3284072249589491
gameofthrones1,small hands,1,0.16420361247947454
gameofthrones1,a pug nose,1,0.16420361247947454
gameofthrones1,a shaggy mop of red hair,1,0.16420361247947454
gameofthrones1,eyes as wide and white as hen ’ s eggs,1,0.16420361247947454
gameofthrones1,strong fingers,1,0.16420361247947454
gameofthrones1,thick legs,1,0.16420361247947454
gameofthrones1,thick hips,1,0.16420361247947454
gameofthrones1,a soft white hand,1,0.16420361247947454
gameofthrones1,tall men,1,0.16420361247947454
gameofthrones1,hooked noses,1,0.16420361247947454
gameofthrones1,cruel smiles,1,0.16420361247947454
gameofthrones1,dark face,1,0.16420361247947454
gameofthrones1,green and black eyes,1,0.16420361247947454
gameofthrones1,one small breast,1,0.16420361247947454
gameofthrones1,raised eyes,1,0.16420361247947454
gameofthrones1,warm skin,1,0.16420361247947454
gameofthrones1,blue veins,1,0.16420361247947454
gameofthrones1,pale translucent skin,1,0.16420361247947454
gameofthrones1,broken veins in a nose,1,0.16420361247947454
gameofthrones1,thin stripes of blood across cheeks,1,0.16420361247947454
gameofthrones1,soft pillowy breasts,1,0.16420361247947454
gameofthrones1,stretch marks on a belly,1,0.16420361247947454
gameofthrones1,a hawk ’ s beak of a nose,1,0.16420361247947454
gameofthrones1,a wide mouth,1,0.16420361247947454
gameofthrones1,a soft toothless mouth,1,0.16420361247947454
gameofthrones1,a bony hand,1,0.16420361247947454
gameofthrones1,a hard hand with callus,1,0.16420361247947454
gameofthrones1,a small hand,1,0.16420361247947454
gameofthrones1,short dark hair,1,0.16420361247947454
gameofthrones1,dull brown eyes,1,0.16420361247947454
gameofthrones1,bright yellow hair,1,0.16420361247947454
gameofthrones1,thick curls,1,0.16420361247947454
gameofthrones1,red blood on a face,1,0.16420361247947454
gameofthrones1,white eyes,2,0.3284072249589491
gameofthrones1,four long thin scratches on the cheek,1,0.16420361247947454
gameofthrones1,hair falling down past the collar,1,0.16420361247947454
gameofthrones1,flushed cheeks,1,0.16420361247947454
gameofthrones1,bright eyes,1,0.16420361247947454
gameofthrones1,feverish eyes,1,0.16420361247947454
gameofthrones1,a drooping black mustache,1,0.16420361247947454
gameofthrones1,a tall stature,1,0.16420361247947454
gameofthrones1,a stern demeanor,1,0.16420361247947454
gameofthrones1,a grim face,1,0.16420361247947454
gameofthrones1,a red arm,1,0.16420361247947454
gameofthrones1,a glistening arm,1,0.16420361247947454
gameofthrones1,rough fingers,1,0.16420361247947454
gameofthrones1,callused fingers,1,0.16420361247947454
gameofthrones1,sticky fingers,1,0.16420361247947454
gameofthrones1,dark blood on the face,1,0.16420361247947454
gameofthrones1,glowing eyes,1,0.16420361247947454
gameofthrones1,terrifying eyes,1,0.16420361247947454
gameofthrones1,a gleaming bald head,1,0.16420361247947454
gameofthrones1,the smooth cheeks of a eunuch,1,0.16420361247947454
gameofthrones1,tree-trunk arms,1,0.16420361247947454
gameofthrones1,huge chest,1,0.16420361247947454
gameofthrones1,nut-brown skin,1,0.16420361247947454
gameofthrones1,long white hair,1,0.16420361247947454
gameofthrones1,a silky white beard,1,0.16420361247947454
gameofthrones1,a gap-toothed smile,1,0.16420361247947454
gameofthrones1,a broad brown face,1,0.16420361247947454
gameofthrones1,a thin finger,1,0.16420361247947454
gameofthrones1,pallid chest,1,0.16420361247947454
gameofthrones1,long translucent arms,1,0.16420361247947454
gameofthrones1,long translucent legs,1,0.16420361247947454
gameofthrones1,watery red eyes,1,0.16420361247947454
gameofthrones1,huge gnarled hands,1,0.16420361247947454
gameofthrones1,a square face,1,0.16420361247947454
gameofthrones1,a soft hairless body,1,0.16420361247947454
gameofthrones1,skinny shoulders,1,0.16420361247947454
gameofthrones1,a red round face,1,0.16420361247947454
gameofthrones1,a heavy golden crown,1,0.16420361247947454
gameofthrones1,tight hands,1,0.16420361247947454
gameofthrones1,thick fingers,1,0.16420361247947454
gameofthrones1,a stiff white chin,1,0.16420361247947454
gameofthrones1,stiff white whiskers,1,0.16420361247947454
gameofthrones1,dead empty eyes,1,0.16420361247947454
gameofthrones1,a reaching hand,1,0.16420361247947454
gameofthrones1,green fire shining,1,0.16420361247947454
gameofthrones1,white enamel plate,1,0.16420361247947454
gameofthrones1,a soft pink face,1,0.16420361247947454
gameofthrones1,a brown fringe of beard,1,0.16420361247947454
gameofthrones1,a fat neck,1,0.16420361247947454
gameofthrones1,a stiff mouth,1,0.16420361247947454
gameofthrones1,a sore mouth,1,0.16420361247947454
gameofthrones1,a split lip,1,0.16420361247947454
gameofthrones1,a long gash,1,0.16420361247947454
gameofthrones1,a crooked gash,1,0.16420361247947454
gameofthrones1,a left eye,1,0.16420361247947454
gameofthrones1,a right jaw,1,0.16420361247947454
gameofthrones1,a proud face,1,0.16420361247947454
gameofthrones1,blunt thick fingers,1,0.16420361247947454
gameofthrones1,a broken skull helm,1,0.16420361247947454
gameofthrones1,bearclaws sewn to arms,1,0.16420361247947454
gameofthrones1,boiled leather,1,0.16420361247947454
gameofthrones1,a head of shaggy red hair,1,0.16420361247947454
gameofthrones1,narrowed eyes,1,0.16420361247947454
gameofthrones1,big spearwife,1,0.16420361247947454
gameofthrones1,truth of,1,0.16420361247947454
gameofthrones1,a big throat,1,0.16420361247947454
gameofthrones1,bulging cords in the neck,1,0.16420361247947454
harrypotter1,hardly any neck,1,1.282051282051282
harrypotter1,a very large mustache,1,1.282051282051282
harrypotter1,a wide smile,1,1.282051282051282
harrypotter1,a squeaky voice,1,1.282051282051282
harrypotter1,tall stature,2,2.564102564102564
